60

0 63 51 79 55 97 42 51 8 51 61 12 58 71 60 97 48 44 63 7 42 36 60 16 39 63 21 3 88 68 72 21 11 86 51 59 50 78 15 58 27 29 5 55 85 88 84 91 48 99 9 78 40 56 21 99 27 28 49 2
63 0 93 59 74 27 36 43 50 17 94 86 28 35 27 14 68 11 15 18 33 58 17 28 24 72 60 39 23 21 39 31 10 90 77 99 56 85 63 60 55 84 0 46 56 95 81 63 7 79 25 2 53 40 54 96 47 16 55 68
51 93 0 66 23 75 74 48 64 63 9 69 39 27 7 9 31 65 12 46 23 26 49 15 2 26 67 33 7 60 0 7 89 98 23 26 44 58 8 64 79 74 15 75 17 99 7 25 46 11 61 67 99 7 94 50 15 11 68 69
79 59 66 0 30 4 85 49 38 35 88 78 63 36 97 83 24 26 17 85 35 56 67 52 19 84 34 10 56 94 98 47 40 56 24 42 1 4 96 2 37 60 1 53 21 15 42 66 65 52 12 19 91 62 74 39 81 65 65 22
55 74 23 30 0 78 0 29 71 74 35 16 98 49 59 22 100 93 90 80 80 69 42 32 94 36 89 78 70 10 1 32 89 67 93 83 67 88 97 36 92 48 71 83 89 48 71 7 4 14 47 24 66 67 32 81 33 40 5 85
97 27 75 4 78 0 56 74 30 22 6 66 25 90 12 7 32 29 54 11 61 63 14 69 81 2 2 85 30 67 13 16 93 58 34 46 31 47 16 66 84 98 49 2 73 88 25 72 75 8 34 17 32 81 86 7 59 99 39 53
42 36 74 85 0 56 0 39 33 32 8 96 44 38 9 52 74 93 13 76 25 23 56 77 96 87 74 54 88 93 20 58 5 5 96 9 62 90 22 63 46 72 42 64 27 56 68 82 44 88 5 57 89 100 22 3 79 55 43 29
51 43 48 49 29 74 39 0 49 91 86 96 90 7 65 89 23 79 64 96 100 37 63 47 58 41 1 10 72 48 80 26 20 24 34 32 99 26 25 54 30 4 9 41 39 20 76 44 64 56 57 33 69 93 6 4 98 47 9 19
8 50 64 38 71 30 33 49 0 67 64 72 10 62 13 34 40 36 13 6 16 51 35 0 67 34 18 1 21 43 97 94 70 80 33 52 94 16 19 61 57 97 16 77 13 19 0 58 75 67 17 61 69 72 34 55 37 21 95 8
51 17 63 35 74 22 32 91 67 0 50 1 20 61 60 80 88 66 93 55 12 25 67 65 35 56 9 89 54 11 70 45 97 27 52 45 99 88 21 71 25 8 52 68 9 27 30 25 24 80 57 3 70 78 84 1 22 3 94 83
