20

0 18 71 58 46 67 49 64 61 41 13 63 78 62 61 71 23 29 10 14
18 0 34 89 3 64 37 67 11 68 62 49 95 64 60 32 2 89 24 50
71 34 0 89 93 72 49 69 27 30 20 22 90 46 46 13 12 96 45 8
58 89 89 0 78 24 54 84 70 20 94 81 35 30 100 79 45 65 20 69
46 3 93 78 0 29 40 86 38 43 68 54 19 71 85 15 60 74 82 28
67 64 72 24 29 0 49 61 3 40 55 90 10 58 12 55 19 45 52 59
49 37 49 54 40 49 0 66 96 41 90 99 62 84 67 81 4 74 73 5
64 67 69 84 86 61 66 0 18 10 27 77 3 41 34 21 35 19 57 43
61 11 27 70 38 3 96 18 0 64 15 15 48 21 95 14 43 83 30 59
41 68 30 20 43 40 41 10 64 0 87 84 94 58 61 36 13 67 75 79
13 62 20 94 68 55 90 27 15 87 0 83 38 29 80 46 99 66 79 88
63 49 22 81 54 90 99 77 15 84 83 0 99 40 36 90 97 12 68 4
78 95 90 35 19 10 62 3 48 94 38 99 0 8 57 40 64 85 80 39
62 64 46 30 71 58 84 41 21 58 29 40 8 0 67 42 13 5 35 99
61 60 46 100 85 12 67 34 95 61 80 36 57 67 0 61 14 38 16 14
71 32 13 79 15 55 81 21 14 36 46 90 40 42 61 0 84 18 51 85
23 2 12 45 60 19 4 35 43 13 99 97 64 13 14 84 0 28 82 60
29 89 96 65 74 45 74 19 83 67 66 12 85 5 38 18 28 0 16 40
10 24 45 20 82 52 73 57 30 75 79 68 80 35 16 51 82 16 0 70
14 50 8 69 28 59 5 43 59 79 88 4 39 99 14 85 60 40 70 0

0 8 34 49 65 24 51 45 53 74 104 51 82 55 12 88 55 45 76 78
8 0 40 58 57 33 59 53 61 66 112 43 74 54 20 96 63 45 84 86
34 40 0 18 31 43 65 79 87 40 72 21 47 21 46 57 77 11 44 49
49 58 18 0 49 25 47 60 69 58 55 39 66 40 38 39 58 29 26 30
65 57 31 49 0 73 96 109 118 9 64 30 17 10 77 62 107 20 38 80
24 33 43 25 73 0 27 36 45 82 80 59 90 64 13 64 34 53 51 54
51 59 65 47 96 27 0 16 22 105 53 82 113 86 40 37 12 76 58 27
45 53 79 60 109 36 16 0 9 118 69 95 126 100 33 53 20 89 71 43
53 61 87 69 118 45 22 9 0 127 69 104 135 109 42 56 14 98 80 39
74 66 40 58 9 82 105 118 127 0 60 33 8 18 85 71 116 29 47 88
104 112 72 55 64 80 53 69 69 60 0 94 66 58 92 16 58 67 28 30
51 43 21 39 30 59 82 95 104 33 94 0 31 35 62 78 93 27 65 68
82 74 47 66 17 90 113 126 135 8 66 31 0 26 93 79 124 37 55 96
55 54 21 40 10 64 86 100 109 18 58 35 26 0 67 53 98 10 30 70
12 20 46 38 77 13 40 33 42 85 92 62 93 67 0 77 43 57 64 66
88 96 57 39 62 64 37 53 56 71 16 78 79 53 77 0 45 51 24 17
55 63 77 58 107 34 12 20 14 116 58 93 124 98 43 45 0 87 69 28
45 45 11 29 20 53 76 89 98 29 67 27 37 10 57 51 87 0 39 59
76 84 44 26 38 51 58 71 80 47 28 65 55 30 64 24 69 39 0 42
78 86 49 30 80 54 27 43 39 88 30 68 96 70 66 17 28 59 42 0
