20

0 23 14 44 86 32 53 34 16 89 7 77 39 81 40 76 69 37 97 28
23 0 48 58 55 1 10 85 6 43 72 55 72 5 88 90 13 43 68 8
14 48 0 59 65 7 28 25 34 38 31 37 72 23 79 72 25 32 49 13
44 58 59 0 75 87 99 73 4 55 8 78 70 82 60 78 1 27 77 44
86 55 65 75 0 95 49 97 19 11 87 37 91 96 75 15 10 57 37 16
32 1 7 87 95 0 2 70 21 23 35 22 31 43 55 82 96 77 22 68
53 10 28 99 49 2 0 75 91 90 27 9 46 60 55 93 5 38 95 0
34 85 25 73 97 70 75 0 3 8 18 55 40 4 88 48 91 29 65 61
16 6 34 4 19 21 91 3 0 45 67 23 51 59 62 17 82 20 97 56
89 43 38 55 11 23 90 8 45 0 4 79 99 92 26 5 87 45 34 36
7 72 31 8 87 35 27 18 67 4 0 17 18 57 10 76 79 18 22 70
77 55 37 78 37 22 9 55 23 79 17 0 61 45 4 58 55 75 81 31
39 72 72 70 91 31 46 40 51 99 18 61 0 56 70 24 29 91 59 12
81 5 23 82 96 43 60 4 59 92 57 45 56 0 41 18 12 85 23 55
40 88 79 60 75 55 55 88 62 26 10 4 70 41 0 38 67 86 22 38
76 90 72 78 15 82 93 48 17 5 76 58 24 18 38 0 17 8 80 23
69 13 25 1 10 96 5 91 82 87 79 55 29 12 67 17 0 79 4 59
37 43 32 27 57 77 38 29 20 45 18 75 91 85 86 8 79 0 73 92
97 68 49 77 37 22 95 65 97 34 22 81 59 23 22 80 4 73 0 76
28 8 13 44 16 68 0 61 56 36 70 31 12 55 38 23 59 92 76 0

0 37 80 43 21 67 54 13 61 11 92 27 18 80 56 30 39 45 43 89
37 0 43 27 44 30 19 50 96 48 55 62 53 43 67 46 29 80 35 52
80 43 0 37 87 20 48 93 67 91 15 62 78 2 38 89 41 53 37 9
43 27 37 0 50 24 45 56 69 54 49 35 41 37 41 52 4 54 8 46
21 44 87 50 0 75 39 25 81 9 99 47 38 88 63 9 47 66 50 97
67 30 20 24 75 0 35 80 87 78 35 53 65 18 58 76 28 71 26 25
54 19 48 45 39 35 0 59 115 43 63 81 72 48 86 40 48 99 54 57
13 50 93 56 25 80 59 0 56 16 105 32 15 93 69 35 52 40 56 102
61 96 67 69 81 87 115 56 0 72 59 34 43 69 29 91 67 16 61 62
11 48 91 54 9 78 43 16 72 0 103 38 29 91 66 19 50 56 53 100
92 55 15 49 99 35 63 105 59 103 0 74 90 17 36 101 53 65 49 10
27 62 62 35 47 53 81 32 34 38 74 0 16 62 37 56 33 19 27 71
18 53 78 41 38 65 72 15 43 29 90 16 0 78 53 48 37 27 40 87
80 43 2 37 88 18 48 93 69 91 17 62 78 0 40 89 41 54 38 9
56 67 38 41 63 58 86 69 29 66 36 37 53 40 0 64 38 29 32 33
30 46 89 52 9 76 40 35 91 19 101 56 48 89 64 0 48 75 51 98
39 29 41 4 47 28 48 52 67 50 53 33 37 41 38 48 0 52 6 50
45 80 53 54 66 71 99 40 16 56 65 19 27 54 29 75 52 0 45 63
43 35 37 8 50 26 54 56 61 53 49 27 40 38 32 51 6 45 0 47
89 52 9 46 97 25 57 102 62 100 10 71 87 9 33 98 50 63 47 0
