120

0 53 8 17 86 28 71 77 72 98 48 50 96 15 34 24 100 51 94 24 9 15 52 37 91 16 10 82 97 30 84 36 96 1 53 79 74 72 71 72 21 13 21 83 50 76 45 2 19 83 100 20 85 31 33 63 45 21 37 98 76 44 75 81 18 41 35 8 12 85 68 26 47 25 10 78 38 31 94 98 41 98 75 34 2 43 19 87 8 61 26 7 8 21 87 3 60 33 43 3 67 70 7 91 26 69 31 62 19 18 69 0 8 33 38 85 21 82 30 53
53 0 21 45 66 8 80 94 71 2 28 76 33 82 55 81 72 6 75 87 9 27 13 73 15 37 63 16 44 65 100 95 16 12 22 70 9 25 28 44 19 31 91 67 99 74 98 76 30 88 5 1 77 55 13 22 75 39 20 50 72 90 50 13 10 71 7 83 96 86 37 7 5 8 95 15 57 87 33 60 74 60 30 25 69 26 46 76 31 84 5 91 80 13 2 5 10 8 52 24 19 95 37 30 77 23 100 91 10 44 2 82 72 27 22 86 90 18 58 28
8 21 0 63 5 70 19 21 91 58 29 37 95 2 98 2 30 48 22 94 76 52 84 40 32 4 50 19 46 55 42 46 66 71 10 30 4 52 14 46 100 80 61 20 12 99 36 41 7 38 15 98 35 26 43 5 16 51 74 36 48 93 79 84 59 86 79 72 7 75 23 35 33 90 95 26 4 88 7 35 58 27 1 32 85 61 66 82 18 5 23 25 70 96 44 67 12 91 75 89 100 73 75 2 93 23 22 16 26 22 49 92 83 21 61 5 10 9 10 18
17 45 63 0 40 38 74 69 25 12 88 50 96 34 37 26 62 96 84 4 76 93 21 63 48 20 88 54 54 13 32 75 32 33 71 52 42 94 61 90 61 23 35 56 56 34 94 44 10 66 86 73 75 4 14 17 44 42 82 36 64 61 11 31 31 74 81 73 2 22 54 36 55 79 12 78 65 7 16 99 54 42 54 49 22 18 72 81 74 95 18 95 8 7 84 1 60 65 41 89 71 10 70 41 66 77 70 37 19 53 27 23 77 45 13 83 84 51 8 40
86 66 5 40 0 87 90 47 9 5 12 75 21 83 73 17 72 31 18 15 35 6 77 90 66 48 15 35 78 0 15 29 27 9 42 76 60 38 2 99 60 36 5 6 19 82 44 52 73 15 49 77 12 5 50 74 80 89 88 93 94 76 1 8 87 64 7 36 98 95 76 21 78 100 83 71 18 12 65 97 38 89 96 39 0 30 44 85 52 17 77 83 9 88 34 76 87 7 23 27 18 2 41 88 16 40 36 13 30 55 84 47 100 44 90 20 84 12 1 97
28 8 70 38 87 0 39 55 53 89 67 23 41 10 96 18 10 40 58 91 21 88 34 81 60 69 12 50 31 49 88 87 12 76 20 14 11 93 87 64 70 82 13 96 45 59 51 15 52 69 85 55 65 85 19 41 10 27 46 74 29 76 11 45 79 25 3 25 77 35 72 4 31 82 3 98 20 46 26 5 18 100 11 92 25 32 59 73 24 70 85 92 52 97 76 73 46 25 6 57 88 9 26 26 86 10 21 74 74 17 35 71 49 73 72 11 13 99 14 36
71 80 19 74 90 39 0 92 55 51 59 48 76 60 7 75 12 44 51 59 76 20 67 38 83 44 6 24 28 71 93 79 90 75 82 91 39 41 89 1 18 25 76 62 55 87 45 77 32 56 25 62 50 76 82 82 12 26 96 86 59 12 5 42 85 51 83 14 82 2 80 81 80 45 70 8 52 63 87 31 74 7 75 40 81 36 61 31 86 20 85 23 19 28 93 49 86 98 86 4 87 76 45 13 10 5 66 98 15 58 30 57 77 9 65 3 1 4 29 16
77 94 21 69 47 55 92 0 80 14 55 14 54 15 25 77 2 20 23 60 88 29 61 43 27 33 78 20 72 72 61 37 93 18 22 47 28 77 29 93 49 76 56 54 100 70 62 64 14 90 23 83 76 87 99 39 53 17 88 20 80 6 100 56 39 99 97 81 79 77 33 70 76 56 9 51 59 73 68 69 13 37 14 48 72 80 38 94 32 88 62 44 45 80 28 3 23 48 21 98 95 51 59 43 48 29 0 40 81 45 95 45 19 61 86 62 44 28 70 90
72 71 91 25 9 53 55 80 0 0 75 97 0 86 24 12 57 59 32 84 6 99 100 88 57 78 95 30 23 53 37 63 96 58 97 92 88 22 60 87 59 57 81 24 99 57 96 83 61 15 40 21 34 43 34 72 73 40 96 90 29 40 34 61 29 37 12 30 88 72 53 21 57 14 62 53 60 63 38 65 64 3 13 1 20 18 53 95 87 41 4 11 13 38 50 0 60 23 4 19 41 64 6 94 42 84 58 38 77 52 71 24 55 77 19 42 100 23 40 90
98 2 58 12 5 89 51 14 0 0 54 27 51 27 19 52 29 51 10 4 54 68 86 82 16 36 84 10 44 53 29 13 51 89 11 91 85 33 29 73 39 72 52 73 19 88 60 91 71 28 22 90 100 27 39 12 66 97 12 25 96 27 67 38 43 82 5 10 93 77 38 46 62 100 67 75 63 91 32 68 78 0 74 29 13 28 22 15 50 89 83 84 57 13 9 81 54 21 92 48 70 4 88 86 62 21 51 83 56 51 53 83 92 43 98 66 95 43 59 84
48 28 29 88 12 67 59 55 75 54 0 57 40 4 32 11 19 42 1 73 70 31 45 22 84 47 37 57 51 26 76 78 33 19 5 24 95 92 28 62 76 6 76 68 29 95 9 17 45 96 15 50 28 95 96 44 9 11 68 8 82 86 59 82 84 29 93 100 40 83 81 49 95 63 10 23 91 17 70 92 92 18 46 67 10 19 40 95 7 82 0 44 28 34 11 32 40 47 97 78 53 94 93 9 59 50 23 80 44 75 52 9 61 20 83 39 95 95 63 79
50 76 37 50 75 23 48 14 97 27 57 0 79 50 47 61 32 45 77 5 22 49 74 48 1 65 90 58 18 73 54 50 92 28 22 46 52 84 73 77 88 91 7 21 50 41 46 37 0 2 93 67 10 66 56 97 100 76 50 61 53 50 60 42 27 27 7 47 71 10 66 16 80 14 71 51 28 39 88 58 84 11 68 59 12 29 33 28 86 74 18 12 20 19 46 32 9 16 21 57 27 8 87 39 91 88 16 83 16 52 21 72 49 18 99 72 34 62 71 66
