20

0 87 5 53 95 95 6 3 79 2 32 52 44 81 30 92 35 86 27 56
87 0 96 22 17 90 2 15 85 66 81 28 94 14 66 95 86 14 42 45
5 96 0 3 36 1 38 39 88 71 41 100 83 57 90 88 65 88 28 54
53 22 3 0 75 96 44 23 71 67 69 22 54 58 31 40 72 6 22 68
95 17 36 75 0 74 55 24 58 78 17 100 34 89 80 77 66 20 64 3
95 90 1 96 74 0 85 92 1 32 77 42 88 9 57 43 57 67 20 94
6 2 38 44 55 85 0 27 5 41 14 52 7 1 18 61 29 69 41 61
3 15 39 23 24 92 27 0 22 100 74 100 21 52 69 16 99 10 25 76
79 85 88 71 58 1 5 22 0 26 75 51 12 57 80 8 54 46 43 73
2 66 71 67 78 32 41 100 26 0 26 22 8 39 48 37 58 47 88 46
32 81 41 69 17 77 14 74 75 26 0 35 33 63 22 39 87 48 62 30
52 28 100 22 100 42 52 100 51 22 35 0 31 22 70 50 46 84 13 30
44 94 83 54 34 88 7 21 12 8 33 31 0 32 59 42 2 32 54 12
81 14 57 58 89 9 1 52 57 39 63 22 32 0 83 69 83 53 64 22
30 66 90 31 80 57 18 69 80 48 22 70 59 83 0 66 100 76 26 93
92 95 88 40 77 43 61 16 8 37 39 50 42 69 66 0 1 23 42 99
35 86 65 72 66 57 29 99 54 58 87 46 2 83 100 1 0 71 88 89
86 14 88 6 20 67 69 10 46 47 48 84 32 53 76 23 71 0 83 75
27 42 28 22 64 20 41 25 43 88 62 13 54 64 26 42 88 83 0 48
56 45 54 68 3 94 61 76 73 46 30 30 12 22 93 99 89 75 48 0

0 52 74 71 80 35 27 22 32 55 100 95 82 86 85 45 43 45 30 68
52 0 36 32 64 55 58 31 51 13 71 43 63 54 37 66 35 31 63 17
74 36 0 63 36 88 65 53 55 49 35 44 32 18 56 63 35 67 70 25
71 32 63 0 96 55 85 55 81 20 98 43 94 82 21 96 67 28 91 39
80 64 36 96 0 105 60 65 50 78 25 79 5 24 91 48 39 91 62 59
35 55 88 55 105 0 62 40 64 48 120 92 106 104 75 79 66 29 65 72
27 58 65 85 60 62 0 31 10 66 83 97 62 72 94 18 31 65 6 68
22 31 53 55 65 40 31 0 28 36 82 73 66 67 66 44 26 34 36 45
32 51 55 81 50 64 10 28 0 61 73 89 53 62 88 16 21 62 15 60
55 13 49 20 78 48 66 36 61 0 84 44 76 67 30 76 47 21 71 26
100 71 35 98 25 120 83 82 73 84 0 70 21 17 88 73 57 101 86 59
95 43 44 43 79 92 97 73 89 44 70 0 75 57 24 101 69 64 103 29
82 63 32 94 5 106 62 66 53 76 21 75 0 20 88 51 40 91 65 56
86 54 18 82 24 104 72 67 62 67 17 57 20 0 73 65 44 84 76 43
85 37 56 21 91 75 94 66 88 30 88 24 88 73 0 102 70 46 100 33
45 66 63 96 48 79 18 44 16 76 73 101 51 65 102 0 32 79 17 73
43 35 35 67 39 66 31 26 21 47 57 69 40 44 70 32 0 55 36 40
45 31 67 28 91 29 65 34 62 21 101 64 91 84 46 79 55 0 69 46
30 63 70 91 62 65 6 36 15 71 86 103 65 76 100 17 36 69 0 74
68 17 25 39 59 72 68 45 60 26 59 29 56 43 33 73 40 46 74 0
