60

0 11 66 5 22 33 79 18 98 79 75 8 72 65 10 33 74 27 96 74 73 92 27 92 11 7 2 16 57 14 75 3 25 26 4 93 13 60 69 61 66 37 57 37 25 56 3 95 2 26 99 93 14 99 48 23 22 24 30 67
11 0 22 87 35 41 37 12 71 4 29 21 78 22 20 88 44 81 64 5 47 61 98 65 10 21 72 20 81 100 44 27 87 35 68 82 23 73 94 6 61 82 74 38 73 2 74 21 74 13 62 35 5 80 48 31 55 82 14 68
66 22 0 62 33 29 29 63 30 95 30 40 29 91 37 78 90 37 34 32 67 81 81 98 61 18 59 44 13 82 73 48 40 71 65 35 69 28 95 57 9 65 2 72 52 73 6 36 77 63 94 38 1 41 40 53 28 50 53 66
5 87 62 0 74 98 90 31 24 55 77 5 4 17 41 10 83 29 11 77 52 47 41 91 21 51 90 2 18 57 92 55 100 56 48 41 91 73 48 85 8 81 95 29 73 12 98 54 77 32 43 29 66 44 8 2 44 40 54 89
22 35 33 74 0 22 77 28 14 94 63 20 30 51 11 32 90 50 75 46 60 3 14 0 12 72 47 23 77 83 57 23 18 53 0 58 84 88 74 11 81 52 63 42 100 66 4 53 29 88 47 94 42 69 44 54 46 62 62 63
33 41 29 98 22 0 62 19 77 79 64 90 28 8 67 64 91 65 40 84 82 64 26 0 11 4 14 36 93 21 14 16 70 21 52 55 18 16 0 26 52 6 68 81 47 70 77 57 89 57 95 31 4 60 21 68 82 90 90 93
79 37 29 90 77 62 0 52 98 9 84 48 57 52 34 29 76 65 77 33 5 5 54 13 64 41 63 96 61 35 44 73 38 66 79 65 31 80 26 9 63 5 16 11 81 87 86 47 64 51 7 11 20 21 92 95 49 23 86 42
18 12 63 31 28 19 52 0 48 63 89 7 64 22 68 96 54 36 94 78 39 3 74 37 9 95 82 23 45 12 26 13 81 47 90 69 42 24 15 47 34 93 36 92 99 59 50 71 22 86 97 70 51 11 39 61 91 44 49 82
98 71 30 24 14 77 98 48 0 14 69 28 70 33 28 15 12 91 64 89 61 49 45 50 88 90 56 28 96 41 42 25 77 95 73 85 89 17 5 38 28 64 96 22 3 38 45 27 91 2 43 64 49 89 20 73 39 9 70 79
79 4 95 55 94 79 9 63 14 0 93 43 93 22 90 48 71 56 74 68 92 56 76 86 15 83 87 40 65 2 5 63 91 88 86 6 4 64 15 20 15 51 24 64 39 9 73 57 13 42 21 33 67 96 54 9 88 6 8 8
75 29 30 77 63 64 84 89 69 93 0 44 17 55 26 54 84 82 11 62 56 46 16 84 11 22 63 33 86 36 37 17 28 2 58 83 9 68 95 34 6 83 9 14 67 48 35 29 45 70 61 3 84 90 46 9 45 33 46 44
8 21 40 5 20 90 48 7 28 43 44 0 0 20 49 69 48 59 27 48 16 62 4 1 11 42 33 0 97 91 61 81 83 86 25 38 89 83 85 100 64 85 86 7 92 75 65 38 50 22 30 61 23 97 93 89 71 75 23 58
72 78 29 4 30 28 57 64 70 93 17 0 0 92 91 85 46 7 62 11 70 77 29 35 81 88 46 0 2 87 22 66 76 7 63 32 78 86 37 91 67 36 38 23 14 94 13 64 24 90 5 99 62 66 16 67 43 13 86 95
65 22 91 17 51 8 52 22 33 22 55 20 92 0 50 74 34 30 78 4 76 31 89 46 90 79 24 99 4 99 12 41 88 82 36 73 27 53 43 79 98 49 56 48 96 51 85 49 63 52 54 7 48 47 33 54 50 14 88 67
10 20 37 41 11 67 34 68 28 90 26 49 91 50 0 99 59 89 87 80 50 33 46 24 88 54 19 82 15 82 11 9 97 44 3 24 32 97 59 23 99 0 32 7 79 31 94 6 76 69 46 17 56 21 80 79 45 16 58 44
33 88 78 10 32 64 29 96 15 48 54 69 85 74 99 0 45 47 34 36 39 24 55 44 98 81 80 40 88 46 92 68 19 80 29 54 28 71 59 42 6 38 5 24 19 97 46 14 59 87 97 77 76 93 37 83 95 72 69 100
74 44 90 83 90 91 76 54 12 71 84 48 46 34 59 45 0 6 61 74 47 26 14 91 52 20 2 72 12 16 14 90 34 65 33 8 91 11 90 8 8 95 92 56 61 6 35 0 1 78 24 66 78 64 29 16 89 15 10 27
27 81 37 29 50 65 65 36 91 56 82 59 7 30 89 47 6 0 91 88 18 5 2 16 16 26 55 72 21 89 59 48 83 9 99 100 76 31 51 35 95 30 75 28 93 92 9 99 95 87 29 25 45 32 49 21 89 28 81 56
96 64 34 11 75 40 77 94 64 74 11 27 62 78 87 34 61 91 0 94 56 57 80 12 85 50 86 68 100 13 33 27 42 37 57 43 92 36 76 38 93 46 66 70 7 79 56 88 2 18 49 83 33 48 87 39 71 52 32 32
74 5 32 77 46 84 33 78 89 68 62 48 11 4 80 36 74 88 94 0 52 100 26 88 70 97 97 17 84 56 0 84 50 28 30 30 43 100 70 75 88 89 7 54 87 9 91 27 68 76 94 26 8 0 13 46 85 88 0 63
