100

0 35 31 93 32 75 32 48 35 3 71 27 22 36 99 71 91 88 6 43 57 19 91 6 46 73 46 84 63 43 38 0 3 72 86 69 21 48 47 3 20 77 67 1 82 47 84 92 74 70 86 39 54 4 83 44 3 88 100 18 44 80 73 71 95 43 59 7 28 49 15 33 88 76 100 23 77 35 35 10 100 4 18 60 19 20 71 50 35 83 1 47 80 37 60 69 70 89 87 75
35 0 15 12 25 8 5 25 2 42 71 90 38 3 42 17 23 96 75 32 5 26 54 57 82 48 7 51 85 84 77 5 28 70 10 13 51 45 6 98 55 39 44 72 16 45 59 5 13 65 53 55 74 87 80 43 4 31 100 40 60 87 29 54 13 48 42 7 96 21 0 3 57 5 18 34 39 54 35 90 58 39 25 23 64 84 12 66 74 62 51 99 5 89 65 84 81 71 38 22
31 15 0 94 50 9 54 68 7 38 80 40 87 43 28 41 17 45 16 65 84 38 6 85 54 25 53 47 21 89 78 4 53 63 16 76 31 35 32 59 9 6 95 19 91 12 41 1 35 35 8 54 72 12 52 45 48 94 90 31 21 39 81 31 30 92 89 34 23 7 60 26 89 23 57 58 99 42 47 80 68 49 13 26 30 11 35 46 29 0 72 30 79 75 33 82 3 58 2 23
93 12 94 0 85 32 36 90 36 97 93 25 52 3 91 4 93 26 32 35 0 9 63 30 45 38 13 8 68 76 55 87 83 45 99 36 55 96 9 55 78 0 93 58 84 9 63 97 42 26 75 3 73 54 15 92 39 50 23 16 84 65 33 76 14 91 98 74 9 97 8 48 81 10 68 49 80 83 10 41 78 22 8 97 15 13 21 28 86 66 40 7 19 4 95 20 21 32 42 66
32 25 50 85 0 15 30 51 67 88 40 64 64 64 99 100 9 30 99 1 48 97 96 37 87 72 73 66 95 65 44 62 95 58 79 2 72 87 3 43 42 59 66 46 9 27 58 67 6 36 91 3 22 36 81 15 73 6 82 35 90 61 14 12 51 9 32 28 5 59 9 17 58 29 83 3 32 14 36 10 18 34 21 57 64 35 15 90 32 49 49 73 99 97 35 92 11 22 14 44
75 8 9 32 15 0 97 10 94 97 97 68 27 4 15 71 70 29 99 10 23 15 23 50 78 24 83 16 67 8 33 32 68 13 97 78 51 87 82 58 95 53 82 58 89 32 14 41 59 45 11 17 6 10 54 37 24 89 38 83 97 27 17 28 63 32 72 9 7 27 85 78 50 77 66 53 23 14 27 67 33 19 55 75 8 2 70 75 15 45 7 12 4 77 45 37 54 75 23 14
32 5 54 36 30 97 0 42 39 87 66 28 45 56 32 81 84 96 2 69 99 99 50 23 71 1 64 57 31 31 89 80 97 32 90 53 40 1 43 44 15 24 13 51 26 62 71 17 69 62 3 73 81 77 47 59 95 47 47 36 17 26 60 39 53 3 51 44 100 23 52 23 31 59 29 96 15 37 60 67 55 44 83 11 96 7 63 58 79 74 92 96 5 55 61 21 20 31 67 4
48 25 68 90 51 10 42 0 87 27 72 20 16 66 74 2 18 61 72 73 66 6 89 92 17 57 23 78 21 20 99 85 69 14 53 96 13 35 58 60 50 43 12 17 78 67 94 61 77 50 30 60 37 58 78 47 14 33 32 93 64 44 73 40 60 11 12 65 21 38 36 100 93 2 88 24 91 94 75 97 61 90 37 41 36 87 21 59 54 73 52 54 17 37 20 78 51 27 34 12
35 2 7 36 67 94 39 87 0 98 57 81 95 16 14 79 66 47 80 75 17 88 27 2 73 52 18 18 58 60 96 39 40 41 11 24 20 2 65 77 41 7 44 60 93 49 38 84 76 34 100 77 28 26 95 24 68 45 26 39 90 45 81 83 42 33 61 58 24 26 22 66 98 35 75 94 14 41 78 85 82 90 66 3 26 7 33 17 20 78 88 64 64 27 31 80 96 31 56 90
3 42 38 97 88 97 87 27 98 0 17 97 34 98 54 49 8 20 54 8 17 60 44 22 61 27 89 72 82 85 72 74 31 29 18 79 34 8 52 26 78 56 26 50 57 45 76 59 21 55 5 52 70 17 47 88 5 80 3 26 16 96 94 98 90 72 57 83 18 60 49 24 49 45 80 5 88 34 94 6 30 68 13 64 87 87 70 92 46 64 100 12 59 69 7 30 40 77 69 82
71 71 80 93 40 97 66 72 57 17 0 93 96 9 99 69 19 86 97 29 55 55 80 13 91 19 94 48 82 84 70 65 19 35 86 37 52 70 31 38 48 8 10 55 94 54 50 45 8 4 10 44 70 79 35 73 9 89 93 37 22 94 87 89 36 26 61 83 55 21 54 51 67 45 44 52 49 38 49 61 11 28 63 72 1 96 32 91 47 51 0 64 58 61 33 2 26 4 98 59
27 90 40 25 64 68 28 20 81 97 93 0 71 100 46 80 60 11 18 79 63 7 35 68 38 82 38 38 20 86 12 8 30 67 47 54 1 88 84 71 84 12 79 10 95 98 23 96 81 1 92 65 49 22 82 34 93 83 29 28 30 12 6 18 19 8 28 29 36 12 22 18 81 48 77 65 89 70 95 6 79 68 80 31 76 57 13 82 93 19 69 45 7 87 58 16 51 85 60 34
22 38 87 52 64 27 45 16 95 34 96 71 0 67 22 70 48 99 92 25 76 60 30 92 68 35 29 62 42 40 30 89 66 94 24 86 19 59 78 58 39 16 71 79 40 45 31 11 18 25 17 81 89 77 32 54 40 99 70 99 90 73 49 23 0 100 34 95 91 51 19 42 43 91 78 53 75 2 96 6 43 13 98 26 26 3 79 65 71 25 26 37 36 83 53 58 33 83 72 19
36 3 43 3 64 4 56 66 16 98 9 100 67 0 12 39 71 68 22 94 7 17 77 67 16 39 34 55 73 6 71 28 79 44 30 10 28 5 87 12 45 66 53 48 37 86 1 52 6 94 89 61 63 93 21 31 72 25 50 36 18 21 14 44 97 50 68 60 87 65 20 46 95 31 19 71 83 52 77 85 23 35 46 58 34 73 76 86 44 62 18 12 74 55 89 31 17 91 71 17
99 42 28 91 99 15 32 74 14 54 99 46 22 12 0 29 37 40 75 45 31 49 28 84 89 79 72 15 74 25 94 85 85 6 62 2 99 69 67 27 3 95 16 97 11 40 49 78 14 33 88 86 90 79 27 22 26 13 7 4 55 95 7 87 88 40 70 75 62 99 47 60 3 50 80 9 45 66 93 15 52 94 47 71 77 34 96 99 24 88 5 64 21 59 14 46 92 46 61 26
71 17 41 4 100 71 81 2 79 49 69 80 70 39 29 0 76 15 26 78 35 92 65 43 3 92 88 89 90 15 42 65 94 2 26 75 61 62 38 64 5 91 45 12 31 26 55 20 48 55 65 93 31 85 41 39 47 10 94 35 64 11 11 77 5 90 60 89 14 70 2 88 95 84 33 12 68 50 54 16 20 40 69 9 51 92 66 94 72 60 74 57 32 1 38 75 24 10 27 76
