100

0 44 61 98 6 43 13 23 0 51 86 21 12 25 100 10 56 48 68 17 19 30 66 49 64 83 28 5 70 88 25 36 7 97 21 92 74 14 41 80 97 37 36 100 47 51 67 48 65 44 87 4 60 67 13 28 59 52 85 61 68 58 69 66 71 99 75 87 18 27 50 30 62 22 7 46 66 23 49 95 32 87 86 30 0 11 26 34 45 28 31 88 81 11 28 47 34 99 56 6
44 0 99 33 47 24 93 8 89 86 79 21 77 90 8 67 71 72 38 6 58 58 18 19 28 45 79 85 53 7 45 20 51 39 28 91 6 100 57 15 80 7 22 1 57 79 8 10 91 82 74 66 63 23 38 100 44 50 42 33 59 63 59 12 39 100 40 41 8 63 79 37 69 16 42 52 9 39 13 14 60 57 51 15 38 8 35 35 40 91 9 86 76 43 19 21 56 39 58 19
61 99 0 50 26 51 14 30 38 80 32 91 21 36 52 17 76 57 34 81 36 42 95 12 8 17 73 70 30 76 20 63 33 99 95 73 12 26 4 75 80 38 49 9 5 25 93 65 57 70 83 59 77 53 44 100 13 86 78 73 38 81 74 20 87 5 47 34 94 52 43 7 73 64 74 37 44 100 55 92 99 61 68 69 29 58 54 43 77 17 7 87 12 88 98 6 61 95 4 49
98 33 50 0 62 82 37 95 22 50 37 61 63 65 13 66 59 77 19 100 6 6 41 0 19 15 80 32 93 38 49 55 58 43 57 82 96 40 34 59 90 79 88 98 36 59 18 75 35 35 46 62 12 69 69 93 66 0 22 52 78 73 39 12 16 29 50 91 21 72 32 98 55 90 39 28 62 51 61 44 20 36 78 75 50 19 66 33 94 44 95 13 65 92 93 39 49 70 93 44
6 47 26 62 0 23 36 0 100 28 89 99 48 57 88 0 67 43 0 19 15 88 62 85 83 52 27 86 49 5 10 23 9 27 96 67 47 63 27 41 17 25 20 41 67 37 18 9 82 48 44 11 92 89 22 50 14 68 23 66 4 78 27 61 24 51 50 57 43 22 69 87 83 98 97 5 5 80 18 34 53 47 52 83 46 56 37 95 47 0 85 100 34 55 14 83 18 64 86 76
43 24 51 82 23 0 91 51 45 60 10 15 71 24 62 81 81 51 23 47 37 56 39 83 95 91 85 3 23 71 14 0 12 85 18 96 50 18 15 100 41 93 93 8 39 12 94 20 24 56 90 43 5 2 29 100 76 59 94 41 30 28 2 25 50 85 75 71 54 37 79 3 53 88 2 91 22 66 74 77 83 52 34 16 93 92 64 61 46 1 78 39 88 40 84 25 81 32 37 61
13 93 14 37 36 91 0 13 91 48 8 82 94 32 40 53 24 22 9 77 36 46 13 27 77 31 76 32 13 82 96 28 93 10 72 49 61 13 7 45 88 89 49 55 77 4 39 16 2 52 70 73 77 98 44 50 21 4 67 31 98 61 66 44 28 94 11 69 85 7 70 90 57 61 60 35 53 67 70 87 37 82 97 3 14 16 33 98 82 60 87 17 60 7 6 68 15 54 84 22
23 8 30 95 0 51 13 0 13 36 87 35 82 44 71 3 25 8 39 51 85 2 76 42 17 39 10 87 72 35 66 5 36 49 71 25 37 23 74 0 77 65 46 37 18 46 88 5 77 90 18 82 63 7 77 59 53 5 64 77 95 100 91 80 6 80 59 25 38 70 80 44 90 39 77 42 72 71 20 59 26 86 86 65 20 20 26 79 100 90 96 63 9 34 35 81 15 65 0 58
0 89 38 22 100 45 91 13 0 78 0 42 68 60 89 53 4 0 70 90 15 1 83 43 43 53 56 86 45 89 81 27 12 37 0 81 84 40 56 77 41 55 2 78 81 34 37 14 52 13 79 2 28 80 63 97 18 13 72 59 93 93 76 88 37 77 88 93 85 61 73 38 47 95 81 53 65 30 7 73 93 54 7 45 82 86 78 13 40 36 51 31 86 83 91 79 4 38 45 28
51 86 80 50 28 60 48 36 78 0 60 30 31 49 61 1 63 2 71 38 68 1 36 97 55 9 64 51 9 13 87 63 7 13 64 81 31 17 4 57 5 49 52 31 7 40 43 60 93 5 64 75 29 41 43 57 80 69 82 44 9 81 30 62 5 5 37 43 95 33 77 46 50 25 92 31 97 70 24 0 12 18 38 71 48 27 56 10 0 17 62 58 8 95 78 52 69 75 16 68
