20

0 58 83 24 76 46 56 57 63 34 14 57 66 35 52 2 76 58 64 34
58 0 75 68 26 73 43 73 32 0 57 53 50 49 38 26 27 75 44 59
83 75 0 98 100 77 77 60 69 19 37 12 69 7 99 83 7 25 80 92
24 68 98 0 90 43 81 100 42 14 17 80 92 66 90 54 95 73 89 91
76 26 100 90 0 99 45 73 84 50 57 60 34 30 45 6 21 7 45 63
46 73 77 43 99 0 76 51 61 70 25 89 33 74 19 65 30 93 13 70
56 43 77 81 45 76 0 43 95 28 66 20 99 41 20 39 28 54 44 86
57 73 60 100 73 51 43 0 72 26 52 7 65 97 65 38 46 87 33 4
63 32 69 42 84 61 95 72 0 17 94 56 21 40 53 29 37 82 20 59
34 0 19 14 50 70 28 26 17 0 18 8 27 35 40 99 41 48 6 98
14 57 37 17 57 25 66 52 94 18 0 99 31 93 87 30 3 86 35 94
57 53 12 80 60 89 20 7 56 8 99 0 50 12 34 12 78 37 72 16
66 50 69 92 34 33 99 65 21 27 31 50 0 94 35 20 40 18 1 13
35 49 7 66 30 74 41 97 40 35 93 12 94 0 62 65 86 98 13 73
52 38 99 90 45 19 20 65 53 40 87 34 35 62 0 62 44 7 77 72
2 26 83 54 6 65 39 38 29 99 30 12 20 65 62 0 63 13 71 13
76 27 7 95 21 30 28 46 37 41 3 78 40 86 44 63 0 3 25 99
58 75 25 73 7 93 54 87 82 48 86 37 18 98 7 13 3 0 71 70
64 44 80 89 45 13 44 33 20 6 35 72 1 13 77 71 25 71 0 80
34 59 92 91 63 70 86 4 59 98 94 16 13 73 72 13 99 70 80 0

0 22 98 35 61 55 11 39 84 37 37 39 59 53 5 93 20 40 93 59
22 0 93 18 63 38 12 18 62 56 17 45 38 33 28 87 40 27 72 58
98 93 0 108 43 66 95 102 89 89 81 63 109 73 99 5 93 117 83 41
35 18 108 0 81 47 26 10 61 72 28 63 27 41 40 103 55 9 73 76
61 63 43 81 0 54 61 78 89 46 58 22 92 59 61 39 51 90 90 8
55 38 66 47 54 0 46 39 36 74 21 49 43 7 60 61 64 55 41 47
11 12 95 26 61 46 0 29 74 46 27 40 49 43 16 89 29 33 83 57
39 18 102 10 78 39 29 0 52 74 21 61 21 32 44 96 57 17 64 72
84 62 89 61 89 36 74 52 0 109 48 85 40 34 89 85 97 66 14 81
37 56 89 72 46 74 46 74 109 0 64 30 94 75 33 85 17 78 115 50
37 17 81 28 58 21 27 21 48 64 0 44 34 16 42 76 50 37 56 52
39 45 63 63 22 49 40 61 85 30 44 0 78 51 38 58 30 71 89 22
59 38 109 27 92 43 49 21 40 94 34 78 0 37 65 104 78 28 54 85
53 33 73 41 59 7 43 32 34 75 16 51 37 0 57 67 64 49 41 52
5 28 99 40 61 60 16 44 89 33 42 38 65 57 0 94 16 45 98 59
93 87 5 103 39 61 89 96 85 85 76 58 104 67 94 0 88 112 80 36
20 40 93 55 51 64 29 57 97 17 50 30 78 64 16 88 0 60 105 52
40 27 117 9 90 55 33 17 66 78 37 71 28 49 45 112 60 0 79 85
93 72 83 73 90 41 83 64 14 115 56 89 54 41 98 80 105 79 0 82
59 58 41 76 8 47 57 72 81 50 52 22 85 52 59 36 52 85 82 0
