60

0 38 29 28 82 95 40 91 70 77 37 63 46 28 35 99 62 3 28 82 20 35 25 78 97 58 88 24 78 16 99 70 87 32 66 36 3 64 18 34 12 97 67 44 91 45 73 1 79 53 57 80 6 69 27 68 21 71 75 40
38 0 5 5 41 48 49 35 83 45 85 69 5 78 1 29 81 22 51 85 48 21 73 40 83 85 33 13 5 81 43 27 64 52 43 83 98 93 43 35 76 52 69 83 65 36 95 11 17 66 10 41 26 47 52 15 44 65 28 7
29 5 0 83 4 28 76 52 70 46 80 81 20 61 10 66 97 70 84 39 40 100 71 60 3 42 42 10 8 53 18 49 78 30 32 27 77 6 16 90 13 20 0 91 15 12 86 90 60 9 38 52 34 18 26 32 81 57 9 52
28 5 83 0 24 44 85 8 63 100 81 25 54 33 57 3 61 31 86 72 77 76 95 7 40 51 23 90 17 5 31 45 10 7 94 42 34 14 72 14 55 25 33 47 36 85 29 65 75 26 20 3 47 7 19 31 8 52 64 7
82 41 4 24 0 79 6 49 74 11 100 47 41 6 4 46 0 36 67 65 77 94 38 59 93 7 82 53 70 17 1 6 29 90 93 50 96 38 41 12 21 28 91 23 5 10 92 58 53 89 49 56 70 22 0 86 89 37 21 32
95 48 28 44 79 0 54 67 39 2 13 29 13 11 8 17 83 82 93 84 46 75 85 72 5 22 61 89 22 81 17 68 11 96 60 100 21 9 26 72 32 72 53 40 25 31 46 53 11 67 54 54 57 66 91 65 31 95 78 28
40 49 76 85 6 54 0 96 61 36 56 39 53 15 22 74 15 20 54 19 47 88 55 80 91 6 70 51 73 57 5 26 21 93 1 51 95 57 22 45 30 32 93 22 66 62 97 86 70 98 74 14 35 1 45 52 78 6 63 38
91 35 52 8 49 67 96 0 30 98 3 43 10 51 48 50 44 86 77 10 83 6 65 96 40 30 0 86 63 41 53 32 85 67 26 63 26 33 83 30 46 69 28 52 84 91 57 47 81 80 17 86 97 27 60 89 53 65 16 2
70 83 70 63 74 39 61 30 0 77 3 83 86 40 33 98 40 42 63 46 4 27 24 76 93 46 10 65 11 66 73 93 34 79 40 50 9 60 40 34 91 47 70 18 87 83 80 90 26 81 84 76 84 87 32 63 17 82 16 36
77 45 46 100 11 2 36 98 77 0 16 25 32 47 62 68 37 41 75 9 72 90 62 56 90 40 99 50 72 71 99 46 6 74 42 84 41 95 26 43 95 48 20 37 84 64 21 50 62 77 85 42 36 57 37 5 68 20 53 5
37 85 80 81 100 13 56 3 3 16 0 66 12 81 68 69 35 59 15 57 35 12 50 15 21 24 35 32 11 67 87 67 59 38 35 52 92 65 53 93 32 67 87 87 29 2 14 66 52 26 90 32 84 83 60 73 10 46 62 33
