20

0 62 9 33 74 40 40 28 32 88 74 49 37 70 40 61 99 29 7 1
62 0 4 90 72 54 84 53 27 52 21 22 91 61 0 52 8 40 37 49
9 4 0 53 76 31 76 84 44 84 82 41 29 61 78 67 34 82 3 28
33 90 53 0 71 65 26 77 91 63 53 74 59 31 9 31 83 91 35 48
74 72 76 71 0 65 98 72 97 80 57 39 63 45 99 51 14 28 37 0
40 54 31 65 65 0 31 9 37 21 96 94 53 86 0 43 3 84 59 46
40 84 76 26 98 31 0 83 7 5 80 45 99 75 15 92 94 83 87 3
28 53 84 77 72 9 83 0 45 72 5 70 63 33 33 15 82 0 17 74
32 27 44 91 97 37 7 45 0 21 21 18 78 49 6 63 58 41 13 75
88 52 84 63 80 21 5 72 21 0 27 75 11 67 80 56 11 89 15 72
74 21 82 53 57 96 80 5 21 27 0 14 30 91 53 68 94 78 87 49
49 22 41 74 39 94 45 70 18 75 14 0 56 66 73 31 47 13 74 88
37 91 29 59 63 53 99 63 78 11 30 56 0 17 77 92 95 26 78 93
70 61 61 31 45 86 75 33 49 67 91 66 17 0 15 64 21 44 58 88
40 0 78 9 99 0 15 33 6 80 53 73 77 15 0 78 28 68 32 19
61 52 67 31 51 43 92 15 63 56 68 31 92 64 78 0 31 25 99 94
99 8 34 83 14 3 94 82 58 11 94 47 95 21 28 31 0 31 11 26
29 40 82 91 28 84 83 0 41 89 78 13 26 44 68 25 31 0 83 80
7 37 3 35 37 59 87 17 13 15 87 74 78 58 32 99 11 83 0 25
1 49 28 48 0 46 3 74 75 72 49 88 93 88 19 94 26 80 25 0

0 29 32 81 33 74 30 72 89 68 50 87 49 64 106 88 45 67 19 55
29 0 11 61 32 66 37 74 101 41 23 89 52 36 93 97 31 43 19 30
32 11 0 52 24 55 30 64 93 36 19 79 43 33 82 89 20 36 16 23
81 61 52 0 52 33 60 58 94 31 43 66 53 43 38 86 36 20 63 32
33 32 24 52 0 40 9 43 69 50 39 58 19 53 72 65 18 44 18 36
74 66 55 33 40 0 45 25 61 56 58 33 29 65 33 53 35 44 57 48
30 37 30 60 9 45 0 42 64 59 46 57 19 61 78 61 26 53 19 45
72 74 64 58 43 25 42 0 36 76 73 15 24 84 51 29 47 65 60 65
89 101 93 94 69 61 64 36 0 111 105 32 51 117 82 8 79 100 83 99
68 41 36 31 50 56 59 76 111 0 19 88 62 12 69 104 34 12 52 14
50 23 19 43 39 58 46 73 105 19 0 87 55 15 79 100 26 23 35 11
87 89 79 66 58 33 57 15 32 88 87 0 39 96 49 24 61 76 75 78
49 52 43 53 19 29 19 24 51 62 55 39 0 67 62 46 29 53 37 49
64 36 33 43 53 65 61 84 117 12 15 96 67 0 81 111 38 23 50 18
106 93 82 38 72 33 78 51 82 69 79 49 62 81 0 73 63 58 88 68
88 97 89 86 65 53 61 29 8 104 100 24 46 111 73 0 74 94 80 93
45 31 20 36 18 35 26 47 79 34 26 61 29 38 63 74 0 27 27 20
67 43 36 20 44 44 53 65 100 12 23 76 53 23 58 94 27 0 49 13
19 19 16 63 18 57 19 60 83 52 35 75 37 50 88 80 27 49 0 38
55 30 23 32 36 48 45 65 99 14 11 78 49 18 68 93 20 13 38 0
