60

0 54 97 48 19 77 1 95 61 73 54 100 46 93 36 19 43 44 96 12 83 79 21 17 42 37 65 11 61 48 58 0 86 26 58 3 66 42 11 90 62 52 71 16 82 86 85 31 21 42 75 97 16 64 74 19 36 69 84 63
54 0 81 35 24 53 39 76 83 39 78 66 47 48 11 6 3 89 73 28 91 71 81 48 22 42 88 100 3 69 56 34 7 52 31 55 73 89 30 65 14 12 74 4 61 12 42 30 70 2 71 22 83 68 86 9 40 85 34 68
97 81 0 25 23 24 50 49 75 92 100 97 24 97 56 94 29 79 16 59 36 91 70 86 46 78 91 98 55 43 19 17 26 3 77 84 40 18 88 40 35 70 25 22 55 33 34 96 90 1 50 54 60 69 84 19 10 94 23 41
48 35 25 0 25 52 30 35 34 64 39 4 87 96 22 95 19 94 64 63 23 6 47 63 76 75 1 52 8 19 45 100 21 32 7 1 43 72 99 13 50 72 6 19 43 69 18 11 43 9 96 89 26 58 35 72 94 25 84 76
19 24 23 25 0 62 7 4 21 1 44 30 84 59 90 22 59 41 16 85 61 85 56 64 51 12 49 20 86 99 61 72 64 2 65 97 13 23 94 59 1 80 5 100 5 74 43 19 76 45 15 60 98 97 16 26 100 99 14 64
77 53 24 52 62 0 94 16 78 52 67 74 0 68 23 20 30 72 5 6 51 24 51 56 6 74 65 41 66 54 97 87 61 59 79 3 12 84 49 57 13 53 76 67 15 34 52 10 92 50 99 48 11 75 98 11 15 85 34 6
1 39 50 30 7 94 0 42 99 67 94 7 38 74 36 95 39 19 97 63 63 56 71 18 17 7 94 7 16 13 45 16 52 14 32 54 25 36 30 70 39 45 9 48 58 33 84 53 43 26 50 41 71 28 62 68 32 30 82 43
95 76 49 35 4 16 42 0 78 58 97 7 23 20 12 59 69 64 48 40 0 97 61 28 25 26 5 52 55 79 20 31 3 42 48 71 3 100 49 4 10 94 93 21 61 77 72 72 91 6 26 58 65 37 5 22 85 87 99 39
61 83 75 34 21 78 99 78 0 22 65 94 25 6 39 70 45 71 78 1 9 91 85 40 16 89 7 45 4 63 66 93 9 69 70 77 76 8 94 3 5 42 38 32 40 27 5 91 81 48 51 31 47 93 21 12 15 98 43 95
73 39 92 64 1 52 67 58 22 0 44 28 41 50 95 46 31 39 92 96 55 0 8 41 58 19 54 79 55 25 43 87 21 0 3 49 90 4 76 4 86 58 56 83 59 75 57 43 79 24 30 76 38 49 16 89 11 93 71 98
54 78 100 39 44 67 94 97 65 44 0 8 28 39 24 62 39 84 23 87 80 41 90 48 40 85 32 22 18 91 57 65 64 50 8 6 42 53 14 94 99 61 5 34 53 72 99 85 48 17 34 41 41 83 25 98 34 12 9 13
