140

0 3 40 52 54 35 41 54 49 51 77 21 34 11 29 44 37 9 17 13 39 10 98 10 18 97 69 90 70 13 54 71 18 34 24 5 64 26 41 86 70 2 18 16 13 62 65 45 89 48 34 10 21 2 32 100 35 29 14 3 3 78 33 76 3 93 64 41 64 71 79 45 31 21 31 4 66 7 19 39 48 99 64 31 89 100 62 7 7 5 50 13 4 17 44 42 59 45 39 69 28 41 65 30 53 72 77 77 31 49 55 47 61 60 58 86 73 21 57 74 6 16 84 5 18 50 45 84 36 89 54 27 82 45 12 12 39 50 96 3
3 0 4 16 42 22 98 90 65 99 57 95 17 22 72 66 12 1 20 5 15 92 82 53 61 27 0 47 22 42 44 45 53 22 39 70 30 15 77 48 79 88 80 6 29 100 73 98 52 57 55 85 66 17 78 61 54 36 73 71 51 16 75 10 69 68 56 84 73 49 90 88 85 97 65 27 56 37 61 18 10 97 34 13 91 92 49 10 29 13 17 62 86 55 91 3 0 10 90 32 14 84 53 33 24 60 52 100 11 37 19 94 38 89 43 67 2 86 4 34 90 79 34 46 51 10 18 93 3 39 65 87 57 5 79 63 74 57 16 62
40 4 0 0 79 20 83 66 57 95 5 71 72 82 75 13 17 20 69 9 66 81 79 17 18 39 93 30 12 79 85 26 84 66 66 21 27 32 80 25 37 12 31 28 62 21 9 2 37 36 72 31 30 81 94 78 66 26 41 1 74 7 69 33 44 19 65 12 69 100 57 66 30 57 26 59 55 64 84 86 25 55 2 38 61 48 31 5 50 38 61 96 78 34 17 19 99 41 97 46 5 17 94 4 64 32 13 67 43 2 97 13 35 72 34 32 26 22 84 71 48 79 51 50 9 75 20 64 85 67 71 97 43 83 67 44 40 81 77 46
52 16 0 0 42 25 91 39 84 100 78 13 98 1 4 21 85 30 89 56 93 7 100 10 66 0 79 19 85 87 41 47 6 71 64 54 85 43 29 34 77 35 55 63 82 39 89 32 88 80 94 98 85 85 100 20 18 63 76 34 88 54 0 16 35 76 15 35 65 46 47 14 86 91 65 26 66 52 58 10 89 27 28 62 58 50 7 37 81 67 57 43 74 66 4 64 86 53 73 50 28 18 3 84 25 89 76 26 26 42 76 67 0 3 81 92 82 52 39 70 10 59 95 5 95 60 44 30 58 95 59 41 66 23 11 64 32 95 35 51
54 42 79 42 0 11 76 6 25 62 23 86 61 29 56 76 51 8 34 99 28 76 12 0 20 58 43 37 81 78 52 50 80 90 10 92 65 65 63 49 77 75 24 65 76 93 17 38 15 74 3 26 32 24 89 93 44 44 3 2 38 43 32 3 78 36 39 6 22 55 94 96 87 42 8 57 38 22 100 84 70 99 10 7 35 87 31 8 35 84 30 31 15 73 71 68 38 81 79 92 83 25 34 61 35 14 41 43 71 72 11 57 49 64 76 46 99 67 33 18 25 2 9 93 40 98 96 26 43 85 51 61 31 31 35 66 42 23 84 53
35 22 20 25 11 0 34 56 22 21 41 12 95 1 9 68 97 8 45 87 5 22 51 19 25 38 26 87 41 60 28 91 77 7 25 68 37 83 98 20 10 15 75 27 21 30 33 11 39 99 1 63 23 29 61 42 50 99 51 11 82 62 91 58 33 95 11 25 23 15 63 7 57 23 26 77 7 89 91 96 60 11 55 83 62 19 93 74 100 87 78 88 74 51 34 77 78 40 3 98 25 8 86 38 51 60 1 77 91 30 90 22 87 18 92 3 73 76 95 19 21 99 55 39 24 55 54 65 83 11 81 4 99 82 81 18 28 7 94 83
41 98 83 91 76 34 0 50 77 11 89 87 55 92 77 17 57 58 57 38 93 23 24 26 33 76 24 69 5 84 7 31 48 30 54 47 5 3 44 66 92 12 19 91 48 39 11 1 30 69 13 47 27 41 51 89 64 6 23 90 37 85 86 51 71 46 55 3 11 91 78 81 74 96 51 85 89 31 67 53 80 66 31 5 4 36 67 42 64 62 22 2 7 98 19 27 26 81 59 43 9 84 29 70 43 50 70 85 7 81 69 18 65 56 69 87 16 76 47 83 78 43 52 54 28 54 75 90 48 81 96 59 81 89 21 33 52 98 39 94
54 90 66 39 6 56 50 0 10 49 97 29 96 100 70 22 92 94 27 15 44 4 59 60 92 99 4 100 59 73 13 87 75 3 37 38 4 37 57 85 76 76 94 54 79 34 32 80 69 7 63 11 45 61 73 15 45 62 36 26 75 33 62 20 25 28 29 97 67 9 62 87 7 65 29 77 53 62 71 73 62 59 55 53 35 27 31 29 12 30 89 62 1 56 33 66 68 64 73 42 78 89 41 68 72 77 32 90 20 23 45 51 63 24 0 34 10 71 46 17 53 12 89 15 21 44 20 50 4 13 96 72 98 13 58 26 90 32 26 54
49 65 57 84 25 22 77 10 0 54 25 1 68 3 55 2 66 43 33 43 79 12 89 99 61 32 57 95 51 15 79 93 96 7 2 50 70 31 27 51 72 1 44 86 34 97 96 39 38 22 33 22 63 17 51 9 26 36 40 69 24 60 36 66 79 6 69 44 30 21 12 7 42 38 60 8 90 71 33 97 89 38 8 84 91 60 38 84 60 93 21 76 5 29 21 47 28 78 92 62 13 43 61 95 1 83 17 83 12 51 23 22 57 83 42 3 92 50 35 1 99 57 4 59 61 63 66 49 39 24 83 7 84 54 22 33 22 54 63 45
51 99 95 100 62 21 11 49 54 0 70 74 13 62 95 71 45 19 8 67 16 88 19 82 78 31 94 96 93 81 43 27 94 40 7 67 14 91 0 40 7 3 13 96 56 24 59 63 97 1 4 38 39 86 38 75 92 36 41 3 38 67 81 28 41 76 83 33 42 93 51 65 5 0 29 29 55 78 56 57 24 0 9 36 78 92 65 57 74 77 91 21 47 94 34 2 94 36 68 19 32 80 60 65 81 98 55 7 48 66 51 64 36 52 52 33 43 82 69 29 0 29 1 39 43 100 30 55 56 17 48 79 14 82 49 70 57 33 11 41
77 57 5 78 23 41 89 97 25 70 0 45 86 17 9 71 30 48 34 15 12 28 57 59 97 75 67 30 63 13 4 41 87 42 72 62 46 69 30 4 49 2 95 42 52 45 83 16 32 18 26 92 28 100 56 77 84 83 21 74 58 71 89 53 22 85 55 32 60 59 49 27 100 43 18 11 55 37 80 20 41 51 84 95 80 16 9 30 75 99 71 8 25 31 95 10 20 70 88 20 26 39 19 41 23 3 1 73 60 6 10 61 71 6 94 35 11 0 17 26 28 97 98 81 28 7 61 34 66 95 12 56 72 93 93 3 17 31 39 58
21 95 71 13 86 12 87 29 1 74 45 0 73 82 61 39 6 78 50 25 20 42 92 99 100 88 43 83 46 38 31 32 80 99 55 95 62 83 21 0 58 46 36 99 87 49 60 20 30 4 18 88 94 67 78 68 92 62 22 71 87 2 54 61 4 16 95 43 53 86 57 7 24 33 64 90 80 94 33 20 14 46 22 25 73 54 94 77 24 59 68 34 32 40 82 24 28 38 57 10 55 68 34 31 46 23 51 70 14 95 54 59 54 25 49 13 55 83 33 81 48 61 55 93 77 54 1 13 59 22 77 65 37 33 52 15 26 33 4 8
34 17 72 98 61 95 55 96 68 13 86 73 0 100 3 88 53 67 61 6 16 78 57 6 33 76 33 4 31 93 90 95 8 29 41 55 51 80 83 71 59 91 14 19 47 59 19 82 25 19 42 48 35 89 57 60 91 66 30 16 41 9 39 69 64 36 34 50 88 94 39 69 19 16 19 93 52 45 53 98 59 7 50 40 66 54 78 92 44 67 99 43 37 98 42 11 92 33 98 62 58 100 62 2 59 25 61 14 41 2 15 81 39 22 32 36 43 6 30 43 57 2 27 36 42 98 23 99 4 34 88 47 83 46 10 38 18 59 74 64
11 22 82 1 29 1 92 100 3 62 17 82 100 0 99 35 6 53 25 67 97 70 45 84 46 87 7 48 91 5 65 94 69 46 31 97 77 15 69 67 58 42 63 94 85 6 70 87 27 91 73 72 71 2 3 73 64 15 99 59 46 95 66 33 53 64 79 21 76 46 35 99 49 82 56 39 77 0 22 9 56 32 92 76 50 77 99 88 93 9 31 71 74 67 89 60 22 98 86 56 42 37 76 94 70 80 98 17 62 51 58 15 76 45 63 25 55 61 37 22 46 32 48 21 77 35 46 35 30 1 4 72 29 69 8 7 36 69 42 46
