100

0 10 98 58 69 82 91 46 9 51 97 3 85 70 15 46 24 85 16 20 32 39 92 9 87 22 81 4 94 51 62 5 53 65 46 99 11 40 69 97 71 85 43 76 45 94 13 79 56 80 27 76 72 8 83 54 10 15 71 96 13 80 39 0 49 74 7 66 83 72 0 62 27 8 84 2 14 25 69 45 85 21 89 6 8 19 40 24 65 3 11 72 1 91 49 67 54 78 73 59
10 0 10 42 76 64 80 6 52 21 70 87 16 6 40 50 91 9 15 12 29 52 89 17 43 87 65 94 62 20 10 44 83 24 15 52 3 73 75 60 29 28 52 46 76 13 92 64 6 56 47 31 84 42 37 85 86 80 83 76 43 70 31 13 76 64 76 50 99 59 46 82 78 46 52 4 69 87 26 87 82 39 32 100 98 17 73 40 96 63 62 4 65 92 25 77 85 32 19 19
98 10 0 17 51 43 49 4 38 54 95 24 81 19 40 33 24 85 11 44 98 63 15 14 26 61 67 11 27 34 26 58 7 10 23 83 68 27 76 56 25 41 87 24 80 2 70 80 75 21 38 84 72 71 13 25 34 71 21 39 13 41 16 55 13 27 65 39 90 69 12 81 66 88 19 42 32 7 29 20 92 23 44 92 32 58 69 42 74 50 18 76 39 36 38 18 2 94 37 89
58 42 17 0 46 29 6 9 71 100 77 98 35 17 10 10 81 83 36 48 3 7 39 23 63 93 23 93 83 73 20 83 40 67 13 46 91 60 9 74 7 70 78 34 5 74 42 94 38 21 70 60 66 76 59 91 81 57 0 100 60 86 3 35 24 94 21 19 7 77 80 33 68 69 37 59 84 14 64 40 93 22 20 9 42 46 16 71 1 27 64 44 28 20 16 36 43 68 74 63
69 76 51 46 0 45 6 26 1 80 76 55 0 81 38 80 68 50 87 24 86 29 20 31 62 56 50 87 34 84 0 7 96 47 20 26 21 94 12 39 94 59 56 54 55 100 3 53 50 35 99 26 43 12 16 84 93 31 1 83 54 59 30 78 61 91 99 88 2 65 37 75 4 48 92 50 85 66 60 80 88 60 100 39 78 84 42 20 95 80 59 48 13 86 75 68 30 56 80 83
82 64 43 29 45 0 80 64 72 99 31 7 26 28 64 87 73 3 13 50 15 54 45 30 31 47 15 3 10 23 25 17 59 96 40 15 84 12 49 33 57 34 100 13 17 97 81 65 52 91 9 46 74 84 78 53 18 15 72 3 83 35 78 9 84 51 23 95 57 96 94 48 7 25 71 68 9 49 52 49 50 100 20 99 84 61 87 96 13 10 67 20 18 56 90 82 44 47 0 7
91 80 49 6 6 80 0 89 99 40 52 6 0 31 25 35 73 23 91 9 62 62 65 74 10 3 49 42 19 47 13 45 13 58 11 99 9 63 69 68 81 36 84 36 73 96 41 55 56 61 52 48 67 74 19 58 89 81 9 13 20 83 23 45 77 48 66 28 87 83 45 62 50 74 42 92 3 56 35 13 100 32 42 77 23 74 87 77 62 62 8 58 90 60 64 29 18 69 33 99
46 6 4 9 26 64 89 0 46 46 34 18 57 16 79 80 64 24 98 23 0 6 27 98 33 7 7 55 71 48 35 44 51 15 48 73 14 16 74 64 98 83 51 31 83 26 79 35 100 76 78 56 76 47 88 13 10 44 54 8 100 94 96 89 71 60 75 29 58 27 46 86 100 43 35 58 89 0 19 76 13 39 65 76 63 73 17 81 46 87 13 5 66 76 29 29 44 48 15 25
9 52 38 71 1 72 99 46 0 11 87 94 93 41 99 79 75 2 2 2 57 26 38 43 72 16 75 28 39 64 20 22 34 84 98 93 33 7 31 50 30 30 12 43 88 39 31 67 64 56 80 67 26 56 32 83 67 96 0 19 84 19 28 81 31 43 9 73 27 72 4 54 58 13 76 55 5 40 98 46 68 86 26 93 69 69 26 64 95 63 2 29 5 91 2 10 6 100 30 13
51 21 54 100 80 99 40 46 11 0 60 34 28 97 34 62 99 41 14 80 40 95 31 1 8 21 0 73 33 47 98 56 60 36 36 53 44 27 13 4 17 8 26 27 15 74 45 85 68 2 29 5 67 48 77 55 16 18 1 89 26 4 27 61 51 21 44 89 46 62 58 18 2 27 52 18 23 12 51 97 20 71 92 99 1 78 67 50 47 51 36 8 78 66 41 43 70 30 91 84
