180

0 93 89 72 74 95 19 48 35 9 23 20 34 84 35 19 79 33 33 85 5 45 68 75 12 69 62 63 9 82 47 74 18 3 91 20 8 90 21 6 4 27 61 99 95 49 38 66 15 83 26 18 22 41 98 97 2 22 87 73 27 56 52 28 32 15 54 88 22 57 95 28 100 44 60 95 71 20 23 73 69 80 27 45 9 82 49 15 31 40 40 82 81 67 42 75 27 98 1 84 69 97 80 84 29 41 23 32 43 16 22 46 26 31 31 7 13 79 66 42 21 98 56 81 85 28 55 80 45 97 78 92 50 53 57 82 6 31 85 48 55 76 32 68 72 66 86 50 69 4 26 69 92 77 21 61 97 36 15 25 63 88 1 56 12 82 4 61 67 72 69 18 23 52 96 48 98 62 5 81
93 0 55 40 100 97 51 75 13 61 83 2 35 22 77 98 42 68 34 43 16 72 22 48 46 67 71 14 96 98 66 58 79 29 81 24 98 68 18 7 64 10 51 27 18 9 69 36 27 96 99 44 58 66 90 2 90 97 44 65 32 2 67 9 94 45 32 18 37 46 61 25 16 55 87 2 56 3 66 68 37 16 63 95 46 36 15 4 20 56 99 36 82 53 71 26 52 48 51 59 66 61 80 43 18 15 44 19 24 41 82 98 38 53 97 71 65 81 66 53 88 36 68 28 28 4 72 52 33 3 93 18 20 67 78 89 82 67 96 19 73 40 43 51 62 91 88 80 79 59 46 15 2 62 35 2 19 31 45 1 56 28 54 47 99 81 82 91 18 82 1 97 21 22 64 32 76 12 89 55
89 55 0 66 32 52 95 62 49 18 2 17 86 86 58 35 16 50 60 77 91 27 85 59 53 6 8 20 61 43 61 4 71 24 30 99 81 89 89 36 47 74 60 83 99 99 9 73 39 56 19 75 42 83 99 55 61 37 87 80 0 98 32 89 37 75 79 82 66 71 59 99 11 57 25 65 52 43 62 95 66 48 50 64 32 52 71 49 48 27 41 77 9 30 89 4 92 43 36 9 50 69 62 42 67 41 80 19 32 17 77 97 17 31 20 24 59 43 27 52 67 40 29 36 66 50 8 60 8 47 47 54 5 31 46 13 28 12 4 36 82 58 2 95 36 99 50 68 64 17 46 90 59 27 29 88 31 54 19 30 18 19 17 88 3 7 55 50 46 63 90 88 66 32 98 87 99 11 65 52
72 40 66 0 57 21 41 83 59 87 92 54 99 10 27 72 81 38 41 35 61 58 65 16 16 73 63 48 2 10 48 30 68 4 65 63 71 2 99 83 9 28 91 49 67 54 21 59 11 17 54 43 23 16 18 93 20 6 63 88 76 2 84 37 51 10 86 25 5 68 77 31 12 48 63 55 60 86 11 61 51 29 65 62 16 2 57 27 90 41 23 45 66 58 84 32 63 3 44 28 62 61 48 1 48 95 29 41 24 5 81 28 33 77 76 36 23 61 22 35 32 53 46 31 20 98 56 31 97 50 23 81 23 63 79 41 85 57 20 96 13 42 3 51 53 81 20 14 78 23 82 43 66 6 34 34 27 30 83 17 39 64 13 0 59 82 35 41 94 76 87 23 8 39 70 88 50 64 98 6
74 100 32 57 0 40 42 94 57 61 29 79 28 45 88 40 63 71 32 98 38 71 67 100 6 49 26 70 63 64 59 24 82 19 20 63 94 34 40 41 13 40 82 2 83 61 16 42 30 46 49 93 34 97 46 26 99 18 57 22 64 36 55 45 5 16 35 39 68 76 100 36 37 14 83 3 63 28 89 45 57 18 46 81 100 39 86 36 95 65 87 77 14 68 91 46 5 21 5 89 31 55 9 34 74 76 80 77 12 60 42 51 13 73 3 69 40 20 81 16 23 50 19 86 57 22 34 21 21 93 26 43 63 64 42 55 65 46 45 26 7 67 52 78 63 8 26 27 52 8 33 32 20 17 33 82 80 79 49 61 27 98 4 7 79 1 88 87 69 44 79 6 63 93 93 84 92 46 91 53
95 97 52 21 40 0 71 27 16 41 40 75 2 86 8 13 17 67 9 19 97 81 94 74 80 80 2 59 9 18 57 94 21 35 78 95 13 50 9 42 69 6 67 0 30 94 63 16 37 56 2 15 5 87 27 75 89 67 68 40 15 87 96 41 54 80 76 65 64 46 4 42 76 3 0 8 81 81 10 67 11 67 22 38 58 31 47 40 87 59 9 97 44 61 55 45 93 12 73 57 43 72 18 97 61 15 18 27 15 16 51 8 18 99 52 69 18 58 69 90 72 75 77 25 5 57 3 67 50 71 79 63 6 12 51 74 55 37 9 28 30 33 49 13 33 23 40 77 3 87 25 67 43 59 28 99 53 87 13 0 5 88 4 77 88 1 24 48 56 47 21 92 90 74 89 14 78 72 47 73
19 51 95 41 42 71 0 62 37 61 25 58 58 6 33 2 24 19 39 16 5 17 4 14 52 39 30 44 50 17 87 27 49 69 40 19 85 68 87 77 23 19 21 75 12 70 17 52 74 13 18 35 49 52 84 16 94 66 33 62 48 88 58 90 71 20 85 48 73 87 15 5 44 11 94 19 83 8 6 62 3 83 22 20 7 82 2 54 89 95 83 89 90 71 81 88 29 48 42 13 29 1 50 57 77 39 51 50 53 8 99 41 77 57 19 48 1 61 63 33 25 30 68 63 8 88 26 7 83 64 35 63 3 99 97 24 58 79 95 71 7 69 99 17 100 47 6 25 12 4 71 64 97 94 34 64 98 61 10 96 74 19 12 62 36 23 82 17 10 4 70 96 64 69 10 62 11 79 44 51
48 75 62 83 94 27 62 0 70 35 1 2 88 21 54 65 48 24 0 73 82 46 71 73 25 54 94 38 29 3 88 96 56 47 39 99 84 3 44 66 81 28 44 77 36 96 2 77 57 37 79 7 74 87 77 99 42 79 94 44 81 54 93 93 69 31 27 2 58 79 13 20 2 94 82 64 76 11 91 12 87 23 66 27 55 15 73 43 85 26 76 15 15 54 46 35 42 13 25 84 66 97 40 16 100 10 36 93 18 82 57 43 55 68 20 53 66 7 32 7 99 88 21 69 39 71 5 39 38 94 53 76 19 6 27 41 91 74 37 12 40 64 96 23 70 39 24 0 23 77 49 74 58 46 43 68 60 69 28 14 57 69 38 48 3 16 14 72 54 26 92 9 6 46 54 0 56 26 96 33
35 13 49 59 57 16 37 70 0 28 10 39 58 11 39 36 68 89 51 92 43 100 10 73 40 88 72 22 8 48 70 17 32 60 45 81 88 91 13 76 33 8 83 83 14 42 42 90 77 31 42 1 52 60 72 45 16 56 22 46 68 14 36 89 29 35 36 34 95 5 79 6 48 19 16 22 9 24 72 14 8 21 12 46 8 64 83 2 21 20 53 64 74 48 7 37 2 56 31 85 6 46 69 90 59 84 94 27 51 43 90 70 62 17 56 65 87 52 31 70 83 96 87 53 5 96 44 93 11 14 32 1 77 97 99 64 79 41 41 73 34 85 7 48 88 31 85 61 67 96 33 44 79 67 28 99 96 79 70 64 83 66 51 84 70 65 69 35 3 79 89 62 17 94 97 41 38 77 2 66
9 61 18 87 61 41 61 35 28 0 100 78 65 1 99 95 48 65 73 29 70 93 7 83 67 71 18 97 72 12 94 17 19 85 76 64 98 100 69 40 42 53 51 2 96 48 63 61 31 99 87 7 69 74 100 69 6 97 88 17 0 78 28 32 76 4 24 57 46 91 9 36 99 26 26 2 47 21 36 26 27 85 48 37 96 35 92 38 55 11 26 8 57 11 9 84 89 65 54 39 83 68 89 65 31 12 67 66 80 73 58 53 48 39 23 13 21 38 79 60 82 98 65 100 100 1 36 16 34 52 69 19 57 5 36 9 93 58 34 51 2 73 40 62 30 70 53 4 68 39 68 66 29 13 84 89 23 3 68 78 39 86 77 90 68 55 93 61 18 83 28 90 30 95 95 96 33 18 31 52
23 83 2 92 29 40 25 1 10 100 0 78 23 63 25 89 48 16 74 7 26 48 73 85 64 86 45 18 26 1 64 51 51 22 100 22 49 21 65 53 22 67 57 62 37 89 37 24 71 55 88 74 12 98 77 16 57 66 80 99 66 31 20 32 56 2 21 56 49 98 67 14 63 89 18 37 6 80 49 18 86 31 78 39 14 98 97 7 6 46 43 11 54 58 5 37 34 37 87 17 87 62 65 73 31 9 89 82 56 88 80 67 22 62 50 26 95 6 94 69 36 14 81 66 23 100 66 92 46 44 81 42 51 13 32 73 13 46 35 42 53 60 49 21 26 82 74 64 35 50 45 83 93 42 97 18 70 10 100 65 35 8 55 90 66 58 76 23 27 75 42 77 100 74 80 21 32 1 9 84
