100

0 51 9 89 14 41 86 3 53 20 55 64 75 87 27 91 14 16 27 44 86 45 63 73 69 30 42 15 70 4 67 84 78 74 44 69 25 22 23 49 80 33 66 14 21 51 87 53 13 14 31 64 35 81 37 2 98 60 56 68 32 1 39 50 16 62 75 7 23 49 24 7 14 53 30 72 40 43 60 2 52 45 14 76 22 96 32 12 60 62 4 72 79 14 70 37 56 81 24 50
51 0 66 63 43 0 65 96 12 58 88 15 95 28 58 13 97 66 57 33 5 97 80 31 55 58 57 75 78 66 94 38 5 79 1 34 6 20 89 73 33 65 21 14 15 32 17 45 3 30 94 88 54 39 47 80 86 72 37 85 72 76 74 62 86 2 16 60 36 66 98 25 78 43 44 48 14 42 95 50 83 19 77 0 16 16 97 54 60 74 51 63 35 9 84 4 4 20 35 98
9 66 0 85 3 54 17 31 1 54 35 37 40 77 3 16 20 33 16 18 65 28 2 33 55 62 7 93 4 10 56 40 70 53 49 39 6 18 9 28 55 99 29 16 87 78 31 60 88 22 39 9 88 40 55 17 42 85 41 14 33 45 33 86 68 61 16 53 71 26 54 30 33 58 27 27 45 12 63 82 15 73 43 9 60 59 27 80 69 60 97 51 35 38 60 52 29 78 100 55
89 63 85 0 30 92 21 42 73 98 55 85 78 22 70 15 11 1 11 15 97 53 3 60 17 57 34 3 89 34 14 45 86 54 50 93 55 78 29 27 11 84 61 11 28 73 20 65 71 87 35 47 20 68 67 49 4 13 4 24 99 79 82 43 17 54 83 60 86 55 54 55 83 14 67 47 77 86 37 34 21 28 15 37 27 24 79 91 62 60 5 33 97 80 87 92 31 23 0 51
14 43 3 30 0 100 12 81 54 65 37 81 91 23 24 38 63 25 3 60 100 37 53 30 95 1 91 87 7 2 61 39 30 95 47 34 85 17 65 57 63 22 19 26 26 29 32 42 24 20 16 10 47 22 96 35 91 49 21 6 10 59 51 62 26 27 31 14 7 32 10 52 98 70 49 77 63 53 3 96 51 58 72 28 62 92 28 97 6 7 34 18 94 59 37 74 41 81 14 78
41 0 54 92 100 0 64 71 30 86 93 65 1 27 82 69 69 60 77 22 29 10 16 93 48 59 11 46 69 91 18 65 74 88 98 29 47 43 85 23 62 16 21 71 94 94 5 98 66 23 64 90 88 50 31 67 7 50 10 52 93 38 22 53 37 45 51 68 24 39 88 94 23 90 96 44 67 65 54 29 16 84 53 63 42 10 39 11 58 69 9 58 95 21 66 66 63 6 82 55
86 65 17 21 12 64 0 59 94 31 66 52 62 38 54 18 35 40 38 99 51 28 91 61 2 99 33 39 34 46 96 14 39 69 21 75 66 38 57 99 12 30 93 96 50 67 32 55 23 67 11 9 40 83 41 54 87 35 26 1 26 17 35 46 86 25 62 37 17 39 76 86 22 57 9 25 93 24 14 54 32 49 17 41 52 19 91 89 70 54 74 62 12 51 46 40 42 72 59 75
3 96 31 42 81 71 59 0 39 73 85 10 17 69 60 11 35 43 23 49 81 89 65 86 32 63 0 74 63 45 99 90 60 91 94 68 92 23 4 9 2 22 23 54 69 73 85 77 53 23 96 90 87 4 34 96 66 15 96 1 2 60 17 17 96 40 13 33 48 52 35 18 88 7 16 5 18 79 90 33 81 25 78 1 89 4 14 78 63 44 17 14 81 0 76 79 31 71 3 87
53 12 1 73 54 30 94 39 0 13 77 53 60 81 74 25 86 24 51 57 96 83 67 23 96 2 89 76 24 56 91 64 39 70 37 61 39 64 89 66 46 49 51 47 18 84 29 26 53 33 92 84 89 25 67 46 76 59 24 27 61 78 69 50 39 4 60 66 33 5 76 44 16 87 95 34 46 29 62 91 81 51 90 63 29 63 15 68 38 49 96 10 77 9 62 81 44 28 48 93
20 58 54 98 65 86 31 73 13 0 33 57 78 75 8 11 28 72 90 31 86 35 47 94 6 1 74 30 7 46 51 79 57 39 29 17 78 29 12 87 48 31 15 93 82 3 44 27 86 59 36 51 95 80 66 4 31 68 51 38 68 56 34 80 71 44 84 58 70 41 56 21 78 58 21 8 0 21 33 90 38 44 78 86 39 72 53 82 27 18 96 87 55 54 3 10 22 16 31 79
