60

0 49 79 48 12 92 4 80 93 9 94 82 38 64 40 67 46 10 53 30 69 49 44 10 47 10 21 81 50 21 87 15 23 11 68 75 84 25 96 100 24 46 1 95 43 42 32 60 63 31 79 24 39 79 93 30 70 5 81 70
49 0 83 84 47 33 26 53 76 69 56 66 56 39 12 48 32 38 27 23 74 3 85 18 84 36 70 9 26 16 47 64 55 71 54 2 35 25 98 15 40 60 78 81 4 28 93 19 22 57 6 1 10 36 79 98 76 29 8 35
79 83 0 15 42 35 52 45 44 36 54 86 5 30 26 21 35 98 68 49 34 29 42 53 31 51 90 60 6 71 80 37 8 65 35 59 16 73 73 32 87 24 20 29 78 89 6 30 7 30 57 83 54 91 68 32 64 48 90 77
48 84 15 0 51 38 12 94 37 32 56 71 84 7 83 32 96 59 22 73 33 50 34 82 30 75 43 0 48 74 65 83 64 47 99 17 98 59 35 85 49 15 64 37 99 90 5 85 36 99 19 44 34 54 93 18 86 31 86 20
12 47 42 51 0 22 70 42 45 87 78 74 41 57 34 83 24 55 74 49 77 14 18 22 96 47 76 41 24 7 89 48 76 38 57 18 62 64 59 15 7 91 2 85 80 37 34 10 75 0 7 9 73 96 82 3 11 34 15 91
92 33 35 38 22 0 72 58 67 24 66 25 67 46 8 34 22 6 9 68 27 83 43 73 11 24 92 59 17 82 77 45 18 41 97 66 5 38 22 11 1 73 29 63 55 62 21 11 100 82 56 40 22 80 20 57 39 77 27 81
4 26 52 12 70 72 0 61 70 96 39 6 63 9 22 15 22 4 36 13 75 10 52 55 19 81 43 77 62 60 92 58 31 72 26 91 21 88 96 34 33 68 70 68 83 14 64 54 97 100 18 40 32 81 74 11 99 87 33 50
80 53 45 94 42 58 61 0 54 62 92 5 32 56 91 90 42 82 80 71 72 50 84 42 10 89 91 79 68 5 88 97 4 19 25 42 16 49 48 74 61 81 98 41 25 4 46 24 62 33 55 27 84 73 82 67 34 40 69 86
93 76 44 37 45 67 70 54 0 58 16 76 96 36 30 54 38 61 88 12 37 50 72 59 53 74 81 97 3 76 89 22 58 18 46 55 25 89 92 99 31 44 73 76 58 44 60 42 42 72 97 57 37 45 65 49 78 92 97 19
9 69 36 32 87 24 96 62 58 0 25 9 62 57 16 38 38 55 82 95 13 45 5 71 72 68 79 23 72 54 94 54 45 98 32 66 18 3 93 34 58 75 42 64 18 100 42 64 22 21 69 94 37 15 60 25 1 79 59 21
94 56 54 56 78 66 39 92 16 25 0 93 96 22 4 59 59 43 47 19 8 31 57 13 91 8 48 53 57 70 90 89 12 76 46 68 28 18 42 56 32 97 11 6 52 54 47 71 60 53 36 28 84 66 51 16 4 77 28 7
