60

0 24 74 18 53 34 31 86 2 86 52 67 18 87 34 47 38 76 100 26 61 21 74 46 13 27 70 13 25 8 82 92 37 10 17 9 24 57 76 57 6 11 7 46 2 55 57 61 45 46 53 10 5 70 18 24 5 5 19 5
24 0 32 15 85 69 78 42 83 6 65 2 37 69 18 88 92 60 53 77 4 48 79 80 89 73 10 40 31 52 53 100 1 11 35 94 90 74 35 9 71 92 60 7 13 96 49 28 18 44 7 53 94 65 93 40 56 27 77 35
74 32 0 100 30 89 67 54 87 89 69 68 59 75 22 25 9 14 65 21 84 74 79 25 100 53 9 8 10 79 54 68 96 92 45 75 64 20 20 81 83 97 19 68 46 66 98 41 31 65 34 52 32 38 78 63 85 79 96 4
18 15 100 0 9 11 91 16 42 56 70 39 81 95 9 14 42 47 9 96 37 33 89 34 3 72 31 34 63 37 29 50 3 69 53 46 96 72 89 51 32 66 26 19 94 49 63 64 68 20 32 32 93 95 37 31 20 90 38 22
53 85 30 9 0 97 56 30 95 22 2 73 25 65 78 19 91 46 24 39 62 21 53 28 63 2 2 98 60 93 32 87 47 0 75 75 28 82 97 44 96 94 90 82 77 51 92 72 37 73 11 49 57 19 65 95 22 74 5 25
34 69 89 11 97 0 45 69 7 40 57 43 19 27 49 24 26 32 97 62 80 75 53 64 99 34 0 55 8 92 31 21 96 29 48 56 3 96 68 64 27 23 94 20 68 16 32 36 70 93 46 36 70 88 39 17 20 19 31 76
31 78 67 91 56 45 0 76 14 33 25 99 75 58 0 96 88 38 69 4 39 73 37 63 15 20 10 19 26 53 40 20 5 92 70 95 38 53 40 23 49 24 45 80 5 18 83 86 28 83 96 29 79 34 74 7 55 67 82 83
86 42 54 16 30 69 76 0 18 62 95 85 30 80 98 75 30 86 58 87 48 44 47 50 77 46 21 2 68 95 56 66 80 45 59 51 48 17 98 18 12 9 18 94 30 53 89 32 86 51 32 36 7 32 97 34 84 30 81 91
2 83 87 42 95 7 14 18 0 77 25 1 72 19 35 88 59 50 11 2 51 11 30 60 38 42 80 22 67 23 74 93 85 77 22 6 45 49 17 9 62 84 48 85 6 95 48 48 47 77 29 79 0 21 97 57 68 18 88 65
86 6 89 56 22 40 33 62 77 0 93 10 50 17 15 67 22 61 72 54 39 55 54 12 17 43 57 23 89 38 90 56 23 100 21 17 66 95 24 96 32 22 18 96 14 82 67 51 74 47 88 85 75 27 84 56 46 16 73 94
