20

0 62 9 33 74 40 40 28 32 88 74 49 37 70 40 61 99 29 7 1
62 0 4 90 72 54 84 53 27 52 21 22 91 61 0 52 8 40 37 49
9 4 0 53 76 31 76 84 44 84 82 41 29 61 78 67 34 82 3 28
33 90 53 0 71 65 26 77 91 63 53 74 59 31 9 31 83 91 35 48
74 72 76 71 0 65 98 72 97 80 57 39 63 45 99 51 14 28 37 0
40 54 31 65 65 0 31 9 37 21 96 94 53 86 0 43 3 84 59 46
40 84 76 26 98 31 0 83 7 5 80 45 99 75 15 92 94 83 87 3
28 53 84 77 72 9 83 0 45 72 5 70 63 33 33 15 82 0 17 74
32 27 44 91 97 37 7 45 0 21 21 18 78 49 6 63 58 41 13 75
88 52 84 63 80 21 5 72 21 0 27 75 11 67 80 56 11 89 15 72
74 21 82 53 57 96 80 5 21 27 0 14 30 91 53 68 94 78 87 49
49 22 41 74 39 94 45 70 18 75 14 0 56 66 73 31 47 13 74 88
37 91 29 59 63 53 99 63 78 11 30 56 0 17 77 92 95 26 78 93
70 61 61 31 45 86 75 33 49 67 91 66 17 0 15 64 21 44 58 88
40 0 78 9 99 0 15 33 6 80 53 73 77 15 0 78 28 68 32 19
61 52 67 31 51 43 92 15 63 56 68 31 92 64 78 0 31 25 99 94
99 8 34 83 14 3 94 82 58 11 94 47 95 21 28 31 0 31 11 26
29 40 82 91 28 84 83 0 41 89 78 13 26 44 68 25 31 0 83 80
7 37 3 35 37 59 87 17 13 15 87 74 78 58 32 99 11 83 0 25
1 49 28 48 0 46 3 74 75 72 49 88 93 88 19 94 26 80 25 0

0 100 61 20 58 12 28 20 96 59 88 40 25 95 39 66 74 83 52 59
100 0 2 61 59 74 40 88 56 11 15 18 63 90 23 71 75 54 57 83
61 2 0 0 22 64 66 24 61 20 7 9 87 1 24 67 26 34 39 92
20 61 0 0 13 71 50 40 12 82 30 37 5 96 92 78 52 88 63 95
58 59 22 13 0 77 82 66 58 2 16 27 96 74 27 32 28 7 22 88
12 74 64 71 77 0 86 81 23 88 79 80 53 6 79 41 100 21 32 40
28 40 66 50 82 86 0 0 49 83 65 36 22 2 85 100 22 12 30 77
20 88 24 40 66 81 0 0 34 78 84 16 3 38 88 26 100 8 66 43
96 56 61 12 58 23 49 34 0 65 37 9 95 44 71 32 42 33 90 61
59 11 20 82 2 88 83 78 65 0 53 30 17 55 58 81 52 31 31 16
88 15 7 30 16 79 65 84 37 53 0 23 36 85 1 41 100 81 80 8
40 18 9 37 27 80 36 16 9 30 23 0 75 3 5 69 51 14 57 37
25 63 87 5 96 53 22 3 95 17 36 75 0 15 22 17 22 57 18 39
95 90 1 96 74 6 2 38 44 55 85 3 15 0 2 77 35 58 69 50
39 23 24 92 27 79 85 88 71 58 1 5 22 2 0 14 44 89 80 42
66 71 67 78 32 41 100 26 32 81 41 69 17 77 14 0 94 9 48 69
74 75 26 52 28 100 22 100 42 52 100 51 22 35 44 94 0 1 22 66
83 54 34 88 7 21 12 8 33 31 81 14 57 58 89 9 1 0 70 35
52 57 39 63 22 32 30 66 90 31 80 57 18 69 80 48 22 70 0 86
59 83 92 95 88 40 77 43 61 16 8 37 39 50 42 69 66 35 86 0
