260

0 83 67 86 99 74 61 42 41 43 5 98 22 78 44 29 7 48 68 47 96 59 46 40 81 22 87 99 9 18 19 1 54 1 23 11 59 54 28 3 36 0 62 81 88 34 15 75 87 77 12 76 22 51 83 61 80 34 22 33 89 71 100 67 23 93 11 43 31 12 65 32 7 26 46 44 53 86 96 66 22 8 36 53 85 14 80 65 73 24 83 56 25 4 88 20 83 38 78 68 95 86 13 50 95 59 1 100 91 85 72 38 37 8 90 11 29 11 41 11 77 63 55 7 83 43 61 81 52 76 97 19 7 66 22 91 30 53 96 31 100 86 10 24 25 46 46 35 13 49 77 73 83 67 24 45 6 41 19 92 40 1 95 54 15 31 42 55 99 80 86 9 32 58 45 100 93 87 70 82 14 93 5 1 89 98 74 63 27 34 43 39 83 85 75 8 65 51 99 32 6 70 96 18 55 79 42 79 87 63 64 52 89 37 52 64 44 4 5 29 34 0 74 95 39 29 64 92 84 63 9 54 68 10 57 91 58 60 19 28 33 13 31 0 88 43 47 72 1 59 55 65 97 85 16 21 83 71 84 21
83 0 57 68 82 81 49 8 1 50 77 59 12 2 10 70 11 75 57 12 52 48 57 97 40 83 100 92 85 89 56 15 14 74 84 33 32 82 60 6 76 96 25 2 60 68 50 88 15 82 33 30 57 77 57 59 4 8 93 23 9 17 57 28 33 3 43 72 40 38 82 6 20 3 13 85 6 97 31 100 9 33 47 87 41 80 89 31 70 54 96 3 87 5 42 14 24 48 67 90 98 97 34 95 43 95 47 20 6 62 76 73 58 14 40 94 53 56 10 32 49 83 11 37 16 57 31 75 28 55 14 40 25 40 51 71 49 67 75 36 9 31 16 45 82 1 50 73 25 29 53 60 25 52 49 28 48 4 8 99 46 27 21 82 54 29 87 65 98 48 12 33 57 95 48 13 26 37 24 68 19 55 61 27 22 95 43 72 94 9 7 8 48 20 94 55 63 59 93 71 92 45 6 59 58 73 38 47 25 14 32 88 73 22 58 82 63 6 75 2 21 32 4 43 47 80 53 65 56 55 77 33 9 60 83 52 10 22 92 11 27 5 7 19 49 35 65 99 68 71 42 86 14 84 96 44 5 69 73 78
67 57 0 50 30 47 6 2 44 34 74 90 82 21 22 1 0 98 13 37 97 84 26 52 27 47 38 70 87 48 23 99 39 11 13 86 85 18 65 44 84 9 2 60 52 61 46 83 35 2 30 76 75 18 25 77 29 72 65 64 100 32 63 77 51 87 32 47 100 70 51 40 20 12 92 97 96 26 83 53 99 88 49 30 62 46 40 55 28 38 61 30 22 79 4 52 44 17 83 94 50 29 59 28 93 53 9 84 87 93 45 62 44 35 47 43 19 19 31 89 17 19 94 79 62 77 45 62 2 88 64 69 16 77 30 71 2 57 65 3 60 26 93 49 7 55 62 89 29 91 85 61 20 48 63 39 33 42 99 84 70 25 86 89 90 8 76 71 65 0 6 59 14 25 97 13 28 75 87 15 67 44 11 96 12 21 16 34 16 53 9 58 39 71 1 12 69 35 99 21 75 37 78 10 28 60 87 97 5 43 76 85 45 29 67 65 82 63 29 87 11 12 84 66 1 95 38 76 4 29 89 91 4 30 96 90 83 48 72 28 28 89 54 17 13 63 27 88 19 98 41 82 11 15 77 61 13 44 64 34
86 68 50 0 85 31 98 1 92 47 81 65 0 9 88 20 6 92 82 15 82 19 3 10 11 47 49 76 67 71 7 90 33 9 24 23 3 4 86 23 16 58 88 16 26 40 71 80 98 72 21 52 63 1 64 92 54 84 5 15 5 94 81 1 34 91 77 100 18 14 22 21 74 43 19 77 23 64 8 53 78 39 29 54 64 79 96 85 89 77 67 27 59 44 59 41 91 22 68 51 73 76 87 43 33 80 18 60 83 9 19 29 26 63 12 12 79 88 30 14 57 54 17 99 91 80 20 59 41 18 70 32 55 87 31 73 50 95 97 100 44 78 60 25 67 46 75 29 77 62 1 10 29 28 56 56 1 62 88 29 1 54 50 11 35 4 41 77 87 64 32 6 13 55 94 17 9 95 2 11 37 17 1 55 54 81 72 40 24 83 67 65 1 68 36 21 64 86 88 82 72 88 19 83 33 90 15 97 85 91 85 75 90 67 98 33 14 100 79 90 96 25 77 30 86 49 34 78 7 2 93 23 53 59 41 56 35 86 27 10 0 64 93 60 48 68 42 77 90 76 12 23 29 64 55 18 10 66 91 1
99 82 30 85 0 75 33 84 22 33 12 80 45 18 93 1 49 61 26 17 77 8 94 11 51 43 74 55 47 85 53 85 81 77 84 29 32 27 8 47 36 60 44 32 75 56 37 32 91 35 52 95 99 52 13 96 64 22 8 23 55 35 4 100 75 19 54 21 42 77 28 32 1 89 13 72 13 35 99 83 11 39 13 17 54 77 90 81 67 61 45 40 19 78 82 95 83 7 51 59 57 34 64 18 5 26 32 8 86 2 91 51 99 92 68 56 83 0 9 7 93 44 30 82 65 12 92 10 99 3 24 72 100 1 73 92 12 18 28 87 51 66 41 33 33 34 35 84 74 12 6 45 45 73 76 87 76 11 54 78 13 88 36 81 80 90 23 50 36 5 40 52 17 29 55 40 39 11 84 70 0 19 45 44 90 72 88 75 40 50 96 91 67 51 15 30 46 48 31 12 23 89 65 66 15 74 3 94 94 79 96 7 44 58 3 69 77 25 29 22 42 21 70 81 74 84 30 10 61 66 67 25 13 82 71 54 66 58 74 48 61 68 56 67 6 96 86 40 82 58 81 52 99 21 70 28 35 16 94 18
74 81 47 31 75 0 43 19 39 88 67 67 40 69 50 22 51 9 20 43 45 51 46 64 58 22 1 0 9 87 93 91 72 49 20 71 88 87 82 68 11 77 79 7 47 86 33 96 10 10 87 15 34 43 85 27 37 3 68 88 19 41 25 34 41 91 16 91 7 2 95 2 4 39 22 47 97 21 43 78 9 2 96 18 78 78 36 89 61 32 72 96 81 38 82 65 47 86 29 6 63 2 73 85 18 79 32 97 33 46 88 17 27 82 51 66 26 21 13 40 12 78 81 58 27 67 74 98 75 3 33 47 8 55 22 94 76 40 27 42 83 99 40 71 86 23 11 62 22 69 40 48 24 40 84 69 22 44 1 99 63 20 76 67 39 95 4 49 97 47 84 40 26 99 30 38 10 72 87 16 84 90 16 10 64 65 14 6 6 10 55 11 94 7 27 98 43 73 53 65 49 94 17 73 100 6 82 84 10 67 42 78 66 56 76 57 50 83 18 96 31 94 31 67 14 86 98 44 46 74 38 85 95 3 21 58 30 48 39 16 93 19 90 43 52 41 94 25 50 7 32 66 40 98 44 12 8 20 81 42
61 49 6 98 33 43 0 72 80 72 76 13 16 38 2 11 86 21 15 94 53 61 86 47 55 58 87 55 24 71 31 28 15 26 86 60 70 62 91 33 5 53 30 12 88 22 74 30 49 96 92 24 76 55 13 57 47 1 45 8 90 49 61 71 52 40 55 75 42 61 57 56 21 17 27 28 61 58 45 11 48 37 5 93 60 74 77 86 75 91 7 94 40 95 29 66 80 36 26 96 29 63 60 47 74 97 47 55 57 17 28 86 25 85 14 15 77 49 92 87 41 78 3 63 53 45 58 44 64 69 90 14 62 41 96 85 68 20 57 32 1 78 80 96 82 37 49 58 68 31 18 7 9 32 63 67 70 15 51 0 81 39 58 87 48 60 38 68 39 83 78 75 41 84 100 79 6 91 82 60 96 48 0 4 33 5 47 34 45 98 46 84 26 27 77 38 38 23 21 55 68 57 99 99 84 40 83 49 29 89 83 11 74 84 40 43 37 33 80 47 70 27 21 80 68 66 85 22 73 66 34 4 76 93 41 24 37 51 13 3 83 73 84 30 0 17 41 24 93 10 84 94 67 70 68 81 81 16 85 62
42 8 2 1 84 19 72 0 60 9 62 72 11 40 3 72 68 95 42 62 13 84 81 89 44 88 64 81 76 59 76 41 42 30 4 27 50 54 0 20 40 80 49 39 22 61 83 52 72 99 20 5 24 56 89 73 91 5 29 84 16 70 85 46 3 75 50 84 97 80 15 51 27 4 29 91 30 95 46 50 79 66 29 5 59 52 75 45 3 43 89 67 72 52 43 82 81 55 24 51 55 94 21 61 90 72 81 65 43 26 9 81 44 90 10 79 83 7 82 58 14 3 89 88 59 64 52 34 35 37 41 31 46 32 79 16 66 33 77 10 58 100 95 18 44 57 54 85 100 6 63 67 37 21 22 26 2 2 54 63 16 86 71 28 22 14 4 11 11 48 66 7 4 15 54 1 18 63 59 31 73 10 65 79 81 89 67 10 71 78 82 33 49 62 79 81 85 66 57 44 14 32 49 37 20 25 74 62 84 82 2 38 2 82 1 87 58 10 77 79 28 61 82 45 34 11 40 68 5 47 14 0 22 72 48 67 54 82 23 99 63 73 22 17 36 35 51 63 0 23 60 48 34 78 99 77 68 63 81 41
41 1 44 92 22 39 80 60 0 4 74 14 86 20 19 44 6 97 12 52 22 93 1 1 55 54 37 1 38 42 19 77 18 9 86 34 83 84 1 2 82 47 8 84 68 11 61 23 93 90 68 94 70 87 0 14 15 82 4 57 78 26 29 6 91 96 31 9 23 32 4 95 77 7 12 95 75 41 64 53 99 56 85 83 8 32 79 22 74 58 86 68 53 69 44 93 22 68 43 38 88 23 63 21 46 39 29 16 71 36 38 27 100 37 35 26 35 95 59 46 2 69 90 34 23 55 7 15 79 90 11 6 74 92 34 15 54 6 82 98 41 21 72 4 91 72 51 89 66 8 24 35 32 60 40 47 76 52 55 21 90 90 79 97 75 97 64 32 29 51 48 67 48 100 78 83 38 74 4 92 51 22 99 65 22 8 97 39 37 29 92 40 83 92 16 94 19 52 26 7 64 15 60 27 24 43 17 92 38 5 91 86 18 98 86 7 16 29 15 0 57 82 75 62 82 49 27 55 73 29 50 29 4 68 84 41 88 8 3 48 89 34 36 4 75 6 41 15 30 52 92 17 81 8 45 11 65 85 62 5
43 50 34 47 33 88 72 9 4 0 95 34 56 30 85 47 28 49 64 83 81 9 64 11 81 98 76 67 77 13 36 87 98 66 67 95 55 36 71 52 72 59 10 38 27 70 80 84 26 44 32 64 72 97 41 21 19 96 78 2 20 2 21 69 29 86 2 29 85 26 13 70 93 23 12 35 36 44 53 52 85 96 95 3 10 91 10 17 48 93 50 94 90 71 85 74 38 38 89 47 57 10 49 84 22 99 32 31 13 73 51 94 13 43 96 16 19 23 4 56 55 63 38 11 53 49 20 96 66 47 36 73 73 69 97 41 8 75 59 24 37 12 48 4 40 63 85 91 43 4 73 24 49 66 81 10 18 21 95 24 9 17 74 52 18 68 7 0 38 35 60 51 10 69 37 58 96 21 31 41 57 33 79 88 2 66 24 32 85 75 86 15 93 79 89 8 61 58 38 33 17 95 12 29 25 86 6 78 8 4 53 62 94 70 48 8 43 54 23 67 12 53 92 11 85 2 57 16 55 75 66 63 61 5 99 41 88 92 26 96 13 68 65 95 48 94 62 60 3 52 2 80 76 86 67 50 47 91 55 2
5 77 74 81 12 67 76 62 74 95 0 91 55 18 96 6 60 17 64 42 65 57 95 84 24 14 50 79 85 15 47 78 56 32 52 32 61 90 79 8 29 94 19 45 69 92 13 55 1 87 31 63 82 63 72 37 92 82 17 3 20 41 54 10 92 93 61 29 11 80 15 51 94 9 30 73 1 79 2 75 27 23 89 77 79 65 19 12 9 83 7 57 77 62 53 79 15 29 73 10 95 31 7 68 21 62 5 49 22 62 2 70 100 60 66 77 93 32 97 54 8 20 80 62 54 71 41 0 10 39 37 0 35 21 76 31 30 32 23 24 57 64 19 0 20 27 8 94 19 98 80 16 87 36 98 72 8 53 53 39 81 29 29 94 38 88 46 59 34 84 45 27 88 90 20 65 73 73 97 72 8 55 93 73 35 3 68 57 44 78 29 96 11 63 5 63 78 43 32 45 36 86 38 26 4 56 98 44 14 50 82 32 80 15 23 49 59 3 61 43 54 89 97 68 16 18 89 26 57 91 72 21 37 100 87 11 24 85 52 6 72 56 84 36 9 6 87 84 3 94 23 84 93 32 18 25 28 68 45 21
98 59 90 65 80 67 13 72 14 34 91 0 46 39 17 27 39 2 14 37 80 38 18 93 19 51 6 61 16 10 34 42 83 58 35 43 15 39 82 63 31 17 5 18 77 63 63 74 6 84 24 64 48 69 41 31 78 56 43 89 28 25 40 23 70 37 88 11 3 93 5 39 17 82 6 77 79 50 84 37 68 13 0 72 78 30 44 10 45 78 91 37 39 27 91 62 45 59 69 2 57 74 31 60 83 7 57 38 73 18 32 66 1 86 16 19 72 16 73 38 92 62 39 26 5 17 1 30 19 37 7 98 25 73 87 85 71 39 56 1 78 31 16 10 79 60 78 17 47 47 64 49 92 26 26 79 56 25 98 44 97 20 31 18 81 19 62 80 65 47 51 87 26 75 77 77 32 51 91 24 19 77 20 55 5 79 3 6 12 73 38 69 35 99 22 7 5 26 86 81 12 22 71 54 70 47 25 50 30 94 3 38 16 76 14 15 79 20 30 23 18 84 46 51 77 25 34 77 68 38 19 64 93 21 57 59 18 27 24 77 79 44 18 36 45 95 44 33 56 86 1 42 18 18 40 20 41 100 98 50
22 12 82 0 45 40 16 11 86 56 55 46 0 97 23 10 68 48 100 36 12 88 44 24 52 97 13 15 29 21 65 81 38 63 40 57 100 27 69 83 62 83 28 38 7 90 66 74 29 92 30 33 34 85 73 55 3 33 53 74 89 81 90 45 58 77 91 81 30 0 69 65 4 100 77 37 79 0 62 69 89 88 52 96 83 91 10 56 14 8 68 69 19 87 39 61 58 27 82 51 40 58 65 8 89 55 57 87 75 14 43 29 16 69 37 12 88 6 85 15 92 28 81 74 77 38 70 0 86 87 81 36 11 27 14 10 51 91 75 92 12 59 60 74 8 61 84 47 17 32 94 47 20 45 41 21 90 64 45 53 9 77 53 33 43 6 68 32 60 7 70 7 61 91 27 32 72 93 22 78 56 67 39 34 41 38 12 77 78 65 22 38 35 23 17 75 89 44 10 47 9 88 37 94 40 77 94 67 65 20 96 83 25 24 9 90 45 86 4 39 30 28 98 61 60 44 59 29 25 5 63 62 48 58 21 0 44 36 19 0 9 4 62 98 82 25 86 11 32 67 11 26 0 38 66 56 90 48 70 38
78 2 21 9 18 69 38 40 20 30 18 39 97 0 21 75 65 61 26 45 56 34 100 72 32 68 89 68 4 25 59 29 66 33 18 3 36 19 83 71 23 94 36 99 55 44 2 61 39 34 60 36 53 23 45 25 52 92 16 21 86 0 7 61 84 75 94 81 82 46 100 18 4 10 69 36 46 93 64 10 25 67 13 94 52 1 51 48 14 22 12 52 9 58 12 58 13 8 64 13 28 72 45 22 41 74 79 14 46 44 43 17 10 64 36 48 23 41 4 48 67 26 94 73 32 75 85 53 57 83 90 70 1 45 35 16 17 91 80 41 20 31 87 18 72 0 92 65 29 54 42 58 99 94 90 63 3 42 44 26 16 90 0 19 23 33 80 24 44 4 32 86 31 86 92 37 47 44 76 1 66 39 7 13 30 17 99 93 8 76 10 18 30 48 84 95 96 93 86 64 19 86 70 83 54 96 79 35 6 62 17 64 11 80 76 60 90 84 75 62 84 0 92 5 10 5 63 37 62 43 33 86 66 98 3 81 84 12 51 58 21 82 80 24 28 61 7 15 90 36 18 38 17 6 3 95 82 92 99 65
44 10 22 88 93 50 2 3 19 85 96 17 23 21 0 61 87 83 30 44 8 34 56 29 23 95 78 13 98 58 61 72 54 24 10 9 81 18 26 54 37 57 93 86 58 67 72 21 3 91 10 21 24 64 52 84 60 70 20 40 44 76 74 52 72 14 53 47 99 31 53 53 38 51 91 5 78 39 75 70 73 72 19 17 80 85 87 74 6 18 45 6 46 25 76 64 89 74 43 19 34 68 66 68 24 48 56 8 64 72 29 35 46 1 69 93 42 37 35 7 50 75 40 4 99 81 0 55 79 68 18 66 67 63 71 72 52 50 42 1 51 34 79 86 26 61 78 22 67 69 60 58 29 76 47 16 86 54 6 7 69 41 76 31 73 48 36 71 95 86 59 52 78 22 33 1 22 69 32 61 38 81 99 14 98 72 76 94 13 8 48 21 52 12 72 49 51 67 14 19 87 49 97 28 74 14 40 56 81 58 23 57 89 5 28 48 14 45 33 10 12 59 43 79 21 65 37 59 80 25 26 50 92 88 62 53 62 10 73 38 70 43 35 96 87 100 33 46 68 24 11 51 84 69 40 40 94 35 16 35
29 70 1 20 1 22 11 72 44 47 6 27 10 75 61 0 53 8 71 7 33 85 66 34 26 80 98 36 26 28 39 8 73 52 60 30 63 75 99 15 14 69 67 17 50 80 15 10 51 52 50 19 78 37 32 14 50 76 49 95 70 45 83 22 6 32 71 30 17 25 23 6 76 78 51 61 34 70 13 12 55 66 39 91 62 73 56 63 22 98 7 4 95 43 11 77 96 22 78 60 95 70 76 66 82 41 1 1 71 32 55 68 23 79 76 85 80 66 12 81 67 99 98 25 57 92 19 56 89 75 92 60 32 34 91 15 92 79 2 64 55 74 30 98 61 30 98 21 84 23 19 40 13 53 50 86 1 36 70 16 26 87 10 65 60 40 20 65 35 94 33 56 65 22 79 58 46 94 38 31 65 76 53 54 69 71 39 9 16 51 87 56 41 0 73 93 59 30 14 76 92 26 98 56 60 66 53 91 81 22 84 46 58 7 38 45 63 41 72 11 54 52 73 43 90 45 76 73 25 71 1 89 3 91 78 89 26 6 70 56 30 2 67 3 68 44 50 89 57 74 18 9 93 77 25 33 0 2 14 13
7 11 0 6 49 51 86 68 6 28 60 39 68 65 87 53 0 40 28 28 79 40 4 59 42 82 10 2 65 97 68 64 9 60 83 70 32 71 5 42 81 100 80 84 65 22 2 35 98 41 43 76 6 48 80 28 86 0 16 52 75 51 6 51 63 48 28 77 9 2 40 24 57 98 38 26 90 45 72 69 53 9 69 52 94 51 98 71 43 89 99 44 95 69 19 59 93 49 70 78 6 11 68 71 67 29 30 18 8 34 89 74 33 63 63 52 84 74 0 24 81 27 22 10 98 4 29 65 48 7 0 35 23 71 66 18 84 82 100 74 86 69 17 55 51 47 14 47 15 26 58 86 3 94 54 58 43 32 53 23 93 93 36 26 24 28 84 79 74 99 84 48 77 56 75 68 10 74 82 85 75 93 46 41 91 14 34 98 35 69 33 28 57 65 42 40 56 51 76 36 70 97 21 85 64 50 75 89 44 50 85 23 24 95 49 18 71 10 17 46 52 11 83 9 65 64 20 85 80 97 26 9 89 57 32 94 45 88 99 13 19 62 67 2 4 58 76 4 94 79 46 90 51 78 34 80 16 10 62 16
48 75 98 92 61 9 21 95 97 49 17 2 48 61 83 8 40 0 78 26 62 33 92 44 96 26 59 62 40 37 52 66 81 55 96 28 70 43 38 17 96 98 91 24 1 58 55 93 24 33 32 18 17 55 36 68 13 62 41 27 15 56 8 44 47 15 21 21 69 15 88 47 62 74 2 91 91 89 11 86 75 86 39 83 76 33 84 45 19 2 25 9 75 10 36 75 70 54 60 95 64 45 14 59 12 54 86 69 100 79 61 100 75 41 86 23 35 77 8 62 12 68 93 89 77 94 65 62 22 81 47 44 72 23 86 10 58 10 82 0 76 45 68 78 85 58 79 28 59 62 0 97 2 39 99 5 2 33 20 83 52 53 28 25 6 49 67 16 87 51 35 52 34 55 90 79 95 80 98 2 70 34 81 99 51 41 32 73 60 96 69 37 46 16 21 0 34 44 49 65 61 91 92 24 79 16 55 66 87 45 58 86 45 41 36 64 46 18 4 13 82 52 30 34 35 90 28 19 44 49 22 85 9 73 76 51 75 41 34 27 68 15 1 28 27 79 44 8 59 79 68 72 3 18 72 2 43 43 10 84
68 57 13 82 26 20 15 42 12 64 64 14 100 26 30 71 28 78 0 13 17 74 67 32 63 72 46 96 83 42 80 28 93 55 9 53 66 100 87 60 74 63 3 7 58 28 90 78 84 23 47 7 56 44 15 68 59 8 36 80 55 9 21 0 56 97 10 13 41 86 26 45 85 31 78 37 95 12 43 49 85 25 37 38 55 30 6 54 44 97 25 97 82 12 58 55 61 80 20 23 54 0 8 39 94 90 55 54 97 54 85 25 59 43 64 98 10 48 9 31 50 99 40 59 65 38 52 72 78 90 14 48 1 75 1 44 36 95 23 22 87 0 74 56 23 0 58 16 19 55 5 8 46 100 49 88 19 56 45 38 8 8 3 75 5 47 80 77 12 0 35 89 78 43 43 52 51 68 60 75 72 30 81 46 1 94 13 1 43 82 80 49 54 88 73 98 18 72 68 77 56 87 47 26 100 42 14 22 6 98 10 6 96 94 36 4 64 40 31 85 33 26 42 48 38 69 26 15 42 94 54 27 30 76 15 34 43 36 28 39 73 78 98 14 69 47 6 80 43 30 25 63 0 92 12 30 8 10 71 73
