180

0 66 79 87 77 30 34 89 14 41 73 33 23 51 56 57 70 71 64 48 45 63 4 79 41 6 58 85 20 92 55 78 2 49 36 17 38 68 63 8 100 50 52 90 70 80 36 35 22 95 74 93 27 79 76 11 28 0 23 61 32 77 66 66 19 74 93 61 31 73 75 35 20 75 59 40 18 36 78 50 81 71 61 100 56 72 89 72 43 38 50 2 11 27 97 36 61 76 38 65 88 60 19 75 40 82 98 3 3 36 11 78 83 4 46 66 72 46 12 2 65 28 100 3 93 47 62 33 85 80 0 55 63 15 78 67 36 42 19 14 65 15 2 41 31 59 22 52 27 8 80 81 21 0 54 25 93 25 12 43 84 0 94 77 80 25 68 0 45 38 86 42 64 96 45 94 54 45 16 66
66 0 66 11 61 18 28 3 1 35 28 44 34 63 17 9 4 53 32 17 54 86 16 41 20 28 94 88 90 77 46 21 6 42 69 91 11 25 18 75 65 17 41 56 31 48 3 9 60 34 65 8 9 98 36 50 44 84 14 96 7 56 62 28 56 47 61 6 11 48 97 76 32 2 83 85 50 47 25 41 88 12 60 88 65 5 74 98 6 79 79 37 28 7 94 1 7 22 46 62 93 48 22 94 94 10 34 99 18 25 12 95 76 60 81 35 84 96 5 49 3 42 7 5 12 64 23 95 83 80 68 62 64 31 84 8 96 91 78 78 27 16 45 8 58 4 93 11 35 39 60 87 94 91 50 94 81 47 27 26 16 46 65 29 5 16 45 55 2 24 96 73 13 25 66 95 59 36 55 76
79 66 0 39 16 41 20 81 57 86 29 35 68 49 67 69 39 20 17 35 16 87 53 18 90 60 2 17 90 31 13 68 46 49 8 69 66 99 62 54 94 43 3 54 46 33 57 13 72 61 62 81 8 20 80 45 34 9 31 37 52 95 48 14 57 65 48 81 94 92 4 57 4 70 27 96 73 57 66 34 2 61 7 23 1 48 55 43 69 71 51 13 1 30 89 45 100 100 33 13 27 12 80 65 95 33 39 28 5 20 6 13 49 65 34 96 47 53 3 65 70 34 37 74 12 80 25 30 89 15 16 75 86 85 5 18 27 77 52 3 70 82 25 65 52 51 49 31 75 36 41 4 39 10 62 87 56 31 1 44 98 4 3 66 3 86 99 24 14 30 10 29 3 62 49 69 32 9 49 98
87 11 39 0 81 17 2 14 59 74 48 50 58 83 63 56 86 59 50 8 59 62 97 58 73 87 98 96 50 19 46 38 58 75 11 68 68 57 17 12 83 83 53 67 64 47 52 61 10 2 92 93 48 21 36 77 18 99 12 30 97 1 50 44 27 44 96 100 29 74 34 29 13 89 0 65 91 94 65 90 88 54 86 65 33 89 46 5 76 19 30 55 0 2 89 62 95 21 23 89 76 63 46 35 61 37 13 94 99 68 2 46 80 94 52 41 15 30 93 11 37 43 64 9 29 12 8 55 20 72 19 34 64 48 33 44 62 43 34 13 24 86 77 0 55 91 15 46 29 28 88 9 31 60 27 16 62 35 54 18 55 91 84 8 53 57 33 81 88 58 78 68 76 53 47 31 17 35 66 94
77 61 16 81 0 89 29 92 49 50 70 61 1 83 65 45 59 59 88 33 35 72 54 1 25 70 25 68 83 70 65 81 97 89 10 43 95 22 91 13 94 59 29 12 26 59 77 29 89 30 17 33 19 65 31 50 88 55 43 78 10 98 47 100 46 82 70 32 98 17 4 76 12 95 21 33 82 39 38 23 7 76 14 55 57 25 40 31 40 100 81 18 86 53 12 35 47 14 26 77 54 86 59 69 14 3 79 89 71 27 56 28 74 33 1 81 17 10 52 65 68 26 45 23 66 32 34 24 20 66 23 39 13 56 22 95 16 49 96 68 57 88 100 48 9 1 46 2 21 55 46 44 52 35 15 17 93 94 98 56 97 73 11 31 2 69 17 67 98 52 61 23 66 78 76 94 86 75 36 65
30 18 41 17 89 0 35 35 11 50 20 24 94 56 66 98 44 23 36 5 44 73 93 84 41 89 79 94 88 32 47 16 71 7 35 89 39 20 37 69 68 59 63 99 45 80 23 24 25 64 100 56 62 94 44 33 37 42 93 4 0 64 23 68 82 98 76 33 4 79 22 6 62 18 79 30 16 25 36 50 94 15 71 0 88 20 50 85 71 58 18 97 51 90 44 38 0 89 5 50 26 12 73 79 55 90 75 74 1 72 6 73 63 94 86 78 27 72 38 17 3 12 73 8 9 30 17 53 74 15 15 33 72 18 70 97 90 24 11 84 47 2 26 50 69 97 0 64 93 62 3 53 86 13 21 69 73 62 0 36 62 63 48 50 96 77 56 43 9 56 77 98 46 76 88 66 79 7 56 69
34 28 20 2 29 35 0 16 64 31 27 15 6 94 10 17 48 66 47 46 17 45 83 76 14 28 33 61 6 15 31 31 1 16 43 59 98 8 63 10 35 16 71 55 59 30 74 11 66 85 32 41 42 65 41 51 39 37 46 82 7 18 23 11 82 51 39 76 71 85 93 50 17 23 19 51 48 66 29 5 82 10 27 98 86 49 11 39 66 42 59 92 73 49 63 41 94 34 37 63 38 45 35 79 48 16 93 42 97 21 56 21 2 85 31 67 3 55 81 15 73 76 42 61 30 29 18 6 23 14 67 35 9 45 93 78 38 24 45 94 40 8 40 56 61 2 71 9 36 70 18 80 3 4 43 45 100 40 71 72 54 65 83 92 54 72 75 96 80 10 98 6 28 59 88 31 97 3 3 37
89 3 81 14 92 35 16 0 79 11 57 57 64 87 11 88 4 4 14 59 79 88 65 37 97 20 18 34 94 2 14 0 70 28 9 64 40 51 39 31 18 67 6 52 40 37 16 19 81 50 57 68 28 33 7 14 61 76 78 56 10 96 53 51 70 42 89 3 68 71 50 76 28 38 68 47 30 25 40 15 94 3 85 96 66 74 30 8 75 62 74 61 8 76 46 62 91 43 34 95 60 94 98 87 94 97 82 87 71 76 20 86 78 81 11 75 37 91 33 62 23 42 49 61 49 8 96 41 60 48 52 90 72 65 31 67 17 42 58 28 11 78 1 59 15 21 64 78 69 34 76 72 92 35 6 86 63 71 68 47 30 28 66 70 38 13 81 0 3 97 80 96 33 44 72 82 20 22 0 6
14 1 57 59 49 11 64 79 0 33 83 39 24 47 67 2 43 33 20 78 39 13 53 95 9 13 44 88 36 11 54 98 55 44 89 8 38 72 83 2 56 17 13 18 96 4 11 31 78 6 24 81 90 51 7 69 95 87 22 84 28 74 47 32 86 7 96 81 57 100 94 39 100 22 71 51 84 61 28 17 99 64 59 17 43 48 11 29 32 83 3 22 95 68 23 29 42 54 76 75 22 80 85 93 24 27 69 57 85 4 27 60 26 79 31 58 98 63 20 32 35 13 84 29 23 23 94 10 91 52 94 30 46 54 77 39 22 95 86 44 41 27 19 39 27 74 37 68 33 1 40 61 29 2 76 20 71 74 78 53 60 16 61 25 58 12 31 29 71 48 56 63 97 77 0 30 46 83 48 45
41 35 86 74 50 50 31 11 33 0 27 81 3 42 13 48 29 3 1 45 51 77 24 60 67 34 18 36 88 17 46 54 26 66 17 24 35 98 76 98 91 74 57 85 60 59 60 63 46 69 50 2 61 25 66 47 60 56 80 0 96 49 45 17 64 75 4 16 57 67 60 90 69 98 19 25 75 36 4 24 89 87 60 83 91 26 50 53 83 83 60 0 91 54 76 20 19 26 31 8 11 87 31 84 44 14 8 92 78 64 51 93 14 28 73 91 21 8 40 99 17 18 43 34 83 86 88 81 17 24 28 52 78 36 22 52 73 28 53 50 7 66 100 18 24 96 56 27 92 0 69 13 66 100 56 45 87 52 36 86 29 67 85 28 24 18 50 15 89 48 79 17 33 30 89 22 16 88 11 78
