160

0 1 56 68 61 8 50 12 97 41 5 68 80 4 27 89 1 81 1 31 25 96 28 24 1 8 88 18 3 6 94 83 56 0 99 76 41 86 21 78 12 45 49 1 53 2 80 39 32 98 3 87 65 79 85 40 21 61 77 83 45 38 74 94 32 20 2 50 57 55 1 29 78 11 69 82 8 54 13 77 45 59 17 33 71 70 55 8 27 37 59 10 72 50 32 91 97 22 50 46 96 71 58 52 46 95 8 39 9 23 73 0 68 73 15 24 53 99 95 13 87 4 25 29 56 90 79 27 91 3 100 68 40 5 10 19 65 80 14 11 74 100 21 24 91 25 12 15 27 5 4 87 91 23 13 96 11 25 38 85
1 0 94 23 22 75 40 98 17 84 90 76 66 92 50 87 78 0 27 58 73 83 41 36 71 43 99 59 83 1 98 86 0 60 89 12 20 32 82 88 81 91 48 15 55 23 98 42 98 50 44 81 85 22 66 72 70 92 65 36 15 67 22 89 89 6 88 7 87 12 0 27 34 85 58 96 39 4 27 40 59 21 19 59 9 78 15 3 84 84 88 17 73 42 100 73 73 92 56 85 62 85 2 12 52 23 87 96 78 97 1 46 14 75 90 63 94 44 31 30 41 12 97 62 29 67 73 57 30 12 32 39 78 14 6 37 96 66 51 3 6 22 64 32 44 78 20 65 89 28 48 31 67 88 44 17 73 83 59 65
56 94 0 7 56 61 47 46 76 94 87 78 63 89 25 93 60 45 9 97 26 86 14 81 5 66 36 80 58 15 14 87 64 85 21 81 51 47 42 44 95 24 71 57 17 95 60 86 77 47 96 4 66 65 12 34 14 2 95 25 86 97 2 59 98 48 83 27 62 69 12 80 54 51 96 25 89 79 41 65 1 71 34 98 17 87 99 9 3 73 56 69 15 45 76 65 42 21 29 17 46 12 9 13 99 44 52 25 0 82 59 45 32 34 43 35 68 89 89 1 6 48 45 96 52 87 46 52 73 15 94 53 21 2 91 79 75 40 75 79 74 75 8 39 74 51 82 15 78 93 36 3 25 44 95 8 53 67 8 31
68 23 7 0 45 84 88 26 11 77 50 59 73 40 83 75 48 27 66 82 44 26 85 36 77 22 27 99 43 85 100 67 46 35 79 48 44 63 67 94 56 39 86 71 18 86 29 39 97 93 95 80 31 45 2 56 62 52 24 31 80 80 6 53 94 3 100 20 22 77 53 75 54 47 72 0 16 69 33 0 42 6 100 23 4 59 2 94 20 51 40 20 92 98 34 41 1 34 78 86 78 28 70 0 58 72 94 9 65 79 39 10 62 78 30 45 39 15 79 6 91 93 88 92 9 68 9 33 5 68 90 74 84 15 52 26 80 19 31 19 83 45 82 55 0 47 85 45 53 96 26 73 35 60 0 64 63 73 1 81
61 22 56 45 0 36 35 62 12 85 88 7 81 58 10 20 38 30 15 4 2 8 56 73 34 23 57 32 1 7 4 42 20 84 25 36 72 16 75 34 56 21 31 79 35 31 76 24 6 44 95 55 67 70 35 37 30 16 29 19 9 70 34 8 63 31 78 88 81 84 11 88 1 48 57 63 54 9 6 1 41 78 78 69 56 90 37 35 88 6 64 48 52 13 52 93 13 100 42 90 21 3 15 51 96 93 38 31 78 48 25 87 16 97 73 34 1 5 18 65 52 34 63 3 79 47 3 2 84 39 41 1 58 7 60 51 11 85 43 15 40 68 70 83 7 22 28 46 88 43 34 79 31 67 52 7 54 71 70 76
8 75 61 84 36 0 23 91 2 8 36 45 62 42 2 22 100 93 27 33 70 54 67 50 80 38 42 47 33 5 15 18 69 6 82 30 49 73 97 82 83 17 48 19 38 97 28 79 33 42 22 18 54 35 14 37 42 66 100 89 45 8 6 7 21 55 61 66 79 69 54 16 89 16 42 57 5 86 87 57 77 62 9 46 5 18 72 63 29 31 47 76 21 64 69 43 0 12 74 64 5 75 72 3 98 68 94 58 79 62 6 29 35 23 35 34 25 58 21 84 67 43 80 58 71 7 66 29 16 59 18 8 38 13 86 56 62 98 9 61 20 25 93 31 49 40 64 21 9 27 76 9 18 59 31 4 55 79 85 94
50 40 47 88 35 23 0 87 18 44 42 11 92 74 72 49 75 81 95 36 4 12 27 17 23 45 84 57 78 90 16 36 49 83 63 57 22 95 89 85 79 57 72 8 23 28 52 77 50 98 57 100 34 29 37 76 77 22 47 14 64 68 75 61 27 31 10 33 58 29 8 36 58 11 20 16 41 95 56 13 82 99 81 51 51 6 77 50 39 18 5 49 36 44 36 19 1 89 77 73 31 14 56 36 27 19 70 96 50 12 50 59 79 90 65 86 79 75 31 72 47 55 19 91 57 49 24 7 77 14 80 14 20 11 55 100 40 33 5 85 97 99 37 72 0 29 38 5 20 47 4 49 14 79 40 55 36 14 89 13
12 98 46 26 62 91 87 0 52 54 15 33 85 47 35 25 50 12 49 43 73 34 73 24 72 39 70 18 17 83 47 71 56 31 70 74 48 25 77 41 29 71 100 20 96 22 54 74 51 5 97 44 65 45 22 51 6 22 79 13 74 74 49 84 2 92 61 8 61 52 58 74 55 95 83 47 91 4 74 66 37 27 51 36 71 48 70 41 0 68 39 37 75 29 6 40 65 88 16 93 18 6 48 86 1 91 55 95 11 66 37 9 99 72 62 35 71 68 86 93 15 38 27 50 12 10 70 15 42 39 74 55 50 38 53 31 10 21 5 46 69 62 2 0 29 80 24 93 98 21 66 47 88 6 9 62 63 62 12 36
97 17 76 11 12 2 18 52 0 56 54 89 37 90 78 9 32 65 100 100 55 91 48 23 61 2 98 54 60 59 99 85 18 83 57 54 17 2 61 48 26 33 29 76 16 25 3 36 46 92 26 32 1 62 84 27 3 95 70 71 93 42 99 78 4 43 50 69 30 53 79 38 62 14 30 35 76 77 97 63 65 68 32 84 60 59 22 17 67 6 2 100 39 89 88 75 59 38 64 91 87 70 56 26 83 98 43 27 49 30 99 44 71 68 0 63 1 1 94 36 67 25 62 10 22 65 79 34 33 32 86 43 2 84 18 63 60 98 90 66 1 9 24 43 19 57 45 93 46 88 51 17 76 76 55 90 95 19 40 24
41 84 94 77 85 8 44 54 56 0 11 36 48 84 96 63 52 5 36 13 94 30 8 94 12 72 29 42 27 52 71 1 57 80 88 26 21 61 15 46 73 75 26 88 40 5 22 43 99 16 94 25 17 0 57 17 84 63 79 22 37 64 41 88 25 35 63 72 90 66 46 83 47 28 83 7 43 45 85 44 16 32 81 43 17 100 26 32 1 15 50 53 42 64 10 10 25 24 82 50 53 13 38 26 26 31 9 26 32 47 83 69 22 43 76 91 68 14 35 71 30 97 46 54 74 13 27 90 50 88 94 37 65 68 97 70 52 65 50 20 55 65 55 27 80 38 45 44 65 92 28 93 69 92 66 57 88 49 51 47
