160

0 25 29 71 33 40 37 75 2 70 62 96 2 91 30 26 35 8 13 25 30 0 9 20 84 21 43 62 75 74 60 1 79 86 49 56 66 21 30 20 0 82 31 18 62 7 86 56 74 86 69 11 75 22 27 81 74 4 73 41 84 2 54 85 57 22 69 71 83 41 76 9 59 80 81 9 50 66 71 22 64 95 48 3 90 14 7 42 58 35 93 90 34 37 59 83 4 17 79 72 57 40 40 76 7 2 91 3 98 49 10 69 75 87 30 74 81 25 85 17 84 16 34 83 53 5 2 70 56 53 53 28 21 54 48 9 18 45 78 87 33 74 62 71 46 35 88 92 51 92 8 31 67 94 82 67 7 32 7 35
25 0 51 27 0 98 92 68 18 5 91 71 90 75 55 85 29 65 27 42 93 37 99 15 14 55 70 64 4 61 60 67 65 68 62 85 80 44 4 21 71 59 91 92 31 82 56 63 7 96 27 89 92 2 2 58 91 64 63 28 26 53 88 70 45 21 89 60 77 47 81 55 83 56 32 96 69 98 25 24 75 94 87 32 3 96 67 84 89 67 2 61 47 81 73 65 45 25 34 74 48 97 92 76 99 56 78 71 33 16 62 60 71 97 11 42 11 91 69 27 94 5 31 76 7 1 41 39 2 28 39 46 18 47 95 23 27 12 35 2 67 56 66 5 2 7 50 5 81 58 90 66 15 22 13 80 74 7 84 44
29 51 0 27 15 24 23 5 96 46 24 78 69 11 29 58 1 55 11 75 54 39 75 24 10 40 1 66 88 38 17 46 59 48 49 52 62 13 79 71 34 22 25 60 61 88 2 78 14 8 28 5 48 6 26 72 63 77 54 51 52 9 48 39 73 91 22 16 10 81 85 21 83 56 36 52 50 28 41 96 96 41 53 29 39 28 19 37 66 12 13 86 96 82 54 26 59 31 74 14 82 64 30 3 49 9 48 87 67 68 97 85 58 95 56 16 94 52 17 33 87 75 27 23 39 96 85 10 13 22 75 79 53 47 86 33 10 35 67 80 38 1 72 24 69 73 6 61 92 79 65 45 72 0 11 73 39 2 51 95
71 27 27 0 29 36 78 31 69 94 68 79 52 24 99 16 6 82 2 38 63 3 51 37 14 63 77 23 61 18 26 0 84 53 24 51 53 87 72 18 31 65 1 35 9 12 37 72 95 10 66 99 14 19 74 94 77 12 44 12 33 57 61 16 49 69 9 7 98 6 50 90 81 92 85 43 71 84 59 97 63 21 37 20 96 16 82 51 44 54 1 3 23 16 25 35 35 65 29 29 28 21 11 87 2 7 12 23 82 31 21 16 92 51 10 78 74 36 78 76 79 80 12 57 72 77 52 69 72 64 98 64 49 82 3 46 46 97 55 11 79 48 85 19 86 89 48 94 55 97 61 38 27 47 83 73 100 24 13 57
33 0 15 29 0 58 52 93 50 28 8 16 52 84 68 92 2 31 40 58 17 73 45 91 86 37 59 41 12 41 98 24 51 69 24 39 18 79 77 47 8 44 37 84 31 85 6 71 66 14 33 51 48 53 94 75 83 41 64 93 46 65 60 51 96 18 44 7 6 12 91 11 74 27 18 81 1 2 66 9 30 98 10 49 41 63 43 12 68 32 36 41 95 15 20 13 42 79 45 94 62 30 100 93 70 100 38 27 32 17 46 81 51 77 53 23 39 91 26 55 90 23 60 53 43 24 26 46 58 91 6 84 34 38 70 82 46 22 26 75 18 68 99 13 41 16 67 62 74 95 75 39 73 74 96 70 70 96 52 7
40 98 24 36 58 0 53 99 19 89 62 82 26 97 11 21 61 58 59 57 72 18 25 38 57 15 50 94 69 12 4 79 82 2 41 97 55 64 22 25 14 29 42 53 14 88 77 62 57 93 42 42 87 12 24 93 82 74 24 30 97 60 28 29 70 100 80 7 77 46 73 99 4 88 81 42 97 60 82 65 9 31 20 6 80 80 57 33 37 3 36 53 83 29 63 27 69 84 14 55 46 19 15 5 25 92 14 42 2 23 47 30 54 72 52 91 73 81 95 51 64 56 13 56 19 71 93 50 35 12 24 58 80 96 97 71 70 24 3 32 61 55 18 69 52 20 62 87 73 90 19 33 4 27 91 8 78 95 49 18
37 92 23 78 52 53 0 90 52 78 96 59 0 39 57 87 56 48 26 18 12 41 76 66 26 52 1 20 34 19 6 13 58 93 1 10 80 20 42 63 81 37 19 75 14 12 86 19 32 35 15 25 0 79 55 7 61 37 38 21 25 13 19 45 50 77 54 89 26 30 90 41 29 71 63 97 20 65 10 3 96 70 26 48 66 87 78 14 10 16 92 77 19 60 93 83 97 79 36 56 85 40 18 91 43 86 7 7 65 7 11 47 72 79 14 43 86 16 27 27 13 22 90 14 46 80 100 6 83 77 16 79 94 30 40 76 44 62 83 16 35 72 75 98 45 33 1 71 19 2 17 86 88 77 3 8 21 33 89 38
75 68 5 31 93 99 90 0 37 56 82 71 6 87 12 2 42 6 64 72 30 15 56 85 93 44 84 59 75 23 66 7 59 14 72 97 99 40 93 53 0 89 31 100 76 15 65 39 43 41 2 85 15 66 35 96 68 42 48 92 89 88 35 31 60 54 81 66 95 61 47 56 79 91 39 49 87 25 11 67 39 58 9 76 71 54 98 94 65 52 20 29 45 83 27 61 67 65 89 55 100 59 80 76 79 19 56 91 69 24 56 33 62 9 3 39 10 3 89 89 74 50 15 72 100 39 41 99 37 24 72 73 24 71 75 35 100 48 14 16 88 82 71 74 19 7 94 42 10 85 50 65 8 56 47 84 92 41 50 42
2 18 96 69 50 19 52 37 0 20 36 29 92 76 6 9 70 56 58 86 59 41 31 79 59 17 62 56 80 98 72 71 4 0 97 34 14 94 43 16 0 10 23 82 68 96 94 2 12 21 63 81 22 10 85 59 77 80 87 44 78 11 1 0 25 41 70 90 100 91 98 46 95 100 68 25 60 93 80 76 45 89 7 30 66 28 41 67 28 47 72 65 77 98 83 52 73 54 32 76 73 30 25 7 64 48 60 47 46 98 51 69 28 40 38 51 3 53 6 84 73 46 48 70 30 46 31 44 75 83 43 22 61 38 60 40 72 89 62 78 5 86 48 88 36 56 10 70 2 55 95 11 49 89 27 64 42 72 72 97
70 5 46 94 28 89 78 56 20 0 78 98 7 42 5 19 50 71 35 70 85 25 41 26 88 74 15 62 56 44 1 50 8 75 79 35 26 21 53 43 26 98 73 91 97 59 17 49 36 9 5 31 66 94 92 23 51 75 82 59 38 32 81 82 37 64 24 20 7 36 71 58 24 96 58 35 45 3 21 19 91 98 78 78 6 88 68 73 61 19 48 18 25 41 80 10 28 38 73 45 98 43 7 7 49 84 29 62 78 72 12 90 58 98 56 52 91 12 60 17 58 83 50 55 5 24 11 2 90 52 23 74 10 4 76 18 19 47 59 79 63 100 78 73 91 32 99 74 21 2 10 71 33 20 55 40 25 32 10 85
62 91 24 68 8 62 96 82 36 78 0 18 21 69 65 73 28 96 67 87 27 40 31 71 67 93 35 31 78 93 75 70 6 61 20 15 27 32 49 39 29 79 66 25 82 65 99 35 45 98 62 70 52 88 38 20 89 93 65 20 10 33 11 18 34 93 88 2 52 26 80 39 18 72 9 40 54 68 34 12 27 65 53 26 66 66 40 27 27 45 91 36 59 82 9 69 19 25 34 86 47 91 48 23 96 2 58 9 25 18 80 69 61 12 86 96 36 77 42 66 7 56 62 83 19 91 23 30 66 35 73 55 96 33 93 32 12 44 54 90 35 96 26 41 1 9 96 47 97 64 85 30 28 49 88 54 9 50 47 65
96 71 78 79 16 82 59 71 29 98 18 0 97 62 17 46 36 18 24 60 74 45 41 57 38 47 100 96 87 26 87 79 73 45 53 73 71 28 62 52 83 87 83 18 35 32 8 1 29 45 52 48 15 20 90 78 41 22 30 28 11 58 98 77 88 2 14 7 8 13 30 38 1 35 87 67 41 21 57 0 20 58 34 80 95 94 39 39 32 2 60 12 9 90 29 95 25 72 83 79 100 86 20 40 82 80 9 64 19 71 59 77 1 89 22 55 21 53 53 8 22 2 49 25 53 98 79 59 41 88 75 80 15 31 73 71 94 78 75 42 38 65 33 25 2 54 100 99 31 5 8 8 18 5 13 51 63 80 51 90
2 90 69 52 52 26 0 6 92 7 21 97 0 20 94 4 73 98 70 87 87 3 80 60 47 42 81 49 26 82 61 37 83 28 62 14 59 49 14 4 34 24 27 97 12 29 93 27 100 49 56 14 33 82 12 71 51 16 78 62 69 60 26 88 62 9 80 61 24 71 92 76 52 8 79 83 56 55 88 31 49 95 15 22 23 23 98 97 44 20 91 2 47 38 0 11 2 72 8 31 20 94 80 82 66 27 45 60 77 72 34 1 90 34 95 7 31 15 8 68 29 70 2 68 12 26 62 8 15 42 79 98 81 40 66 30 72 49 90 1 12 100 52 44 30 15 50 32 46 69 45 88 55 61 5 86 20 34 84 81
