20

0 33 65 4 3 41 58 52 66 76 54 92 42 55 80 32 77 63 30 30
33 0 74 0 12 74 35 14 93 0 13 6 11 15 94 46 23 32 67 68
65 74 0 24 24 16 91 77 51 43 5 24 96 97 72 37 50 96 94 27
4 0 24 0 87 26 81 62 15 52 11 51 55 9 53 10 61 88 62 79
3 12 24 87 0 56 52 81 38 20 26 51 74 61 34 59 66 22 84 16
41 74 16 26 56 0 24 55 64 35 47 77 33 8 22 0 65 43 60 58
58 35 91 81 52 24 0 69 25 36 69 91 25 77 95 57 97 81 2 2
52 14 77 62 81 55 69 0 22 90 25 100 10 81 83 75 40 65 97 15
66 93 51 15 38 64 25 22 0 67 77 94 91 13 49 11 60 74 53 41
76 0 43 52 20 35 36 90 67 0 2 7 35 16 56 32 14 21 2 2
54 13 5 11 26 47 69 25 77 2 0 22 43 64 71 40 9 85 84 97
92 6 24 51 51 77 91 100 94 7 22 0 85 3 16 49 23 32 2 38
42 11 96 55 74 33 25 10 91 35 43 85 0 1 20 12 73 66 90 33
55 15 97 9 61 8 77 81 13 16 64 3 1 0 58 34 77 96 34 17
80 94 72 53 34 22 95 83 49 56 71 16 20 58 0 7 21 73 50 18
32 46 37 10 59 0 57 75 11 32 40 49 12 34 7 0 15 74 26 36
77 23 50 61 66 65 97 40 60 14 9 23 73 77 21 15 0 16 55 98
63 32 96 88 22 43 81 65 74 21 85 32 66 96 73 74 16 0 93 65
30 67 94 62 84 60 2 97 53 2 84 2 90 34 50 26 55 93 0 88
30 68 27 79 16 58 2 15 41 2 97 38 33 17 18 36 98 65 88 0

0 81 3 46 69 27 59 70 14 67 92 2 93 60 42 16 44 65 83 37
81 0 88 60 30 56 71 96 82 6 83 88 98 4 98 24 86 80 71 17
3 88 0 62 97 41 57 52 70 13 88 7 62 47 55 0 30 78 41 51
46 60 62 0 64 44 1 48 97 16 98 67 46 32 59 86 84 23 72 94
69 30 97 64 0 92 84 71 60 2 45 15 55 40 80 28 72 94 37 5
27 56 41 44 92 0 57 8 14 86 76 59 32 28 30 85 77 12 23 78
59 71 57 1 84 57 0 46 62 80 81 31 90 3 67 50 19 4 28 68
70 96 52 48 71 8 46 0 14 64 74 15 56 81 12 77 27 33 39 60
14 82 70 97 60 14 62 14 0 16 73 46 21 38 87 87 65 39 83 97
67 6 13 16 2 86 80 64 16 0 66 78 1 28 36 69 94 16 88 9
92 83 88 98 45 76 81 74 73 66 0 96 56 0 42 3 51 89 69 68
2 88 7 67 15 59 31 15 46 78 96 0 11 93 39 3 89 14 24 86
93 98 62 46 55 32 90 56 21 1 56 11 0 64 85 41 61 93 13 25
60 4 47 32 40 28 3 81 38 28 0 93 64 0 15 37 75 58 12 98
42 98 55 59 80 30 67 12 87 36 42 39 85 15 0 64 39 67 18 19
16 24 0 86 28 85 50 77 87 69 3 3 41 37 64 0 67 29 5 59
44 86 30 84 72 77 19 27 65 94 51 89 61 75 39 67 0 49 17 54
65 80 78 23 94 12 4 33 39 16 89 14 93 58 67 29 49 0 96 60
83 71 41 72 37 23 28 39 83 88 69 24 13 12 18 5 17 96 0 70
37 17 51 94 5 78 68 60 97 9 68 86 25 98 19 59 54 60 70 0
