120

0 81 60 15 74 56 63 6 57 35 95 42 27 30 60 58 29 73 24 23 54 84 35 31 82 35 62 23 67 85 13 63 36 6 76 40 50 38 42 12 15 14 99 23 2 86 70 10 14 35 20 18 38 53 48 43 78 68 75 26 54 83 14 18 33 22 85 59 76 78 99 16 69 87 28 43 22 15 39 78 87 54 90 5 25 69 49 57 95 73 14 50 88 58 57 94 64 4 60 75 14 85 30 66 29 60 99 8 92 65 30 6 84 96 9 93 22 71 17 14
81 0 18 83 1 33 28 52 65 7 59 16 98 73 32 54 65 51 90 73 48 98 65 18 63 44 9 69 11 8 79 2 89 47 59 13 39 20 28 66 8 44 10 40 86 95 36 56 77 24 73 28 93 96 53 97 82 76 66 73 4 98 24 52 13 75 49 87 62 64 75 59 59 7 37 90 46 56 11 91 60 10 68 5 38 2 47 46 33 100 21 84 62 3 86 66 79 5 13 72 0 10 28 23 62 62 49 82 38 0 36 64 51 70 93 55 22 92 70 75
60 18 0 48 18 9 22 10 53 21 87 66 3 26 4 30 64 3 49 26 100 68 24 5 66 48 87 63 48 98 99 51 4 49 5 16 56 51 40 43 52 69 79 10 37 86 15 71 74 28 100 1 39 74 30 95 38 23 20 32 37 86 66 44 45 66 52 0 12 8 15 62 36 91 96 23 32 34 53 43 13 39 34 65 86 76 49 25 12 3 1 18 45 4 21 24 58 49 100 89 81 56 23 62 66 56 38 62 25 21 93 95 41 14 97 3 53 45 42 74
15 83 48 0 82 65 21 38 43 29 52 20 48 8 87 64 74 97 56 62 1 88 17 92 14 2 83 77 70 75 24 31 61 27 13 5 26 59 7 99 45 42 50 4 0 60 56 86 41 62 23 88 75 60 94 65 97 13 49 45 8 2 11 46 58 100 42 14 57 69 47 59 90 41 42 60 24 73 51 92 74 9 31 40 1 10 37 60 42 91 1 58 79 36 86 79 67 62 54 47 92 12 74 32 24 60 49 22 84 3 57 0 5 23 80 38 70 78 67 53
74 1 18 82 0 83 27 71 77 77 3 97 53 51 56 98 41 58 54 70 31 32 39 69 38 69 100 26 20 99 90 91 81 4 56 24 69 40 65 99 65 56 3 21 27 4 44 16 55 4 9 93 5 40 30 52 60 55 86 62 40 48 27 43 75 100 3 14 14 41 5 12 53 45 27 92 16 0 83 88 76 90 19 26 69 72 67 6 18 63 89 32 5 76 37 89 51 92 3 92 44 11 81 16 44 52 23 92 66 61 74 45 79 8 89 87 2 94 90 41
56 33 9 65 83 0 74 56 42 88 60 84 48 17 45 13 72 46 94 78 1 45 91 46 100 50 59 96 22 10 89 56 11 99 36 46 16 39 80 70 36 39 37 50 76 43 71 25 43 20 98 27 76 9 85 69 47 40 11 17 40 8 38 22 52 53 7 13 75 40 47 5 80 48 94 60 3 8 0 2 10 26 81 6 68 47 97 96 30 98 33 62 10 55 84 24 24 94 33 62 89 34 11 66 86 45 29 33 47 69 53 41 2 85 52 87 60 11 4 88
63 28 22 21 27 74 0 40 82 64 40 31 70 77 57 88 24 10 46 57 19 11 44 59 87 35 18 49 83 48 1 28 37 43 27 11 73 57 38 94 9 27 3 81 31 58 47 79 32 81 27 70 96 68 5 9 31 17 93 30 6 97 70 81 82 18 22 65 66 94 86 21 53 12 2 45 56 30 0 80 1 33 61 90 97 17 10 22 55 4 30 39 74 18 6 93 58 55 64 52 19 66 32 99 25 21 27 97 16 93 82 51 67 1 85 82 13 17 0 84
6 52 10 38 71 56 40 0 2 54 13 81 13 73 31 32 57 91 77 77 22 48 19 74 28 36 63 4 80 74 51 80 80 16 73 28 78 39 98 40 21 2 67 16 85 68 64 67 53 75 4 29 55 78 100 12 94 1 6 37 72 61 54 86 33 33 38 18 9 64 74 54 83 88 15 96 35 61 5 5 36 29 61 27 83 68 92 35 10 42 11 79 39 4 36 21 98 80 73 4 54 93 20 21 63 100 84 5 48 80 0 74 47 16 71 64 85 71 11 15
57 65 53 43 77 42 82 2 0 31 90 77 68 89 7 49 10 3 12 67 85 53 96 43 65 68 54 88 27 68 30 60 46 63 21 1 43 33 68 55 97 77 62 52 26 56 100 10 30 39 100 83 49 37 42 31 61 15 2 98 100 100 45 49 1 26 17 83 29 93 47 38 64 59 82 66 90 0 29 26 47 98 31 19 11 3 90 23 57 22 57 93 16 81 5 44 89 68 31 64 12 81 52 74 64 51 65 6 38 7 13 79 78 21 56 98 84 92 60 53
35 7 21 29 77 88 64 54 31 0 33 8 78 60 46 78 33 72 64 12 30 45 87 36 71 87 84 66 11 64 10 70 66 54 68 42 77 91 16 34 48 31 65 36 45 92 23 17 18 63 9 43 49 87 69 56 52 87 98 20 19 45 69 3 10 51 54 31 33 73 33 75 0 96 34 0 90 94 73 14 20 60 2 5 100 5 15 88 81 66 71 38 94 47 16 91 59 39 91 34 74 14 81 12 68 72 65 41 65 53 3 32 33 98 39 70 86 32 77 95
