180

0 100 46 7 8 50 83 47 53 54 68 86 28 82 19 9 85 19 91 93 18 62 16 28 24 34 70 32 80 14 83 9 22 86 28 0 45 10 44 20 74 89 3 65 22 2 74 52 60 68 69 71 61 97 39 70 65 76 58 4 78 94 24 54 59 59 26 8 67 49 35 19 90 83 8 3 95 87 57 36 98 61 73 46 54 51 96 62 83 77 80 90 69 22 61 80 81 3 68 66 91 53 50 62 26 49 84 27 45 15 65 86 22 53 33 53 57 24 89 38 49 91 86 16 64 20 23 36 24 1 44 36 29 80 100 18 90 51 90 4 20 65 4 53 48 50 45 34 28 98 27 19 21 35 51 66 43 93 21 86 50 1 7 46 91 27 19 77 74 46 44 38 99 54 48 4 35 47 22 92
100 0 36 95 68 30 92 76 99 58 89 42 0 91 4 45 14 66 25 36 10 5 69 76 36 92 6 35 49 41 92 16 0 23 65 4 35 70 54 1 5 63 58 49 60 53 49 87 34 36 38 66 22 5 97 51 53 15 84 62 29 43 85 97 50 96 9 75 96 62 93 62 45 75 33 1 80 87 18 90 0 5 34 92 78 38 69 53 81 12 30 31 47 40 64 68 35 34 78 36 83 71 2 22 76 83 76 78 61 19 74 8 91 67 62 16 78 10 7 58 6 89 56 86 87 34 65 22 46 54 92 17 57 34 79 71 35 31 57 41 31 56 89 34 45 19 7 15 24 79 6 70 97 36 8 17 48 7 66 79 45 46 97 50 45 78 46 16 16 22 82 64 24 61 55 42 55 82 44 39
46 36 0 78 91 79 46 58 79 79 57 91 44 13 11 97 96 34 73 25 6 8 78 86 47 38 1 46 61 60 10 6 23 79 12 57 81 3 26 68 7 16 26 61 92 54 32 65 32 56 8 54 39 16 64 82 7 5 26 24 60 1 93 84 97 12 26 74 62 23 39 42 28 71 81 25 89 21 82 19 73 73 94 71 10 25 45 93 5 16 42 91 59 11 21 28 7 64 37 93 33 38 56 19 17 38 55 82 8 47 51 29 22 73 35 8 88 64 16 32 63 85 59 73 87 17 16 60 6 5 87 89 64 66 68 8 22 30 14 13 73 84 97 16 80 80 82 0 93 42 53 15 77 27 57 51 91 12 77 3 17 23 74 97 9 60 45 19 95 8 37 100 23 54 9 71 65 96 14 92
7 95 78 0 95 13 35 8 70 59 18 43 92 6 19 32 15 41 13 64 64 2 54 40 94 54 64 33 22 8 52 0 47 4 58 53 2 39 13 64 32 45 66 64 4 70 60 2 43 40 48 35 91 50 28 77 29 22 50 59 71 3 39 84 30 43 74 61 2 85 77 48 2 95 24 37 37 64 26 54 30 91 54 39 77 0 98 95 39 58 82 76 76 34 95 38 34 69 84 48 13 73 96 61 27 25 60 85 84 59 25 94 32 28 30 29 12 80 16 34 11 51 47 5 81 44 81 63 100 23 77 3 97 68 95 26 75 69 73 50 61 59 48 9 46 96 93 4 14 92 15 31 34 1 87 43 81 3 2 51 37 20 25 63 23 10 62 19 50 84 64 68 98 53 66 27 75 51 1 56
8 68 91 95 0 85 14 5 62 33 91 4 100 35 35 95 99 69 44 16 7 19 21 80 17 52 71 9 3 95 17 8 86 24 78 0 57 67 99 28 76 49 36 31 65 99 46 19 17 94 68 18 94 87 83 29 41 77 69 4 2 29 33 21 4 56 31 8 58 96 56 16 30 85 62 26 89 35 55 17 3 2 90 80 52 86 94 0 78 1 28 8 68 17 28 13 30 6 53 23 100 75 70 53 2 13 40 19 40 72 82 12 69 99 49 79 64 74 4 40 5 21 2 57 17 96 7 24 69 10 44 44 73 43 0 33 26 93 32 91 64 94 38 88 70 36 100 91 89 50 2 96 73 81 4 50 78 6 74 44 72 10 57 67 50 26 62 12 26 76 69 8 19 100 82 88 32 5 54 74
50 30 79 13 85 0 84 62 64 0 24 47 57 86 87 62 3 20 13 23 70 17 71 18 29 71 65 97 32 95 76 45 3 64 73 68 1 83 36 1 40 75 66 83 70 100 29 71 28 31 29 5 66 73 17 90 91 39 65 60 0 56 13 66 53 23 9 58 21 29 69 85 20 88 45 40 17 20 76 89 54 12 77 21 73 28 64 1 15 64 0 18 72 12 80 6 85 47 7 14 8 82 23 49 31 79 40 48 85 75 37 92 67 57 15 57 25 69 74 28 99 18 19 18 31 42 16 36 34 77 53 44 16 0 47 69 82 86 27 42 22 18 80 69 39 3 86 36 94 45 71 11 47 11 34 52 85 42 85 31 4 46 21 51 73 80 84 34 0 63 15 22 53 19 58 74 96 6 30 59
83 92 46 35 14 84 0 3 4 97 12 25 81 97 13 74 52 54 58 53 33 52 33 88 85 93 72 97 98 77 51 84 20 8 76 39 37 22 43 78 82 40 19 80 19 13 88 39 78 76 27 93 3 79 19 39 64 48 52 36 97 93 0 16 0 75 33 100 81 13 12 41 81 78 21 93 60 76 61 40 61 70 7 35 63 21 33 70 87 61 12 8 11 38 32 20 58 57 72 7 68 3 61 21 57 1 91 46 69 8 50 40 65 37 70 35 43 84 74 96 8 13 56 86 23 90 88 6 50 7 90 24 23 72 42 96 5 19 32 92 93 79 26 98 49 93 6 61 13 44 26 48 49 85 94 40 65 52 36 98 82 33 1 3 15 15 90 20 51 42 67 1 65 96 41 65 67 49 33 57
47 76 58 8 5 62 3 0 27 58 96 37 40 13 44 92 61 77 29 64 67 88 89 59 0 55 86 5 37 22 39 87 97 34 62 37 36 38 73 25 24 83 25 85 43 71 97 19 100 61 27 66 19 71 16 94 55 72 93 83 91 47 5 64 48 92 9 62 74 33 30 41 37 97 31 94 20 92 76 51 30 15 66 25 41 13 64 83 49 44 58 54 37 6 76 86 85 38 80 68 36 76 4 35 72 62 64 39 29 2 15 22 92 12 80 85 85 39 85 47 14 90 86 5 34 80 56 31 17 42 73 16 59 62 96 64 96 71 53 71 46 13 27 7 38 84 93 48 12 66 60 96 16 97 3 20 42 59 71 82 58 10 4 6 62 48 75 16 67 83 70 43 1 57 64 85 55 31 44 83
53 99 79 70 62 64 4 27 0 30 84 58 20 67 99 13 39 25 97 27 54 73 98 81 37 14 54 28 49 59 89 0 42 59 87 21 1 86 32 81 11 25 31 50 52 6 95 57 59 94 92 51 35 68 85 66 89 74 66 85 0 3 41 82 66 85 84 61 48 85 39 87 28 25 24 75 64 87 38 27 66 88 83 52 12 98 19 25 50 74 81 9 33 10 35 88 43 20 82 32 83 99 2 52 64 14 94 49 73 25 51 72 81 40 18 90 7 34 48 91 39 65 25 28 26 12 94 55 91 94 86 31 6 45 97 87 85 4 34 95 64 65 51 86 71 52 5 8 2 54 17 13 5 57 27 75 91 38 95 3 10 48 92 50 65 60 59 58 55 87 69 74 30 64 15 20 94 49 54 91
54 58 79 59 33 0 97 58 30 0 65 72 9 40 93 23 70 60 46 86 4 31 47 34 8 50 62 93 69 2 80 6 25 80 95 49 92 16 7 91 19 67 65 54 53 60 87 78 75 63 50 97 49 41 61 4 13 46 18 16 28 32 99 54 44 73 72 1 51 7 63 36 29 91 78 78 87 28 12 63 24 96 39 70 49 90 22 65 19 98 13 46 3 34 49 69 7 5 69 5 96 84 69 21 10 2 67 44 54 88 18 88 26 70 68 73 13 69 53 71 90 91 24 40 42 32 37 97 77 64 90 16 85 4 2 27 83 8 9 23 28 12 13 96 95 69 74 86 62 78 39 56 66 31 55 99 28 42 31 10 45 47 77 42 88 12 2 80 3 43 70 14 85 90 62 20 88 96 98 82
