140

0 95 35 98 70 9 7 62 99 14 73 95 95 1 72 91 26 53 59 28 50 65 66 81 11 19 62 81 24 8 23 7 73 83 85 57 23 60 9 33 47 87 4 70 32 60 88 97 89 75 42 35 31 45 40 5 60 78 4 83 59 75 24 55 80 30 97 65 6 63 76 67 54 18 44 79 83 90 58 47 84 12 64 62 63 68 63 58 57 23 40 40 82 16 81 32 1 95 34 57 77 47 52 65 26 2 33 99 67 63 57 82 100 40 46 2 81 84 5 26 68 10 30 29 72 44 78 13 36 46 65 63 1 83 76 41 95 12 57 19
95 0 47 49 43 89 54 65 75 5 10 26 2 94 1 26 0 67 39 15 98 63 5 82 0 8 24 4 95 25 79 73 35 50 3 10 46 60 83 91 6 3 23 35 72 7 61 22 69 18 35 6 12 73 31 29 52 47 26 10 41 6 88 11 25 50 42 4 61 74 14 26 84 54 56 37 16 52 28 37 87 27 6 76 88 58 2 4 53 44 39 52 45 98 80 26 60 1 50 21 26 62 22 26 83 77 33 67 51 11 24 79 65 20 91 47 42 45 46 1 80 84 84 88 2 2 61 13 4 78 50 55 17 51 9 49 45 47 2 29
35 47 0 57 70 61 57 99 10 49 97 33 90 17 75 67 13 54 26 37 0 12 37 53 66 61 17 9 87 61 56 53 18 40 44 36 74 89 71 97 45 1 66 59 29 65 63 9 29 37 80 21 88 59 87 60 22 52 10 70 45 14 33 27 93 42 28 44 85 97 6 92 27 8 45 30 19 30 16 75 27 28 86 19 30 68 45 1 92 77 58 66 60 16 23 66 50 47 99 45 61 75 72 6 33 56 64 18 47 3 35 38 79 31 30 83 34 8 92 88 78 8 74 33 84 22 69 13 90 85 1 97 20 53 5 6 97 88 66 33
98 49 57 0 91 51 10 93 8 56 92 42 51 92 14 88 12 70 82 80 12 75 100 73 84 40 21 61 0 20 79 43 1 60 94 4 31 90 73 40 61 44 55 59 72 53 74 45 44 71 49 98 40 24 12 82 80 79 34 40 63 46 83 12 34 1 11 59 74 85 26 54 44 18 30 90 3 42 14 68 68 81 51 25 35 85 90 78 92 53 98 52 75 70 74 52 53 28 48 82 48 33 70 1 68 61 10 53 78 63 91 70 79 91 72 92 32 48 72 69 58 69 20 39 79 99 81 74 9 44 89 42 69 49 96 63 24 0 90 27
70 43 70 91 0 86 100 51 91 48 21 84 72 49 24 53 27 29 7 29 78 44 18 65 84 26 77 92 25 86 18 12 40 89 50 33 57 45 24 37 11 70 23 38 81 99 69 73 12 77 70 29 30 26 66 40 2 44 68 53 58 79 18 13 17 24 84 33 52 45 34 40 29 1 73 95 80 50 62 76 84 27 79 20 26 21 77 62 96 96 96 87 64 79 5 87 100 33 100 39 96 41 29 91 27 35 68 30 93 48 0 23 85 40 29 22 81 28 47 44 99 15 8 2 93 45 49 79 91 26 55 17 59 25 9 24 24 79 18 73
9 89 61 51 86 0 31 50 57 64 94 97 18 59 1 84 66 3 42 31 8 28 56 16 34 98 75 85 43 13 28 39 81 14 46 49 18 1 83 38 85 16 39 36 97 0 0 68 44 42 45 14 56 99 33 31 60 22 16 18 42 39 31 11 57 61 75 7 32 59 32 39 28 62 54 75 75 13 22 51 17 49 60 42 91 82 2 84 52 78 97 46 72 53 48 51 90 25 92 99 67 98 79 1 51 64 3 73 68 82 84 81 15 58 35 100 95 98 96 86 31 47 57 15 85 51 89 89 13 70 87 89 44 68 80 34 79 52 39 20
7 54 57 10 100 31 0 95 35 92 35 36 46 15 18 79 93 33 35 82 45 39 37 66 80 17 36 42 90 5 45 20 85 62 35 100 50 69 38 3 21 12 23 19 76 81 59 42 37 43 42 17 53 76 13 77 83 3 26 77 51 72 43 88 98 94 84 6 80 69 62 57 46 80 20 4 51 32 1 21 86 85 97 59 60 81 35 28 75 96 69 6 79 74 6 52 13 8 18 60 47 54 86 2 39 42 13 17 84 94 80 8 53 60 16 22 38 62 32 23 78 92 31 4 72 26 19 62 9 10 64 16 47 24 95 99 20 49 0 100
62 65 99 93 51 50 95 0 91 18 29 85 68 17 36 61 0 88 35 16 37 86 44 65 33 30 19 71 46 80 73 62 83 85 72 23 91 40 38 75 6 43 33 99 54 31 99 75 27 49 39 38 27 3 77 11 18 40 63 34 18 52 7 89 30 62 60 65 37 22 51 97 24 79 25 76 41 91 61 2 38 99 23 17 70 72 11 51 66 96 18 20 45 89 61 50 81 84 22 1 65 60 39 95 54 65 21 42 12 61 2 100 40 50 43 96 33 68 14 12 4 77 41 47 6 46 100 41 45 62 46 46 5 29 90 74 37 73 57 29
99 75 10 8 91 57 35 91 0 12 73 62 26 40 78 3 49 37 75 88 87 63 56 0 40 57 59 15 63 51 1 13 32 62 12 9 51 33 91 53 3 98 75 35 20 68 21 33 14 85 63 52 8 88 2 68 55 3 19 77 91 19 22 81 96 19 44 15 13 9 98 67 67 52 73 88 2 18 71 52 88 60 29 10 0 91 91 61 41 88 17 26 12 99 19 5 16 48 29 7 55 6 41 98 6 72 92 74 74 38 71 28 76 44 87 22 48 44 32 84 65 26 81 64 64 98 56 60 73 42 13 64 73 44 22 56 88 48 90 93
14 5 49 56 48 64 92 18 12 0 37 25 81 10 38 2 45 86 5 93 97 5 42 89 96 99 86 64 5 46 22 13 87 9 4 28 30 52 10 88 84 71 75 40 58 6 77 46 83 97 48 16 10 58 41 66 61 94 78 82 46 24 11 86 6 44 86 77 12 88 92 97 24 84 37 68 61 51 14 55 37 90 73 7 36 6 56 21 9 41 76 41 4 13 13 13 76 62 15 72 95 12 33 84 22 39 99 47 76 2 100 80 75 77 62 42 11 73 33 41 9 39 38 44 44 59 87 14 92 81 33 54 22 50 47 34 3 26 93 96
