140

0 55 57 48 14 37 35 98 58 74 35 60 20 17 78 5 88 27 46 1 71 88 26 65 24 68 83 88 78 7 14 47 52 21 29 93 8 79 64 31 94 46 88 11 13 63 89 94 29 29 10 18 45 23 42 69 15 84 93 70 43 95 57 46 82 73 93 15 95 45 19 97 66 93 87 85 27 60 62 78 74 25 60 23 47 73 87 48 86 72 2 31 72 30 30 81 7 80 4 37 81 35 37 45 75 12 66 88 31 93 52 60 35 9 67 2 56 11 87 4 50 97 55 97 62 85 92 87 3 15 26 54 87 40 30 45 60 2 5 46
55 0 56 63 8 90 56 86 99 56 62 37 39 69 45 61 30 38 23 63 36 29 91 86 22 19 78 17 67 30 12 27 48 99 89 13 98 56 66 31 41 43 7 52 98 20 25 92 43 98 3 80 87 94 0 36 97 93 33 20 40 53 30 81 95 21 97 18 6 14 34 24 25 75 51 55 1 60 39 92 95 47 43 4 36 62 76 84 15 70 32 16 79 22 63 51 27 35 51 78 39 30 67 25 4 61 70 23 26 42 81 81 46 63 50 27 34 90 80 88 29 22 82 85 57 79 7 39 0 94 25 74 82 45 99 36 43 31 36 44
57 56 0 52 77 64 25 80 20 30 54 76 47 28 71 73 40 100 11 61 88 44 95 13 3 18 100 1 42 1 62 72 77 10 26 50 38 6 21 48 97 10 98 71 24 14 84 57 42 99 13 71 63 61 82 9 47 43 34 98 64 0 84 6 45 66 44 13 7 51 44 29 11 78 22 76 80 86 73 24 63 15 96 58 16 70 30 6 47 75 70 11 63 67 57 85 6 25 15 27 19 32 26 86 24 6 4 79 100 86 65 6 14 34 96 52 0 33 6 13 12 79 88 38 89 34 66 85 92 24 56 52 40 55 28 76 88 83 47 6
48 63 52 0 43 42 46 14 14 61 41 51 89 19 22 16 30 52 34 4 45 78 94 85 5 86 72 38 3 31 98 17 23 35 56 40 24 55 64 9 98 37 88 45 76 59 65 59 79 86 57 55 84 94 70 88 24 43 14 94 87 45 50 19 8 40 21 5 43 18 50 8 4 21 75 75 31 92 27 39 83 53 56 99 87 84 69 72 45 28 69 42 38 55 96 13 24 85 48 71 11 80 41 25 83 92 3 66 35 72 8 79 50 61 14 21 9 35 6 76 83 100 6 45 39 57 74 78 2 7 79 5 63 23 73 98 57 82 95 22
14 8 77 43 0 84 96 27 29 52 99 72 29 29 37 72 51 18 16 52 45 30 68 50 87 28 32 87 10 63 90 68 43 45 65 34 99 65 85 35 85 29 67 77 28 51 0 30 13 33 72 22 0 94 66 21 65 20 64 0 52 92 89 90 79 87 3 79 31 73 95 38 97 100 72 75 14 93 12 29 76 30 37 69 64 15 35 94 15 19 21 31 70 25 92 92 94 95 57 68 69 9 70 57 54 35 34 9 35 85 74 2 95 36 100 52 5 83 75 12 27 87 30 22 72 89 8 52 20 42 15 97 37 98 90 57 83 50 85 91
37 90 64 42 84 0 32 81 53 91 63 33 92 32 46 53 54 75 63 15 21 16 81 7 68 73 94 96 80 82 87 12 48 43 11 81 42 27 30 92 24 99 2 5 61 79 53 73 60 3 91 23 25 41 27 17 13 81 25 73 2 26 91 19 80 23 46 65 40 0 26 70 1 80 24 80 66 92 77 8 22 8 9 83 80 51 35 19 54 76 39 86 23 60 62 98 94 100 63 29 88 48 49 74 98 11 92 98 77 54 10 97 16 57 12 76 5 50 74 7 90 11 36 91 5 91 25 10 69 33 86 26 69 100 90 41 7 55 5 7
35 56 25 46 96 32 0 32 83 9 40 48 3 100 15 38 67 54 70 2 4 12 79 73 23 29 59 85 57 97 65 27 5 13 98 11 61 78 96 73 72 96 43 37 83 55 25 40 56 1 54 93 34 67 91 96 97 21 20 46 58 35 42 65 33 58 94 15 90 77 24 76 29 11 1 15 93 14 95 47 64 26 70 18 72 46 8 95 0 32 42 26 1 92 20 9 41 5 3 42 32 57 48 89 47 40 35 88 59 64 53 100 65 42 2 21 35 32 9 1 11 30 81 76 47 87 13 14 30 96 19 32 35 93 65 58 30 63 53 18
98 86 80 14 27 81 32 0 99 61 30 18 53 96 47 9 54 15 13 60 25 89 38 0 44 87 94 31 26 46 34 3 93 94 100 28 14 90 61 34 94 69 61 81 82 47 42 34 63 0 70 62 50 25 30 20 48 18 15 36 21 13 53 76 54 84 47 67 37 0 78 75 39 39 19 74 100 93 15 76 98 11 32 67 5 65 50 49 62 13 68 23 73 68 25 37 3 60 63 86 86 100 45 33 63 57 88 31 56 56 8 76 80 69 77 56 78 68 56 23 94 65 80 1 49 97 61 92 19 10 33 35 65 47 59 47 8 100 96 47
58 99 20 14 29 53 83 99 0 54 15 55 74 35 80 87 49 32 47 59 59 27 39 61 57 1 83 17 73 49 49 82 92 45 4 10 81 15 63 55 34 44 74 66 5 53 39 29 28 67 56 63 81 14 9 95 84 69 27 98 48 22 67 91 30 67 95 95 82 90 67 48 15 20 12 96 35 97 77 59 40 27 66 10 3 4 0 45 17 64 65 63 39 33 88 48 63 22 72 82 3 43 51 56 30 74 61 11 65 82 96 40 52 19 38 16 52 68 49 1 86 25 3 21 46 20 10 87 99 95 59 88 8 57 62 26 68 99 24 13
74 56 30 61 52 91 9 61 54 0 51 63 29 46 94 84 61 40 50 86 49 87 67 53 71 87 35 77 86 7 79 66 69 59 82 67 3 4 53 3 3 14 61 18 86 81 58 3 67 3 56 95 88 78 32 19 36 31 100 27 58 32 95 87 53 55 11 33 47 100 23 84 54 58 38 47 40 95 92 14 27 70 51 46 66 86 3 3 56 84 82 43 78 19 98 22 17 67 71 99 96 80 2 87 91 62 24 71 75 71 11 58 96 53 85 97 61 8 2 14 27 33 52 73 84 63 18 18 31 97 91 23 0 7 7 42 20 73 81 44
