18

0   7   18   1   4   4   7   1   5   18   25   7   0   16   20   1   19   13
7   0   21   13   2   22   23   16   18   17   10   1   23   8   8   14   7   3
18   21   0   3   8   10   16   9   21   13   4   4   25   0   7   22   20   14
1   13   3   0   6   0   7   16   13   15   7   24   17   24   25   19   4   22
4   2   8   6   0   9   15   18   7   12   22   14   16   3   25   11   15   7
4   22   10   0   9   0   15   13   25   8   21   23   16   0   24   6   25   15
7   23   16   7   15   15   0   24   16   16   21   15   12   9   22   10   0   3
1   16   9   16   18   13   24   0   9   0   8   5   10   5   19   24   11   14
5   18   21   13   7   25   16   9   0   5   18   19   17   17   19   0   21   8
18   17   13   15   12   8   16   0   5   0   18   10   19   14   22   9   21   22
25   10   4   7   22   21   21   8   18   18   0   5   1   25   24   11   22   9
7   1   4   24   14   23   15   5   19   10   5   0   3   22   19   7   1   13
0   23   25   17   16   16   12   10   17   19   1   3   0   20   8   6   6   14
16   8   0   24   3   0   9   5   17   14   25   22   20   0   11   0   17   0
20   8   7   25   25   24   22   19   19   22   24   19   8   11   0   12   16   1
1   14   22   19   11   6   10   24   0   9   11   7   6   0   12   0   3   25
19   7   20   4   15   25   0   11   21   21   22   1   6   17   16   3   0   11
13   3   14   22   7   15   3   14   8   22   9   13   14   0   1   25   11   0

0   31   44   12   28   42   7   19   38   14   70   44   19   25   44   42   23   38
31   0   13   43   3   15   36   12   11   39   43   49   50   54   13   11   26   7
44   13   0   56   16   22   49   25   18   32   50   62   63   67   2   12   21   8
12   43   56   0   40   48   7   31   46   26   66   40   15   21   56   54   35   50
28   3   16   40   0   14   33   13   10   40   42   46   47   51   16   14   27   10
42   15   22   48   14   0   41   27   4   54   28   54   55   59   20   10   41   14
7   36   49   7   33   41   0   24   39   19   63   37   14   18   49   47   28   43
19   12   25   31   13   27   24   0   23   27   55   37   38   42   25   23   14   19
38   11   18   46   10   4   39   23   0   50   32   52   53   57   16   8   37   10
14   39   32   26   40   54   19   27   50   0   82   56   33   37   34   44   13   40
70   43   50   66   42   28   63   55   32   82   0   32   51   45   48   38   69   42
44   49   62   40   46   54   37   37   52   56   32   0   25   19   62   60   43   56
19   50   63   15   47   55   14   38   53   33   51   25   0   6   63   61   42   57
25   54   67   21   51   59   18   42   57   37   45   19   6   0   67   65   46   61
44   13   2   56   16   20   49   25   16   34   48   62   63   67   0   10   21   6
42   11   12   54   14   10   47   23   8   44   38   60   61   65   10   0   31   4
23   26   21   35   27   41   28   14   37   13   69   43   42   46   21   31   0   27
38   7   8   50   10   14   43   19   10   40   42   56   57   61   6   4   27   0
