13

0   18   20   5   17   14   14   3   0   18   25   20   19
18   0   23   16   22   11   19   21   2   17   9   2   18
20   23   0   21   10   11   23   16   25   0   8   6   2
5   16   21   0   14   17   2   19   17   9   3   7   14
17   22   10   14   0   7   1   19   21   7   20   15   14
14   11   11   17   7   0   13   2   7   5   17   9   2
14   19   23   2   1   13   0   22   18   21   12   22   6
3   21   16   19   19   2   22   0   10   10   20   7   20
0   2   25   17   21   7   18   10   0   21   2   6   21
18   17   0   9   7   5   21   10   21   0   12   5   0
25   9   8   3   20   17   12   20   2   12   0   24   11
20   2   6   7   15   9   22   7   6   5   24   0   7
19   18   2   14   14   2   6   20   21   0   11   7   0

0   49   17   33   31   10   23   24   43   24   14   63   34
49   0   44   26   34   45   72   59   32   41   39   26   69
17   44   0   18   14   7   40   31   50   31   5   70   41
33   26   18   0   8   23   56   43   32   25   19   52   53
31   34   14   8   0   21   54   41   40   23   17   60   51
10   45   7   23   21   0   33   32   51   32   6   71   42
23   72   40   56   54   33   0   13   40   31   37   46   15
24   59   31   43   41   32   13   0   27   18   26   39   10
43   32   50   32   40   51   40   27   0   19   45   20   37
24   41   31   25   23   32   31   18   19   0   26   39   28
14   39   5   19   17   6   37   26   45   26   0   65   36
63   26   70   52   60   71   46   39   20   39   65   0   43
34   69   41   53   51   42   15   10   37   28   36   43   0
