17

0   15   16   19   0   18   6   13   24   5   2   7   18   15   12   13   13
15   0   10   6   22   0   16   13   3   16   7   0   3   14   4   19   4
16   10   0   24   6   3   2   14   10   4   18   24   15   12   13   7   11
19   6   24   0   23   25   15   10   14   11   23   19   9   25   11   15   21
0   22   6   23   0   19   5   21   9   1   23   7   24   7   0   12   18
18   0   3   25   19   0   24   0   20   18   25   23   0   19   20   12   19
6   16   2   15   5   24   0   4   16   21   0   0   22   9   12   9   9
13   13   14   10   21   0   4   0   9   11   7   15   21   21   15   7   11
24   3   10   14   9   20   16   9   0   1   20   15   23   14   1   1   24
5   16   4   11   1   18   21   11   1   0   17   4   8   20   0   19   12
2   7   18   23   23   25   0   7   20   17   0   18   20   23   18   21   17
7   0   24   19   7   23   0   15   15   4   18   0   25   16   12   14   19
18   3   15   9   24   0   22   21   23   8   20   25   0   18   19   3   14
15   14   12   25   7   19   9   21   14   20   23   16   18   0   15   4   19
12   4   13   11   0   20   12   15   1   0   18   12   19   15   0   8   7
13   19   7   15   12   12   9   7   1   19   21   14   3   4   8   0   6
13   4   11   21   18   19   9   11   24   12   17   19   14   19   7   6   0

0   13   81   36   17   52   50   41   20   53   66   48   5   3   12   50   53
13   0   68   23   22   39   37   46   7   40   53   35   10   16   5   37   40
81   68   0   45   72   33   31   40   61   28   15   47   78   84   69   39   32
36   23   45   0   27   42   14   25   28   17   30   56   33   39   24   48   41
17   22   72   27   0   43   41   32   29   44   57   57   12   16   17   49   44
52   39   33   42   43   0   32   67   32   31   26   14   49   55   40   6   1
50   37   31   14   41   32   0   35   30   3   16   46   47   53   38   38   31
41   46   40   25   32   67   35   0   53   36   41   81   38   44   41   73   66
20   7   61   28   29   32   30   53   0   33   46   28   17   23   12   30   33
53   40   28   17   44   31   3   36   33   0   13   45   50   56   41   37   30
66   53   15   30   57   26   16   41   46   13   0   40   63   69   54   32   25
48   35   47   56   57   14   46   81   28   45   40   0   45   51   40   8   15
5   10   78   33   12   49   47   38   17   50   63   45   0   6   9   47   50
3   16   84   39   16   55   53   44   23   56   69   51   6   0   15   53   56
12   5   69   24   17   40   38   41   12   41   54   40   9   15   0   38   41
50   37   39   48   49   6   38   73   30   37   32   8   47   53   38   0   7
53   40   32   41   44   1   31   66   33   30   25   15   50   56   41   7   0
