15

0   19   21   4   17   16   20   2   5   3   13   22   5   7   25
19   0   16   4   10   1   14   23   4   20   7   12   12   15   4
21   16   0   6   19   11   10   18   16   19   19   24   20   10   2
4   4   6   0   18   3   8   9   8   20   13   4   15   15   18
17   10   19   18   0   21   23   18   9   4   18   17   12   19   19
16   1   11   3   21   0   23   11   12   3   13   13   17   2   8
20   14   10   8   23   23   0   18   7   21   15   16   19   13   8
2   23   18   9   18   11   18   0   20   7   13   13   22   4   24
5   4   16   8   9   12   7   20   0   5   13   24   14   15   22
3   20   19   20   4   3   21   7   5   0   22   2   9   16   18
13   7   19   13   18   13   15   13   13   22   0   14   7   6   2
22   12   24   4   17   13   16   13   24   2   14   0   21   9   22
5   12   20   15   12   17   19   22   14   9   7   21   0   10   12
7   15   10   15   19   2   13   4   15   16   6   9   10   0   1
25   4   2   18   19   8   8   24   22   18   2   22   12   1   0

0   47   24   38   44   22   9   9   46   38   39   38   6   7   40
47   0   23   11   3   33   56   44   7   9   10   43   41   54   33
24   23   0   20   20   10   33   27   22   16   15   34   18   31   24
38   11   20   0   14   22   45   47   10   4   21   54   34   43   44
44   3   20   14   0   30   53   41   10   10   7   40   38   51   30
22   33   10   22   30   0   27   31   32   24   25   38   18   21   28
9   56   33   45   53   27   0   12   55   47   48   47   15   6   49
9   44   27   47   41   31   12   0   43   43   36   35   13   10   37
46   7   22   10   10   32   55   43   0   8   17   50   40   53   40
38   9   16   4   10   24   47   43   8   0   17   50   32   45   40
39   10   15   21   7   25   48   36   17   17   0   33   33   46   23
38   43   34   54   40   38   47   35   50   50   33   0   32   45   10
6   41   18   34   38   18   15   13   40   32   33   32   0   13   34
7   54   31   43   51   21   6   10   53   45   46   45   13   0   47
40   33   24   44   30   28   49   37   40   40   23   10   34   47   0
