16

0   5   0   18   24   11   20   13   7   6   4   17   15   2   2   4
5   0   25   11   9   21   12   18   17   8   7   13   16   22   19   12
0   25   0   23   3   7   17   2   9   8   8   6   20   9   13   9
18   11   23   0   19   6   3   7   9   18   10   16   1   7   8   2
24   9   3   19   0   14   8   1   3   1   11   24   22   6   11   22
11   21   7   6   14   0   17   3   3   3   20   16   12   25   7   24
20   12   17   3   8   17   0   13   15   21   13   21   22   20   0   19
13   18   2   7   1   3   13   0   3   0   3   17   0   17   7   4
7   17   9   9   3   3   15   3   0   1   0   14   24   9   21   19
6   8   8   18   1   3   21   0   1   0   18   1   19   11   1   21
4   7   8   10   11   20   13   3   0   18   0   24   22   2   7   7
17   13   6   16   24   16   21   17   14   1   24   0   22   25   17   17
15   16   20   1   22   12   22   0   24   19   22   22   0   6   19   8
2   22   9   7   6   25   20   17   9   11   2   25   6   0   20   20
2   19   13   8   11   7   0   7   21   1   7   17   19   20   0   11
4   12   9   2   22   24   19   4   19   21   7   17   8   20   11   0

0   17   47   88   80   39   42   51   43   47   44   59   63   14   8   76
17   0   30   71   63   22   41   34   26   34   27   42   46   11   9   59
47   30   0   41   33   12   53   22   28   46   3   30   16   33   39   29
88   71   41   0   8   49   46   37   45   41   44   29   25   74   80   18
80   63   33   8   0   41   38   29   37   33   36   21   17   66   72   22
39   22   12   49   41   0   41   12   16   34   15   20   24   25   31   37
42   41   53   46   38   41   0   31   25   7   56   23   39   52   36   56
51   34   22   37   29   12   31   0   8   24   25   8   12   37   43   25
43   26   28   45   37   16   25   8   0   18   31   16   20   29   35   33
47   34   46   41   33   34   7   24   18   0   49   16   32   45   39   49
44   27   3   44   36   15   56   25   31   49   0   33   19   30   36   32
59   42   30   29   21   20   23   8   16   16   33   0   16   45   51   33
63   46   16   25   17   24   39   12   20   32   19   16   0   49   55   17
14   11   33   74   66   25   52   37   29   45   30   45   49   0   16   62
8   9   39   80   72   31   36   43   35   39   36   51   55   16   0   68
76   59   29   18   22   37   56   25   33   49   32   33   17   62   68   0
