12

0   20   22   7   3   4   25   16   19   8   24   3
20   0   8   9   13   0   10   4   4   9   11   19
22   8   0   25   10   15   1   19   16   7   2   5
7   9   25   0   0   10   5   10   5   2   20   19
3   13   10   0   0   11   12   4   16   10   12   9
4   0   15   10   11   0   21   10   5   4   11   22
25   10   1   5   12   21   0   3   23   0   9   20
16   4   19   10   4   10   3   0   21   10   4   18
19   4   16   5   16   5   23   21   0   23   3   20
8   9   7   2   10   4   0   10   23   0   15   15
24   11   2   20   12   11   9   4   3   15   0   20
3   19   5   19   9   22   20   18   20   15   20   0

0   66   41   81   54   47   45   25   59   68   73   86
66   0   25   15   28   35   37   41   39   14   17   20
41   25   0   40   47   16   56   42   58   27   32   45
81   15   40   0   27   46   36   56   28   25   28   15
54   28   47   27   0   63   9   29   11   42   45   32
47   35   16   46   63   0   72   58   74   21   26   39
45   37   56   36   9   72   0   20   14   51   54   41
25   41   42   56   29   58   20   0   34   43   48   61
59   39   58   28   11   74   14   34   0   53   56   43
68   14   27   25   42   21   51   43   53   0   5   18
73   17   32   28   45   26   54   48   56   5   0   13
86   20   45   15   32   39   41   61   43   18   13   0
