12

0   16   19   3   18   4   6   16   20   13   7   22
16   0   9   4   4   4   11   25   25   24   10   11
19   9   0   8   2   1   23   0   2   7   6   25
3   4   8   0   13   20   23   17   2   24   17   22
18   4   2   13   0   8   23   11   0   5   17   12
4   4   1   20   8   0   6   24   12   8   17   4
6   11   23   23   23   6   0   9   11   10   12   17
16   25   0   17   11   24   9   0   7   2   12   12
20   25   2   2   0   12   11   7   0   13   11   0
13   24   7   24   5   8   10   2   13   0   1   8
7   10   6   17   17   17   12   12   11   1   0   24
22   11   25   22   12   4   17   12   0   8   24   0

0   40   72   27   14   28   30   18   76   28   76   34
40   0   54   49   44   18   48   58   60   44   52   52
72   54   0   45   58   44   42   58   6   44   4   38
27   49   45   0   13   31   3   13   49   5   49   7
14   44   58   13   0   26   16   14   62   14   62   20
28   18   44   31   26   0   30   40   48   26   48   34
30   48   42   3   16   30   0   16   46   4   46   4
18   58   58   13   14   40   16   0   62   14   62   20
76   60   6   49   62   48   46   62   0   48   8   42
28   44   44   5   14   26   4   14   48   0   48   8
76   52   4   49   62   48   46   62   8   48   0   42
34   52   38   7   20   34   4   20   42   8   42   0
