15

0   12   21   12   22   13   0   0   0   1   11   1   6   20   19
12   0   11   14   3   4   11   15   10   17   0   16   8   6   18
21   11   0   3   11   24   15   23   15   7   16   21   6   20   0
12   14   3   0   23   20   20   24   24   10   10   15   17   25   20
22   3   11   23   0   10   3   23   25   2   17   13   19   6   16
13   4   24   20   10   0   13   4   20   2   18   2   13   23   11
0   11   15   20   3   13   0   17   25   21   3   25   22   16   3
0   15   23   24   23   4   17   0   15   7   20   4   5   14   23
0   10   15   24   25   20   25   15   0   8   16   5   19   7   2
1   17   7   10   2   2   21   7   8   0   18   7   18   8   21
11   0   16   10   17   18   3   20   16   18   0   14   14   16   5
1   16   21   15   13   2   25   4   5   7   14   0   11   11   1
6   8   6   17   19   13   22   5   19   18   14   11   0   2   24
20   6   20   25   6   23   16   14   7   8   16   11   2   0   13
19   18   0   20   16   11   3   23   2   21   5   1   24   13   0

0   20   29   17   38   15   53   35   24   7   9   15   18   23   25
20   0   45   9   22   31   33   51   44   21   29   33   38   13   5
29   45   0   36   67   22   24   6   53   36   38   44   47   32   50
17   9   36   0   31   22   36   42   41   18   26   30   35   6   14
38   22   67   31   0   53   55   73   48   31   35   37   42   35   17
15   31   22   22   53   0   46   28   31   22   18   30   25   18   36
53   33   24   36   55   46   0   18   77   54   62   66   71   30   38
35   51   6   42   73   28   18   0   59   42   44   50   53   38   56
24   44   53   41   48   31   77   59   0   23   15   23   10   47   49
7   21   36   18   31   22   54   42   23   0   8   12   17   24   26
9   29   38   26   35   18   62   44   15   8   0   12   9   32   34
15   33   44   30   37   30   66   50   23   12   12   0   13   36   38
18   38   47   35   42   25   71   53   10   17   9   13   0   41   43
23   13   32   6   35   18   30   38   47   24   32   36   41   0   18
25   5   50   14   17   36   38   56   49   26   34   38   43   18   0
