19

0   20   16   17   6   3   11   15   8   11   1   25   14   8   6   10   16   6   20
20   0   20   19   0   13   1   11   16   11   21   14   14   6   18   12   17   14   4
16   20   0   6   2   4   8   16   25   18   18   12   1   15   14   11   3   24   17
17   19   6   0   7   7   17   1   11   4   10   2   13   13   21   0   15   10   13
6   0   2   7   0   23   0   4   7   17   3   10   6   24   8   20   24   22   18
3   13   4   7   23   0   8   25   1   4   10   6   13   6   0   8   7   17   5
11   1   8   17   0   8   0   25   19   9   3   8   1   12   7   18   19   24   15
15   11   16   1   4   25   25   0   21   3   9   3   2   2   13   13   22   8   18
8   16   25   11   7   1   19   21   0   15   21   12   18   4   24   0   9   15   21
11   11   18   4   17   4   9   3   15   0   9   11   4   16   21   15   1   17   1
1   21   18   10   3   10   3   9   21   9   0   17   23   13   7   25   7   10   0
25   14   12   2   10   6   8   3   12   11   17   0   11   0   11   13   15   23   25
14   14   1   13   6   13   1   2   18   4   23   11   0   15   2   4   11   7   16
8   6   15   13   24   6   12   2   4   16   13   0   15   0   2   19   5   18   20
6   18   14   21   8   0   7   13   24   21   7   11   2   2   0   16   8   2   12
10   12   11   0   20   8   18   13   0   15   25   13   4   19   16   0   16   2   11
16   17   3   15   24   7   19   22   9   1   7   15   11   5   8   16   0   0   19
6   14   24   10   22   17   24   8   15   17   10   23   7   18   2   2   0   0   8
20   4   17   13   18   5   15   18   21   1   0   25   16   20   12   11   19   8   0

0   41   51   18   35   31   5   19   32   28   24   15   13   42   34   41   28   35   25
41   0   38   23   74   72   46   22   47   69   21   26   28   31   75   82   25   76   66
51   38   0   41   36   42   54   38   19   31   27   42   46   9   37   44   23   38   32
18   23   41   0   51   49   23   3   24   46   14   3   5   32   52   59   18   53   43
35   74   36   51   0   26   38   52   27   7   53   48   46   43   1   22   49   10   16
31   72   42   49   26   0   26   50   25   19   51   46   44   41   25   10   47   16   10
5   46   54   23   38   26   0   24   35   31   27   20   18   45   37   36   31   30   22
19   22   38   3   52   50   24   0   25   47   11   4   8   29   53   60   15   54   44
32   47   19   24   27   25   35   25   0   22   26   23   27   16   28   35   22   29   19
28   69   31   46   7   19   31   47   22   0   48   43   41   38   6   15   44   7   9
24   21   27   14   53   51   27   11   26   48   0   15   19   18   54   61   4   55   45
15   26   42   3   48   46   20   4   23   43   15   0   4   33   49   56   19   50   40
13   28   46   5   46   44   18   8   27   41   19   4   0   37   47   54   23   48   38
42   31   9   32   43   41   45   29   16   38   18   33   37   0   44   51   14   45   35
34   75   37   52   1   25   37   53   28   6   54   49   47   44   0   21   50   9   15
41   82   44   59   22   10   36   60   35   15   61   56   54   51   21   0   57   12   16
28   25   23   18   49   47   31   15   22   44   4   19   23   14   50   57   0   51   41
35   76   38   53   10   16   30   54   29   7   55   50   48   45   9   12   51   0   10
25   66   32   43   16   10   22   44   19   9   45   40   38   35   15   16   41   10   0
