11

0   25   10   13   2   16   16   8   25   18   19
25   0   24   16   24   15   17   17   10   6   19
10   24   0   25   24   23   17   25   7   18   11
13   16   25   0   10   6   16   4   17   24   22
2   24   24   10   0   9   12   0   20   21   5
16   15   23   6   9   0   5   16   23   14   11
16   17   17   16   12   5   0   9   8   25   17
8   17   25   4   0   16   9   0   6   17   12
25   10   7   17   20   23   8   6   0   20   23
18   6   18   24   21   14   25   17   20   0   10
19   19   11   22   5   11   17   12   23   10   0

0   42   32   31   38   16   61   37   73   52   57
42   0   14   11   44   26   19   21   31   10   41
32   14   0   25   30   16   29   7   41   20   55
31   11   25   0   55   27   30   32   42   21   30
38   44   30   55   0   28   49   23   35   48   85
16   26   16   27   28   0   45   21   57   36   57
61   19   29   30   49   45   0   26   14   9   36
37   21   7   32   23   21   26   0   36   25   62
73   31   41   42   35   57   14   36   0   21   50
52   10   20   21   48   36   9   25   21   0   37
57   41   55   30   85   57   36   62   50   37   0
