18

0   17   10   8   22   12   21   23   25   18   12   22   7   21   6   18   23   13
17   0   16   18   6   20   22   21   8   24   17   20   14   1   1   22   20   4
10   16   0   9   22   13   22   19   16   6   17   4   25   10   3   22   12   3
8   18   9   0   24   12   20   19   23   12   11   4   14   15   2   24   15   0
22   6   22   24   0   21   5   20   3   2   4   20   15   24   13   3   9   18
12   20   13   12   21   0   16   21   24   17   23   0   19   7   25   13   13   25
21   22   22   20   5   16   0   13   23   6   21   7   12   8   21   6   22   22
23   21   19   19   20   21   13   0   11   23   18   1   19   4   6   4   23   22
25   8   16   23   3   24   23   11   0   19   7   5   6   20   15   10   11   0
18   24   6   12   2   17   6   23   19   0   24   13   9   10   12   21   21   12
12   17   17   11   4   23   21   18   7   24   0   1   22   7   14   0   18   25
22   20   4   4   20   0   7   1   5   13   1   0   10   5   25   15   9   14
7   14   25   14   15   19   12   19   6   9   22   10   0   7   17   0   20   7
21   1   10   15   24   7   8   4   20   10   7   5   7   0   5   6   3   23
6   1   3   2   13   25   21   6   15   12   14   25   17   5   0   23   13   13
18   22   22   24   3   13   6   4   10   21   0   15   0   6   23   0   3   19
23   20   12   15   9   13   22   23   11   21   18   9   20   3   13   3   0   12
13   4   3   0   18   25   22   22   0   12   25   14   7   23   13   19   12   0

0   49   19   41   31   30   16   18   20   9   35   18   32   30   20   23   30   26
49   0   36   90   18   19   65   35   29   46   36   51   51   19   69   72   43   57
19   36   0   54   18   37   29   1   29   10   16   37   51   29   33   36   49   21
41   90   54   0   72   71   25   55   61   44   54   39   41   71   21   18   47   33
31   18   18   72   0   25   47   17   17   28   28   33   39   17   51   54   37   39
30   19   37   71   25   0   46   36   10   27   53   32   32   8   50   53   24   44
16   65   29   25   47   46   0   30   36   19   43   14   24   46   6   29   22   34
18   35   1   55   17   36   30   0   28   11   17   36   50   28   34   37   48   22
20   29   29   61   17   10   36   28   0   19   45   22   22   10   40   43   20   36
9   46   10   44   28   27   19   11   19   0   26   27   41   27   23   26   39   17
35   36   16   54   28   53   43   17   45   26   0   53   67   45   37   36   65   21
18   51   37   39   33   32   14   36   22   27   53   0   14   32   18   39   12   44
32   51   51   41   39   32   24   50   22   41   67   14   0   32   30   53   8   58
30   19   29   71   17   8   46   28   10   27   45   32   32   0   50   53   24   38
20   69   33   21   51   50   6   34   40   23   37   18   30   50   0   23   28   28
23   72   36   18   54   53   29   37   43   26   36   39   53   53   23   0   51   15
30   43   49   47   37   24   22   48   20   39   65   12   8   24   28   51   0   56
26   57   21   33   39   44   34   22   36   17   21   44   58   38   28   15   56   0
