17

0   11   22   10   2   18   3   9   3   6   1   16   4   4   8   20   22
11   0   5   25   15   11   25   3   17   12   1   2   19   3   0   3   22
22   5   0   10   10   16   7   13   0   20   21   7   7   19   18   10   3
10   25   10   0   9   17   21   22   18   5   17   20   25   2   9   17   23
2   15   10   9   0   8   11   12   22   25   5   8   25   1   4   13   16
18   11   16   17   8   0   4   18   15   17   2   24   10   12   23   6   3
3   25   7   21   11   4   0   2   7   9   14   3   18   7   7   13   22
9   3   13   22   12   18   2   0   11   12   6   11   17   2   15   11   24
3   17   0   18   22   15   7   11   0   1   25   4   16   3   6   20   14
6   12   20   5   25   17   9   12   1   0   18   16   17   20   17   3   12
1   1   21   17   5   2   14   6   25   18   0   19   20   6   9   4   7
16   2   7   20   8   24   3   11   4   16   19   0   25   21   6   0   25
4   19   7   25   25   10   18   17   16   17   20   25   0   24   21   5   10
4   3   19   2   1   12   7   2   3   20   6   21   24   0   8   8   23
8   0   18   9   4   23   7   15   6   17   9   6   21   8   0   20   0
20   3   10   17   13   6   13   11   20   3   4   0   5   8   20   0   6
22   22   3   23   16   3   22   24   14   12   7   25   10   23   0   6   0

0   23   22   15   26   16   22   17   57   28   38   12   13   49   52   9   42
23   0   7   24   39   9   37   40   50   45   47   33   10   72   75   26   65
22   7   0   23   38   6   36   39   57   44   46   32   9   71   74   25   64
15   24   23   0   15   17   37   30   72   43   53   27   22   48   51   24   41
26   39   38   15   0   32   48   41   83   54   64   38   33   33   36   35   28
16   9   6   17   32   0   30   33   59   38   40   26   9   65   68   19   58
22   37   36   37   48   30   0   7   35   8   16   10   27   35   38   13   28
17   40   39   30   41   33   7   0   42   13   23   7   30   32   35   14   25
57   50   57   72   83   59   35   42   0   29   19   45   50   52   51   48   55
28   45   44   43   54   38   8   13   29   0   10   16   35   27   30   19   26
38   47   46   53   64   40   16   23   19   10   0   26   37   33   32   29   36
12   33   32   27   38   26   10   7   45   16   26   0   23   39   42   7   32
13   10   9   22   33   9   27   30   50   35   37   23   0   62   65   16   55
49   72   71   48   33   65   35   32   52   27   33   39   62   0   3   46   7
52   75   74   51   36   68   38   35   51   30   32   42   65   3   0   49   10
9   26   25   24   35   19   13   14   48   19   29   7   16   46   49   0   39
42   65   64   41   28   58   28   25   55   26   36   32   55   7   10   39   0
