17

0   3   2   18   0   2   24   7   14   21   19   7   21   18   16   3   11
3   0   20   18   22   24   22   23   10   22   11   19   20   3   14   16   16
2   20   0   20   17   12   5   8   4   19   15   1   17   17   18   4   24
18   18   20   0   13   12   19   18   16   2   2   7   25   15   10   0   0
0   22   17   13   0   24   20   2   15   11   9   17   19   1   6   17   17
2   24   12   12   24   0   18   5   20   0   6   24   23   17   0   24   24
24   22   5   19   20   18   0   19   9   7   12   13   6   1   6   23   11
7   23   8   18   2   5   19   0   17   18   4   7   15   22   6   2   3
14   10   4   16   15   20   9   17   0   8   7   24   14   22   22   11   3
21   22   19   2   11   0   7   18   8   0   7   14   17   8   3   23   13
19   11   15   2   9   6   12   4   7   7   0   11   3   9   23   5   25
7   19   1   7   17   24   13   7   24   14   11   0   6   7   7   12   13
21   20   17   25   19   23   6   15   14   17   3   6   0   2   9   22   14
18   3   17   15   1   17   1   22   22   8   9   7   2   0   21   25   13
16   14   18   10   6   0   6   6   22   3   23   7   9   21   0   6   6
3   16   4   0   17   24   23   2   11   23   5   12   22   25   6   0   22
11   16   24   0   17   24   11   3   3   13   25   13   14   13   6   22   0

0   57   50   68   45   42   52   18   30   24   50   6   34   30   47   34   27
57   0   15   11   36   15   17   59   63   37   7   51   53   63   46   23   60
50   15   0   18   21   20   2   52   56   30   18   44   46   56   39   18   53
68   11   18   0   37   26   16   70   74   48   18   62   64   74   57   34   71
45   36   21   37   0   41   21   33   37   21   39   45   27   37   20   39   34
42   15   20   26   41   0   22   44   48   22   8   36   38   48   43   8   45
52   17   2   16   21   22   0   54   58   32   20   46   48   58   41   20   55
18   59   52   70   33   44   54   0   12   22   52   18   16   12   29   36   9
30   63   56   74   37   48   58   12   0   26   56   30   10   0   17   40   3
24   37   30   48   21   22   32   22   26   0   30   24   16   26   23   18   23
50   7   18   18   39   8   20   52   56   30   0   44   46   56   41   16   53
6   51   44   62   45   36   46   18   30   24   44   0   34   30   47   28   27
34   53   46   64   27   38   48   16   10   16   46   34   0   10   13   30   7
30   63   56   74   37   48   58   12   0   26   56   30   10   0   17   40   3
47   46   39   57   20   43   41   29   17   23   41   47   13   17   0   41   20
34   23   18   34   39   8   20   36   40   18   16   28   30   40   41   0   37
27   60   53   71   34   45   55   9   3   23   53   27   7   3   20   37   0
