12

0   2   9   7   14   4   5   14   4   25   16   25
2   0   13   14   7   25   15   25   21   16   12   15
9   13   0   21   3   17   10   12   8   9   19   24
7   14   21   0   1   7   2   14   9   7   8   8
14   7   3   1   0   10   0   23   7   11   3   4
4   25   17   7   10   0   10   16   0   14   18   18
5   15   10   2   0   10   0   14   3   18   22   11
14   25   12   14   23   16   14   0   1   25   15   5
4   21   8   9   7   0   3   1   0   14   12   1
25   16   9   7   11   14   18   25   14   0   22   15
16   12   19   8   3   18   22   15   12   22   0   0
25   15   24   8   4   18   11   5   1   15   0   0

0   8   33   46   10   28   45   55   50   18   11   16
8   0   41   42   2   36   53   63   58   26   9   24
33   41   0   15   43   35   34   44   45   45   32   47
46   42   15   0   44   50   49   59   60   60   35   62
10   2   43   44   0   38   55   65   60   28   11   22
28   36   35   50   38   0   17   27   22   10   27   16
45   53   34   49   55   17   0   10   11   27   44   33
55   63   44   59   65   27   10   0   5   37   54   43
50   58   45   60   60   22   11   5   0   32   49   38
18   26   45   60   28   10   27   37   32   0   25   6
11   9   32   35   11   27   44   54   49   25   0   27
16   24   47   62   22   16   33   43   38   6   27   0
