14

0   16   17   8   23   21   15   23   24   13   14   15   17   10
16   0   23   18   10   10   6   8   19   11   10   17   23   17
17   23   0   25   13   25   24   5   14   18   22   15   15   2
8   18   25   0   8   2   4   15   21   23   17   4   24   15
23   10   13   8   0   18   11   14   4   19   23   0   24   5
21   10   25   2   18   0   7   14   8   0   14   25   21   5
15   6   24   4   11   7   0   14   21   25   4   12   23   19
23   8   5   15   14   14   14   0   5   14   24   5   6   14
24   19   14   21   4   8   21   5   0   12   6   3   24   2
13   11   18   23   19   0   25   14   12   0   2   14   5   20
14   10   22   17   23   14   4   24   6   2   0   2   3   6
15   17   15   4   0   25   12   5   3   14   2   0   9   6
17   23   15   24   24   21   23   6   24   5   3   9   0   3
10   17   2   15   5   5   19   14   2   20   6   6   3   0

0   29   32   28   11   18   45   7   29   39   9   34   26   55
29   0   3   9   36   17   16   22   38   10   20   7   23   26
32   3   0   6   39   20   13   25   41   7   23   4   26   23
28   9   6   0   35   26   17   21   47   13   21   6   32   27
11   36   39   35   0   25   52   14   18   46   16   41   33   62
18   17   20   26   25   0   27   11   21   21   9   24   8   37
45   16   13   17   52   27   0   38   44   6   36   11   19   10
7   22   25   21   14   11   38   0   30   32   4   27   19   48
29   38   41   47   18   21   44   30   0   38   26   45   25   54
39   10   7   13   46   21   6   32   38   0   30   11   19   16
9   20   23   21   16   9   36   4   26   30   0   25   17   46
34   7   4   6   41   24   11   27   45   11   25   0   30   21
26   23   26   32   33   8   19   19   25   19   17   30   0   29
55   26   23   27   62   37   10   48   54   16   46   21   29   0
