19

0   9   20   18   23   11   11   23   12   0   1   0   10   3   0   10   16   13   15
9   0   0   14   11   6   19   2   10   22   9   11   2   6   2   11   7   23   12
20   0   0   22   10   20   13   8   15   8   18   15   7   20   12   13   15   23   12
18   14   22   0   18   9   22   11   15   10   19   14   5   21   24   10   21   19   16
23   11   10   18   0   10   8   14   24   7   12   23   0   17   10   11   20   23   1
11   6   20   9   10   0   1   25   2   12   13   17   25   13   8   22   1   15   14
11   19   13   22   8   1   0   7   0   6   11   7   19   8   20   6   10   11   14
23   2   8   11   14   25   7   0   13   17   21   6   13   25   23   21   15   12   23
12   10   15   15   24   2   0   13   0   24   25   25   1   24   17   7   22   6   3
0   22   8   10   7   12   6   17   24   0   13   13   2   6   24   21   0   17   14
1   9   18   19   12   13   11   21   25   13   0   17   10   25   3   5   4   18   1
0   11   15   14   23   17   7   6   25   13   17   0   7   23   6   25   23   2   1
10   2   7   5   0   25   19   13   1   2   10   7   0   11   1   20   1   11   3
3   6   20   21   17   13   8   25   24   6   25   23   11   0   6   11   3   8   25
0   2   12   24   10   8   20   23   17   24   3   6   1   6   0   14   21   17   13
10   11   13   10   11   22   6   21   7   21   5   25   20   11   14   0   9   6   16
16   7   15   21   20   1   10   15   22   0   4   23   1   3   21   9   0   9   6
13   23   23   19   23   15   11   12   6   17   18   2   11   8   17   6   9   0   6
15   12   12   16   1   14   14   23   3   14   1   1   3   25   13   16   6   6   0

0   42   70   38   72   11   13   43   68   53   10   24   72   32   53   35   31   15   59
42   0   42   4   36   53   55   73   52   37   52   24   30   10   83   13   33   47   55
70   42   0   42   6   81   83   45   10   17   80   46   12   38   41   35   39   75   13
38   4   42   0   36   49   51   73   52   37   48   24   34   6   83   13   33   45   55
72   36   6   36   0   83   85   47   16   19   82   48   6   40   47   37   41   77   19
11   53   81   49   83   0   4   38   79   64   1   35   83   43   48   46   42   10   70
13   55   83   51   85   4   0   38   81   66   5   37   85   45   44   48   44   8   72
43   73   45   73   47   38   38   0   43   36   39   49   47   69   10   60   40   30   34
68   52   10   52   16   79   81   43   0   15   78   44   22   48   37   39   37   73   9
53   37   17   37   19   64   66   36   15   0   63   29   19   33   46   24   22   58   18
10   52   80   48   82   1   5   39   78   63   0   34   82   42   49   45   41   11   69
24   24   46   24   48   35   37   49   44   29   34   0   48   20   59   11   9   29   35
72   30   12   34   6   83   85   47   22   19   82   48   0   40   53   37   41   77   25
32   10   38   6   40   43   45   69   48   33   42   20   40   0   79   9   29   41   51
53   83   41   83   47   48   44   10   37   46   49   59   53   79   0   70   50   38   28
35   13   35   13   37   46   48   60   39   24   45   11   37   9   70   0   20   40   42
31   33   39   33   41   42   44   40   37   22   41   9   41   29   50   20   0   36   28
15   47   75   45   77   10   8   30   73   58   11   29   77   41   38   40   36   0   64
59   55   13   55   19   70   72   34   9   18   69   35   25   51   28   42   28   64   0
