19

0   20   7   22   8   11   19   12   9   14   3   8   2   3   10   17   25   12   0
20   0   23   3   6   25   1   5   25   2   16   13   2   6   2   11   4   8   6
7   23   0   21   7   11   16   13   10   3   8   6   3   9   13   13   11   0   4
22   3   21   0   3   21   25   13   15   15   7   11   24   22   16   20   25   5   2
8   6   7   3   0   19   14   20   25   4   19   3   20   11   5   25   14   17   6
11   25   11   21   19   0   6   19   3   13   19   6   19   11   6   7   1   0   15
19   1   16   25   14   6   0   6   15   19   15   22   2   11   12   2   0   25   12
12   5   13   13   20   19   6   0   25   25   11   5   3   23   1   3   5   1   0
9   25   10   15   25   3   15   25   0   20   18   25   18   6   5   11   23   11   7
14   2   3   15   4   13   19   25   20   0   22   21   4   14   16   13   3   20   18
3   16   8   7   19   19   15   11   18   22   0   2   11   11   13   1   12   25   10
8   13   6   11   3   6   22   5   25   21   2   0   2   14   16   7   8   19   3
2   2   3   24   20   19   2   3   18   4   11   2   0   23   6   13   14   9   5
3   6   9   22   11   11   11   23   6   14   11   14   23   0   21   16   16   25   8
10   2   13   16   5   6   12   1   5   16   13   16   6   21   0   5   23   25   18
17   11   13   20   25   7   2   3   11   13   1   7   13   16   5   0   18   25   4
25   4   11   25   14   1   0   5   23   3   12   8   14   16   23   18   0   6   18
12   8   0   5   17   0   25   1   11   20   25   19   9   25   25   25   6   0   7
0   6   4   2   6   15   12   0   7   18   10   3   5   8   18   4   18   7   0

0   31   52   64   31   7   46   47   28   16   65   11   26   38   12   21   27   41   28
31   0   21   33   28   28   53   48   25   23   34   20   43   55   25   20   10   10   11
52   21   0   12   21   49   40   35   24   44   13   41   38   42   46   31   31   17   26
64   33   12   0   33   61   46   41   36   56   7   53   50   48   58   43   43   23   38
31   28   21   33   0   28   25   20   3   27   34   20   17   27   25   10   38   32   39
7   28   49   61   28   0   43   44   25   23   62   8   19   31   19   18   34   38   35
46   53   40   46   25   43   0   5   28   52   39   37   32   20   48   33   63   57   64
47   48   35   41   20   44   5   0   23   47   34   36   33   21   43   28   58   52   59
28   25   24   36   3   25   28   23   0   24   37   17   18   30   22   7   35   29   36
16   23   44   56   27   23   52   47   24   0   57   15   42   54   4   19   13   33   18
65   34   13   7   34   62   39   34   37   57   0   54   51   41   59   44   44   24   39
11   20   41   53   20   8   37   36   17   15   54   0   27   39   11   10   26   30   27
26   43   38   50   17   19   32   33   18   42   51   27   0   12   38   23   53   47   54
38   55   42   48   27   31   20   21   30   54   41   39   12   0   50   35   65   59   66
12   25   46   58   25   19   48   43   22   4   59   11   38   50   0   15   15   35   20
21   20   31   43   10   18   33   28   7   19   44   10   23   35   15   0   30   24   31
27   10   31   43   38   34   63   58   35   13   44   26   53   65   15   30   0   20   5
41   10   17   23   32   38   57   52   29   33   24   30   47   59   35   24   20   0   15
28   11   26   38   39   35   64   59   36   18   39   27   54   66   20   31   5   15   0
