15

0   1   13   23   20   18   12   19   18   14   14   12   13   15   24
1   0   4   5   17   18   18   25   15   12   1   8   3   7   0
13   4   0   1   20   14   18   20   2   15   6   5   9   24   6
23   5   1   0   11   23   9   3   24   0   23   17   22   1   16
20   17   20   11   0   11   23   17   11   15   24   9   3   5   6
18   18   14   23   11   0   13   10   19   19   23   23   7   21   2
12   18   18   9   23   13   0   8   6   5   21   9   12   4   17
19   25   20   3   17   10   8   0   12   22   25   11   11   2   2
18   15   2   24   11   19   6   12   0   24   23   16   15   7   6
14   12   15   0   15   19   5   22   24   0   0   3   4   5   9
14   1   6   23   24   23   21   25   23   0   0   2   2   18   25
12   8   5   17   9   23   9   11   16   3   2   0   7   1   16
13   3   9   22   3   7   12   11   15   4   2   7   0   0   16
15   7   24   1   5   21   4   2   7   5   18   1   0   0   24
24   0   6   16   6   2   17   2   6   9   25   16   16   24   0

0   22   47   11   2   13   41   30   19   21   35   38   35   57   22
22   0   25   33   20   35   19   18   13   23   21   36   13   35   26
47   25   0   58   45   60   24   17   28   48   12   25   12   10   37
11   33   58   0   13   8   52   41   30   20   46   49   46   68   23
2   20   45   13   0   15   39   28   19   23   33   36   33   55   20
13   35   60   8   15   0   54   43   32   28   48   51   48   70   23
41   19   24   52   39   54   0   31   22   42   34   49   24   28   39
30   18   17   41   28   43   31   0   31   35   5   18   7   27   20
19   13   28   30   19   32   22   31   0   20   34   49   24   38   39
21   23   48   20   23   28   42   35   20   0   38   53   36   58   43
35   21   12   46   33   48   34   5   34   38   0   15   10   22   25
38   36   25   49   36   51   49   18   49   53   15   0   25   21   28
35   13   12   46   33   48   24   7   24   36   10   25   0   22   25
57   35   10   68   55   70   28   27   38   58   22   21   22   0   47
22   26   37   23   20   23   39   20   39   43   25   28   25   47   0
