18

0   17   16   5   9   25   17   25   11   15   7   9   25   5   10   2   11   4
17   0   20   16   14   1   1   9   8   8   24   6   19   5   22   9   19   25
16   20   0   13   18   18   19   0   0   21   25   5   0   16   7   9   17   18
5   16   13   0   24   24   17   10   24   21   22   1   15   24   24   13   11   3
9   14   18   24   0   0   22   13   21   3   25   13   13   12   20   25   21   6
25   1   18   24   0   0   1   25   4   9   5   4   7   15   20   7   8   12
17   1   19   17   22   1   0   8   5   5   5   23   8   20   21   19   25   20
25   9   0   10   13   25   8   0   11   10   22   22   24   18   14   9   16   1
11   8   0   24   21   4   5   11   0   14   5   11   24   12   14   9   21   10
15   8   21   21   3   9   5   10   14   0   13   15   10   1   14   12   16   20
7   24   25   22   25   5   5   22   5   13   0   22   11   6   19   17   21   6
9   6   5   1   13   4   23   22   11   15   22   0   17   2   12   10   20   0
25   19   0   15   13   7   8   24   24   10   11   17   0   13   21   13   3   15
5   5   16   24   12   15   20   18   12   1   6   2   13   0   25   22   8   23
10   22   7   24   20   20   21   14   14   14   19   12   21   25   0   13   11   5
2   9   9   13   25   7   19   9   9   12   17   10   13   22   13   0   18   19
11   19   17   11   21   8   25   16   21   16   21   20   3   8   11   18   0   14
4   25   18   3   6   12   20   1   10   20   6   0   15   23   5   19   14   0

0   24   43   14   25   39   31   6   27   56   12   46   40   60   41   27   18   13
24   0   29   10   31   33   25   18   27   32   12   32   34   36   39   21   10   11
43   29   0   35   60   16   54   41   56   35   31   61   21   43   68   36   39   30
14   10   35   0   25   39   19   8   21   42   12   32   40   46   33   27   4   13
25   31   60   25   0   64   8   19   4   33   37   23   65   37   18   52   21   38
39   33   16   39   64   0   58   45   60   39   27   65   5   47   72   20   43   26
31   25   54   19   8   58   0   25   4   25   31   15   59   29   14   46   15   32
6   18   41   8   19   45   25   0   21   50   18   40   46   54   35   33   12   19
27   27   56   21   4   60   4   21   0   29   33   19   61   33   14   48   17   34
56   32   35   42   33   39   25   50   29   0   44   26   40   8   33   49   38   43
12   12   31   12   37   27   31   18   33   44   0   38   28   48   45   15   16   1
46   32   61   32   23   65   15   40   19   26   38   0   66   18   7   53   28   39
40   34   21   40   65   5   59   46   61   40   28   66   0   48   73   15   44   27
60   36   43   46   37   47   29   54   33   8   48   18   48   0   25   53   42   47
41   39   68   33   18   72   14   35   14   33   45   7   73   25   0   60   29   46
27   21   36   27   52   20   46   33   48   49   15   53   15   53   60   0   31   14
18   10   39   4   21   43   15   12   17   38   16   28   44   42   29   31   0   17
13   11   30   13   38   26   32   19   34   43   1   39   27   47   46   14   17   0
