9

0   2   21   11   11   1   16   22   14
2   0   20   5   7   9   5   3   14
21   20   0   17   2   24   13   18   11
11   5   17   0   10   7   20   0   16
11   7   2   10   0   17   2   15   18
1   9   24   7   17   0   10   5   16
16   5   13   20   2   10   0   18   25
22   3   18   0   15   5   18   0   15
14   14   11   16   18   16   25   15   0

0   61   11   45   39   22   19   38   11
61   0   50   36   22   47   42   23   72
11   50   0   34   28   23   12   27   22
45   36   34   0   20   31   46   21   56
39   22   28   20   0   25   26   1   50
22   47   23   31   25   0   35   24   25
19   42   12   46   26   35   0   25   30
38   23   27   21   1   24   25   0   49
11   72   22   56   50   25   30   49   0
