11

0   20   25   21   0   17   6   11   18   2   4
20   0   3   16   11   14   2   5   0   23   4
25   3   0   19   3   5   5   1   19   17   13
21   16   19   0   12   25   7   6   23   24   14
0   11   3   12   0   12   10   17   2   10   15
17   14   5   25   12   0   24   25   13   6   0
6   2   5   7   10   24   0   14   16   20   15
11   5   1   6   17   25   14   0   21   17   6
18   0   19   23   2   13   16   21   0   18   23
2   23   17   24   10   6   20   17   18   0   24
4   4   13   14   15   0   15   6   23   24   0

0   25   25   43   33   22   8   25   41   7   22
25   0   24   18   14   9   33   2   16   18   15
25   24   0   34   38   15   25   22   34   24   13
43   18   34   0   10   21   51   18   6   36   21
33   14   38   10   0   23   41   16   8   26   29
22   9   15   21   23   0   30   7   19   15   6
8   33   25   51   41   30   0   33   49   15   30
25   2   22   18   16   7   33   0   16   18   13
41   16   34   6   8   19   49   16   0   34   25
7   18   24   36   26   15   15   18   34   0   15
22   15   13   21   29   6   30   13   25   15   0
