13

0   18   8   9   15   3   0   9   1   24   20   7   17
18   0   24   0   7   3   9   7   24   3   24   14   14
8   24   0   6   14   23   0   19   15   24   10   9   18
9   0   6   0   9   21   9   25   14   16   16   15   21
15   7   14   9   0   5   0   0   11   24   24   4   25
3   3   23   21   5   0   8   21   1   0   19   3   14
0   9   0   9   0   8   0   5   19   14   2   8   11
9   7   19   25   0   21   5   0   11   1   7   4   9
1   24   15   14   11   1   19   11   0   17   11   13   12
24   3   24   16   24   0   14   1   17   0   13   5   18
20   24   10   16   24   19   2   7   11   13   0   5   22
7   14   9   15   4   3   8   4   13   5   5   0   20
17   14   18   21   25   14   11   9   12   18   22   20   0

0   34   53   4   45   74   55   42   2   40   33   58   14
34   0   23   34   13   44   21   36   34   52   59   28   38
53   23   0   57   34   21   44   13   51   29   36   5   39
4   34   57   0   47   78   53   46   6   44   37   62   18
45   13   34   47   0   37   18   47   45   63   70   31   49
74   44   21   78   37   0   49   32   72   34   41   16   60
55   21   44   53   18   49   0   57   55   73   80   41   59
42   36   13   46   47   32   57   0   40   16   23   16   28
2   34   51   6   45   72   55   40   0   38   31   56   12
40   52   29   44   63   34   73   16   38   0   7   32   26
33   59   36   37   70   41   80   23   31   7   0   39   21
58   28   5   62   31   16   41   16   56   32   39   0   44
14   38   39   18   49   60   59   28   12   26   21   44   0
