10

0   9   6   12   12   18   2   5   9   10
9   0   10   17   6   4   2   25   20   1
6   10   0   7   12   25   15   19   7   10
12   17   7   0   0   2   1   6   17   2
12   6   12   0   0   2   10   1   3   9
18   4   25   2   2   0   4   19   25   22
2   2   15   1   10   4   0   8   0   11
5   25   19   6   1   19   8   0   21   22
9   20   7   17   3   25   0   21   0   20
10   1   10   2   9   22   11   22   20   0

0   13   18   20   19   26   37   46   50   11
13   0   31   33   6   21   32   33   37   8
18   31   0   8   37   36   37   64   68   29
20   33   8   0   39   38   39   66   70   31
19   6   37   39   0   21   32   27   31   8
26   21   36   38   21   0   11   28   32   29
37   32   37   39   32   11   0   29   31   40
46   33   64   66   27   28   29   0   14   35
50   37   68   70   31   32   31   14   0   39
11   8   29   31   8   29   40   35   39   0
