19

0   21   22   5   5   6   19   20   6   0   2   14   22   4   14   4   12   15   20
21   0   18   7   19   4   7   25   8   3   18   11   20   14   23   9   9   8   1
22   18   0   15   2   3   2   20   20   11   0   8   16   4   3   9   23   18   8
5   7   15   0   15   5   8   9   16   7   11   1   2   2   4   25   4   16   5
5   19   2   15   0   5   6   8   14   7   6   3   16   4   24   7   1   17   2
6   4   3   5   5   0   10   14   22   22   13   12   15   2   20   21   21   3   3
19   7   2   8   6   10   0   0   17   18   6   18   10   5   13   5   5   22   16
20   25   20   9   8   14   0   0   2   3   14   17   9   1   17   0   4   7   18
6   8   20   16   14   22   17   2   0   24   24   16   19   12   16   9   0   17   11
0   3   11   7   7   22   18   3   24   0   9   5   11   25   12   15   3   3   6
2   18   0   11   6   13   6   14   24   9   0   16   7   14   13   6   16   9   16
14   11   8   1   3   12   18   17   16   5   16   0   14   13   13   14   24   22   18
22   20   16   2   16   15   10   9   19   11   7   14   0   21   18   7   17   5   8
4   14   4   2   4   2   5   1   12   25   14   13   21   0   10   8   5   23   3
14   23   3   4   24   20   13   17   16   12   13   13   18   10   0   21   24   22   5
4   9   9   25   7   21   5   0   9   15   6   14   7   8   21   0   4   14   12
12   9   23   4   1   21   5   4   0   3   16   24   17   5   24   4   0   15   1
15   8   18   16   17   3   22   7   17   3   9   22   5   23   22   14   15   0   16
20   1   8   5   2   3   16   18   11   6   16   18   8   3   5   12   1   16   0

0   76   61   37   45   78   71   39   77   49   26   52   6   61   52   20   21   11   12
76   0   29   53   31   16   13   45   1   41   50   24   82   19   30   56   55   65   64
61   29   0   56   26   17   42   58   30   68   35   11   67   10   59   41   40   50   49
37   53   56   0   30   55   48   8   54   12   49   45   33   46   29   43   16   44   43
45   31   26   30   0   33   26   32   32   42   19   15   51   16   33   25   24   34   33
78   16   17   55   33   0   29   47   17   55   52   26   84   17   46   58   57   67   66
71   13   42   48   26   29   0   40   12   36   45   31   77   32   19   51   50   60   59
39   45   58   8   32   47   40   0   46   10   51   47   37   48   21   45   18   46   45
77   1   30   54   32   17   12   46   0   42   51   25   83   20   29   57   56   66   65
49   41   68   12   42   55   36   10   42   0   61   57   45   58   17   55   28   56   55
26   50   35   49   19   52   45   51   51   61   0   26   32   35   52   6   33   15   14
52   24   11   45   15   26   31   47   25   57   26   0   58   9   48   32   31   41   40
6   82   67   33   51   84   77   37   83   45   32   58   0   67   58   26   27   17   18
61   19   10   46   16   17   32   48   20   58   35   9   67   0   49   41   40   50   49
52   30   59   29   33   46   19   21   29   17   52   48   58   49   0   46   31   47   46
20   56   41   43   25   58   51   45   57   55   6   32   26   41   46   0   27   9   8
21   55   40   16   24   57   50   18   56   28   33   31   27   40   31   27   0   28   27
11   65   50   44   34   67   60   46   66   56   15   41   17   50   47   9   28   0   1
12   64   49   43   33   66   59   45   65   55   14   40   18   49   46   8   27   1   0
