14

0   24   22   11   6   2   5   5   3   19   15   11   10   10
24   0   24   12   20   12   7   16   7   5   4   3   12   19
22   24   0   12   5   25   10   5   0   3   15   7   23   5
11   12   12   0   3   1   17   25   25   20   2   13   6   20
6   20   5   3   0   13   22   2   6   4   24   11   20   23
2   12   25   1   13   0   7   21   21   4   16   21   6   7
5   7   10   17   22   7   0   17   9   3   5   4   15   13
5   16   5   25   2   21   17   0   11   4   13   21   25   3
3   7   0   25   6   21   9   11   0   20   18   13   19   15
19   5   3   20   4   4   3   4   20   0   17   22   5   14
15   4   15   2   24   16   5   13   18   17   0   16   11   25
11   3   7   13   11   21   4   21   13   22   16   0   9   22
10   12   23   6   20   6   15   25   19   5   11   9   0   6
10   19   5   20   23   7   13   3   15   14   25   22   6   0

0   22   50   32   17   60   13   44   37   55   18   68   17   35
22   0   36   34   19   38   15   22   23   57   20   46   19   19
50   36   0   42   43   28   39   46   13   31   48   18   47   55
32   34   42   0   15   52   19   44   29   23   14   60   15   53
17   19   43   15   0   53   4   37   30   38   5   61   4   38
60   38   28   52   53   0   49   18   23   49   58   16   57   27
13   15   39   19   4   49   0   33   26   42   9   57   8   34
44   22   46   44   37   18   33   0   33   67   42   34   41   9
37   23   13   29   30   23   26   33   0   34   35   31   34   42
55   57   31   23   38   49   42   67   34   0   37   49   38   76
18   20   48   14   5   58   9   42   35   37   0   66   1   39
68   46   18   60   61   16   57   34   31   49   66   0   65   43
17   19   47   15   4   57   8   41   34   38   1   65   0   38
35   19   55   53   38   27   34   9   42   76   39   43   38   0
