15

0   11   17   7   22   7   8   12   22   2   21   15   18   8   13
11   0   23   4   2   21   23   8   3   9   3   12   9   0   20
17   23   0   1   18   19   20   5   9   8   9   0   10   16   20
7   4   1   0   13   23   25   20   19   22   11   25   16   24   17
22   2   18   13   0   9   25   9   11   8   3   8   24   7   11
7   21   19   23   9   0   17   23   5   7   1   10   19   23   6
8   23   20   25   25   17   0   15   16   23   9   18   8   4   22
12   8   5   20   9   23   15   0   5   19   7   11   3   4   9
22   3   9   19   11   5   16   5   0   10   10   5   17   11   20
2   9   8   22   8   7   23   19   10   0   18   24   18   1   16
21   3   9   11   3   1   9   7   10   18   0   8   11   17   5
15   12   0   25   8   10   18   11   5   24   8   0   22   8   5
18   9   10   16   24   19   8   3   17   18   11   22   0   6   13
8   0   16   24   7   23   4   4   11   1   17   8   6   0   0
13   20   20   17   11   6   22   9   20   16   5   5   13   0   0

0   46   16   21   27   26   9   23   16   40   60   26   17   8   48
46   0   30   37   29   20   41   45   50   22   38   28   37   54   30
16   30   0   7   13   10   23   37   20   24   46   12   29   24   34
21   37   7   0   8   17   30   44   13   31   39   9   36   17   27
27   29   13   8   0   15   36   50   21   27   33   1   42   25   21
26   20   10   17   15   0   21   35   30   14   48   14   27   34   36
9   41   23   30   36   21   0   14   25   35   69   35   12   13   57
23   45   37   44   50   35   14   0   39   27   83   49   8   27   71
16   50   20   13   21   30   25   39   0   44   44   22   31   12   32
40   22   24   31   27   14   35   27   44   0   60   26   23   48   48
60   38   46   39   33   48   69   83   44   60   0   34   75   56   12
26   28   12   9   1   14   35   49   22   26   34   0   41   26   22
17   37   29   36   42   27   12   8   31   23   75   41   0   25   63
8   54   24   17   25   34   13   27   12   48   56   26   25   0   44
48   30   34   27   21   36   57   71   32   48   12   22   63   44   0
