16

0   7   1   13   11   25   13   19   4   22   6   2   17   5   4   11
7   0   4   5   8   23   9   13   20   14   4   11   19   15   18   21
1   4   0   4   24   5   6   4   3   6   4   4   5   18   7   20
13   5   4   0   11   6   15   18   1   21   8   12   4   10   14   5
11   8   24   11   0   4   6   16   20   3   19   12   18   24   8   16
25   23   5   6   4   0   12   11   16   4   10   14   8   14   18   7
13   9   6   15   6   12   0   17   11   2   7   15   24   9   13   20
19   13   4   18   16   11   17   0   9   7   25   20   6   20   2   7
4   20   3   1   20   16   11   9   0   25   11   19   24   9   25   25
22   14   6   21   3   4   2   7   25   0   20   4   4   21   14   18
6   4   4   8   19   10   7   25   11   20   0   9   22   21   7   11
2   11   4   12   12   14   15   20   19   4   9   0   17   8   0   4
17   19   5   4   18   8   24   6   24   4   22   17   0   1   18   12
5   15   18   10   24   14   9   20   9   21   21   8   1   0   3   25
4   18   7   14   8   18   13   2   25   14   7   0   18   3   0   3
11   21   20   5   16   7   20   7   25   18   11   4   12   25   3   0

0   16   31   57   23   42   39   42   20   23   11   22   20   12   5   24
16   0   35   41   15   38   23   38   20   13   25   24   24   12   21   20
31   35   0   42   20   73   36   73   51   22   24   53   11   23   32   55
57   41   42   0   34   47   18   45   61   34   66   65   47   45   62   43
23   15   20   34   0   53   16   53   31   2   32   33   13   11   28   35
42   38   73   47   53   0   37   18   22   51   53   20   62   50   41   18
39   23   36   18   16   37   0   37   43   16   48   47   29   27   44   25
42   38   73   45   53   18   37   0   32   51   53   36   62   50   41   18
20   20   51   61   31   22   43   32   0   29   31   4   40   28   19   18
23   13   22   34   2   51   16   51   29   0   32   31   13   11   28   33
11   25   24   66   32   53   48   53   31   32   0   33   19   21   12   35
22   24   53   65   33   20   47   36   4   31   33   0   42   30   21   22
20   24   11   47   13   62   29   62   40   13   19   42   0   12   21   44
12   12   23   45   11   50   27   50   28   11   21   30   12   0   17   32
5   21   32   62   28   41   44   41   19   28   12   21   21   17   0   23
24   20   55   43   35   18   25   18   18   33   35   22   44   32   23   0
