19

0   6   14   4   16   13   14   6   15   3   21   21   18   0   12   14   5   25   25
6   0   11   14   25   19   13   7   21   18   10   14   21   5   18   21   5   10   21
14   11   0   20   7   6   13   22   23   3   16   9   11   12   19   17   19   15   7
4   14   20   0   5   13   18   13   4   24   10   20   22   24   11   10   9   7   21
16   25   7   5   0   5   8   8   6   24   11   18   3   5   14   7   10   2   1
13   19   6   13   5   0   21   17   18   14   12   7   14   2   1   7   4   10   14
14   13   13   18   8   21   0   9   22   24   23   5   7   25   2   10   21   11   2
6   7   22   13   8   17   9   0   10   21   11   3   5   24   25   18   4   12   0
15   21   23   4   6   18   22   10   0   12   4   25   10   18   24   25   6   15   13
3   18   3   24   24   14   24   21   12   0   3   13   12   6   21   13   18   10   20
21   10   16   10   11   12   23   11   4   3   0   25   0   21   14   21   8   21   10
21   14   9   20   18   7   5   3   25   13   25   0   19   20   22   4   18   22   0
18   21   11   22   3   14   7   5   10   12   0   19   0   24   21   18   16   15   19
0   5   12   24   5   2   25   24   18   6   21   20   24   0   2   12   22   23   1
12   18   19   11   14   1   2   25   24   21   14   22   21   2   0   10   1   14   18
14   21   17   10   7   7   10   18   25   13   21   4   18   12   10   0   25   0   12
5   5   19   9   10   4   21   4   6   18   8   18   16   22   1   25   0   21   10
25   10   15   7   2   10   11   12   15   10   21   22   15   23   14   0   21   0   14
25   21   7   21   1   14   2   0   13   20   10   0   19   1   18   12   10   14   0

0   19   12   38   9   49   7   20   52   15   22   55   40   25   26   24   20   27   40
19   0   21   57   28   40   18   39   43   32   23   74   31   16   45   43   29   18   31
12   21   0   46   17   61   19   30   64   27   34   63   52   37   34   32   18   39   52
38   57   46   0   29   59   39   28   62   25   34   19   50   61   20   14   28   61   50
9   28   17   29   0   44   10   13   47   10   17   46   35   32   17   29   25   32   35
49   40   61   59   44   0   42   31   15   34   27   48   9   30   39   73   69   30   15
7   18   19   39   10   42   0   21   45   14   15   56   33   22   27   31   27   22   33
20   39   30   28   13   31   21   0   34   7   16   35   22   43   8   42   38   43   28
52   43   64   62   47   15   45   34   0   37   30   43   16   45   42   76   72   45   30
15   32   27   25   10   34   14   7   37   0   9   42   25   36   13   39   35   36   25
22   23   34   34   17   27   15   16   30   9   0   51   18   27   22   46   42   27   18
55   74   63   19   46   48   56   35   43   42   51   0   49   78   29   33   45   78   63
40   31   52   50   35   9   33   22   16   25   18   49   0   29   30   64   60   29   14
25   16   37   61   32   30   22   43   45   36   27   78   29   0   49   49   45   2   15
26   45   34   20   17   39   27   8   42   13   22   29   30   49   0   34   30   49   34
24   43   32   14   29   73   31   42   76   39   46   33   64   49   34   0   14   51   64
20   29   18   28   25   69   27   38   72   35   42   45   60   45   30   14   0   47   60
27   18   39   61   32   30   22   43   45   36   27   78   29   2   49   51   47   0   15
40   31   52   50   35   15   33   28   30   25   18   63   14   15   34   64   60   15   0
