19

0   7   23   13   23   3   2   25   25   15   6   2   14   15   4   23   16   17   5
7   0   21   10   1   21   1   7   2   6   11   17   10   12   0   8   10   15   3
23   21   0   0   5   20   24   14   2   4   4   4   21   2   3   14   11   3   21
13   10   0   0   5   15   21   7   1   14   13   14   20   15   15   17   17   23   3
23   1   5   5   0   4   13   20   16   13   14   21   17   13   15   2   23   22   23
3   21   20   15   4   0   17   18   20   16   14   5   3   18   11   15   21   2   2
2   1   24   21   13   17   0   11   1   24   1   3   6   8   23   3   17   15   20
25   7   14   7   20   18   11   0   14   13   15   3   22   2   23   19   19   14   18
25   2   2   1   16   20   1   14   0   23   19   2   25   8   2   23   7   20   7
15   6   4   14   13   16   24   13   23   0   1   7   24   16   15   8   20   12   6
6   11   4   13   14   14   1   15   19   1   0   18   21   1   23   11   18   5   22
2   17   4   14   21   5   3   3   2   7   18   0   22   4   18   18   4   21   17
14   10   21   20   17   3   6   22   25   24   21   22   0   2   5   2   18   2   17
15   12   2   15   13   18   8   2   8   16   1   4   2   0   15   8   20   4   13
4   0   3   15   15   11   23   23   2   15   23   18   5   15   0   5   8   14   8
23   8   14   17   2   15   3   19   23   8   11   18   2   8   5   0   16   8   1
16   10   11   17   23   21   17   19   7   20   18   4   18   20   8   16   0   13   6
17   15   3   23   22   2   15   14   20   12   5   21   2   4   14   8   13   0   9
5   3   21   3   23   2   20   18   7   6   22   17   17   13   8   1   6   9   0

0   69   33   33   37   41   30   20   33   53   21   52   34   15   15   17   46   41   44
69   0   66   36   32   50   55   49   36   16   48   17   45   70   64   58   37   28   59
33   66   0   30   34   16   63   39   36   50   30   49   21   18   18   50   29   38   11
33   36   30   0   4   18   53   29   26   20   20   19   11   34   28   40   23   8   23
37   32   34   4   0   18   57   33   30   22   24   15   13   38   32   44   19   4   27
41   50   16   18   18   0   71   47   44   36   38   33   7   26   26   58   13   22   9
30   55   63   53   57   71   0   24   27   39   33   46   64   45   45   13   76   55   74
20   49   39   29   33   47   24   0   13   33   9   32   40   21   21   11   52   31   50
33   36   36   26   30   44   27   13   0   20   12   19   37   34   28   22   49   28   47
53   16   50   20   22   36   39   33   20   0   32   11   29   54   48   42   41   20   43
21   48   30   20   24   38   33   9   12   32   0   31   31   22   16   20   43   22   41
52   17   49   19   15   33   46   32   19   11   31   0   28   53   47   41   30   11   42
34   45   21   11   13   7   64   40   37   29   31   28   0   25   19   51   12   17   14
15   70   18   34   38   26   45   21   34   54   22   53   25   0   6   32   33   42   29
15   64   18   28   32   26   45   21   28   48   16   47   19   6   0   32   31   36   29
17   58   50   40   44   58   13   11   22   42   20   41   51   32   32   0   63   42   61
46   37   29   23   19   13   76   52   49   41   43   30   12   33   31   63   0   21   22
41   28   38   8   4   22   55   31   28   20   22   11   17   42   36   42   21   0   31
44   59   11   23   27   9   74   50   47   43   41   42   14   29   29   61   22   31   0
