15

0   14   5   6   12   7   17   1   23   6   1   20   14   23   2
14   0   23   10   18   12   1   6   1   24   6   6   18   12   11
5   23   0   9   7   24   0   9   17   25   17   12   20   15   17
6   10   9   0   11   5   6   9   5   14   1   2   17   14   13
12   18   7   11   0   2   13   22   19   2   23   23   5   0   19
7   12   24   5   2   0   7   22   15   1   2   21   5   5   24
17   1   0   6   13   7   0   21   3   23   11   4   1   13   8
1   6   9   9   22   22   21   0   23   6   10   22   11   1   2
23   1   17   5   19   15   3   23   0   7   15   17   12   10   23
6   24   25   14   2   1   23   6   7   0   14   5   17   11   11
1   6   17   1   23   2   11   10   15   14   0   2   16   12   16
20   6   12   2   23   21   4   22   17   5   2   0   25   22   22
14   18   20   17   5   5   1   11   12   17   16   25   0   2   12
23   12   15   14   0   5   13   1   10   11   12   22   2   0   23
2   11   17   13   19   24   8   2   23   11   16   22   12   23   0

0   14   22   40   21   20   21   55   15   24   29   11   28   33   28
14   0   30   28   35   26   7   43   15   36   21   25   16   43   20
22   30   0   18   23   4   37   33   15   46   9   33   14   13   10
40   28   18   0   41   20   31   15   25   64   11   51   12   19   12
21   35   23   41   0   21   42   56   20   23   30   10   29   34   29
20   26   4   20   21   0   33   35   11   44   9   31   10   17   8
21   7   37   31   42   33   0   36   22   43   28   32   23   50   27
55   43   33   15   56   35   36   0   40   79   26   66   27   32   27
15   15   15   25   20   11   22   40   0   39   14   26   13   28   13
24   36   46   64   23   44   43   79   39   0   53   13   52   57   52
29   21   9   11   30   9   28   26   14   53   0   40   5   22   1
11   25   33   51   10   31   32   66   26   13   40   0   39   44   39
28   16   14   12   29   10   23   27   13   52   5   39   0   27   4
33   43   13   19   34   17   50   32   28   57   22   44   27   0   23
28   20   10   12   29   8   27   27   13   52   1   39   4   23   0
