18

0   6   18   24   14   0   9   10   17   4   14   15   13   15   5   17   21   23
6   0   16   23   6   25   3   9   6   13   10   7   1   8   11   14   4   19
18   16   0   16   21   16   1   24   14   6   7   20   1   6   19   23   19   22
24   23   16   0   22   5   10   9   21   11   7   2   6   11   21   20   6   11
14   6   21   22   0   13   8   6   17   10   2   10   6   16   5   2   14   3
0   25   16   5   13   0   0   17   25   25   0   0   23   10   20   11   24   0
9   3   1   10   8   0   0   25   7   1   23   19   7   4   1   21   22   0
10   9   24   9   6   17   25   0   11   4   18   5   2   9   23   24   13   22
17   6   14   21   17   25   7   11   0   4   14   1   5   13   14   13   16   20
4   13   6   11   10   25   1   4   4   0   13   16   8   19   6   18   9   3
14   10   7   7   2   0   23   18   14   13   0   21   12   8   22   8   23   4
15   7   20   2   10   0   19   5   1   16   21   0   14   10   2   16   8   20
13   1   1   6   6   23   7   2   5   8   12   14   0   1   19   3   20   25
15   8   6   11   16   10   4   9   13   19   8   10   1   0   21   5   1   24
5   11   19   21   5   20   1   23   14   6   22   2   19   21   0   0   24   16
17   14   23   20   2   11   21   24   13   18   8   16   3   5   0   0   23   23
21   4   19   6   14   24   22   13   16   9   23   8   20   1   24   23   0   23
23   19   22   11   3   0   0   22   20   3   4   20   25   24   16   23   23   0

0   65   23   35   17   40   48   48   30   65   55   58   28   26   29   47   55   19
65   0   42   30   64   25   25   19   35   2   22   9   37   39   54   30   10   68
23   42   0   42   28   29   45   39   11   42   42   35   13   35   40   24   32   30
35   30   42   0   34   13   13   13   53   30   20   23   29   9   24   52   20   38
17   64   28   34   0   39   47   47   39   64   54   57   27   25   12   46   54   4
40   25   29   13   39   0   16   10   40   25   15   18   16   14   29   39   15   43
48   25   45   13   47   16   0   6   56   23   7   16   32   22   37   55   21   51
48   19   39   13   47   10   6   0   50   17   7   10   26   22   37   49   15   51
30   35   11   53   39   40   56   50   0   35   53   40   24   46   51   17   35   41
65   2   42   30   64   25   23   17   35   0   20   7   37   39   54   32   10   68
55   22   42   20   54   15   7   7   53   20   0   13   29   29   44   52   18   58
58   9   35   23   57   18   16   10   40   7   13   0   30   32   47   39   5   61
28   37   13   29   27   16   32   26   24   37   29   30   0   22   27   23   27   31
26   39   35   9   25   14   22   22   46   39   29   32   22   0   15   45   29   29
29   54   40   24   12   29   37   37   51   54   44   47   27   15   0   50   44   14
47   30   24   52   46   39   55   49   17   32   52   39   23   45   50   0   34   50
55   10   32   20   54   15   21   15   35   10   18   5   27   29   44   34   0   58
19   68   30   38   4   43   51   51   41   68   58   61   31   29   14   50   58   0
