20

0   3   6   23   16   24   0   22   22   1   12   13   3   9   10   25   11   14   25   6
3   0   7   15   9   8   3   14   22   11   1   21   10   4   12   14   6   24   8   19
6   7   0   22   1   5   1   18   18   21   3   12   25   10   12   0   7   20   16   3
23   15   22   0   24   7   22   2   3   24   16   1   2   16   4   17   17   25   15   5
16   9   1   24   0   20   21   7   2   19   23   13   17   11   1   20   24   6   17   20
24   8   5   7   20   0   16   10   11   10   19   25   1   21   22   13   20   4   20   19
0   3   1   22   21   16   0   21   25   22   15   9   3   16   5   6   8   18   10   13
22   14   18   2   7   10   21   0   4   14   3   4   7   21   5   22   14   20   2   6
22   22   18   3   2   11   25   4   0   5   14   10   5   4   16   11   24   23   14   11
1   11   21   24   19   10   22   14   5   0   13   20   21   12   10   0   20   12   16   12
12   1   3   16   23   19   15   3   14   13   0   11   8   19   20   25   3   19   17   12
13   21   12   1   13   25   9   4   10   20   11   0   17   15   22   7   22   14   12   7
3   10   25   2   17   1   3   7   5   21   8   17   0   12   15   10   25   14   18   20
9   4   10   16   11   21   16   21   4   12   19   15   12   0   25   17   22   5   11   4
10   12   12   4   1   22   5   5   16   10   20   22   15   25   0   16   14   2   13   9
25   14   0   17   20   13   6   22   11   0   25   7   10   17   16   0   11   8   13   21
11   6   7   17   24   20   8   14   24   20   3   22   25   22   14   11   0   4   24   0
14   24   20   25   6   4   18   20   23   12   19   14   14   5   2   8   4   0   12   16
25   8   16   15   17   20   10   2   14   16   17   12   18   11   13   13   24   12   0   9
6   19   3   5   20   19   13   6   11   12   12   7   20   4   9   21   0   16   9   0

0   18   42   26   49   6   52   45   33   29   18   50   55   43   27   15   9   29   44   14
18   0   28   34   49   18   46   31   19   47   36   54   41   61   13   33   25   37   62   32
42   28   0   30   45   46   42   3   9   43   32   50   31   57   15   47   33   33   58   40
26   34   30   0   23   30   26   33   35   13   10   24   29   27   31   31   17   3   28   24
49   49   45   23   0   53   3   48   50   32   33   5   14   38   46   54   40   20   21   47
6   18   46   30   53   0   56   49   37   35   24   54   59   49   31   21   13   33   50   20
52   46   42   26   3   56   0   45   47   35   36   8   11   41   43   57   43   23   24   50
45   31   3   33   48   49   45   0   12   46   35   53   34   60   18   50   36   36   61   43
33   19   9   35   50   37   47   12   0   48   37   55   36   62   6   38   26   38   63   33
29   47   43   13   32   35   35   46   48   0   11   33   38   14   44   22   22   12   15   15
18   36   32   10   33   24   36   35   37   11   0   34   39   25   33   21   11   13   26   14
50   54   50   24   5   54   8   53   55   33   34   0   19   39   51   55   41   21   22   48
55   41   31   29   14   59   11   34   36   38   39   19   0   44   32   60   46   26   27   53
43   61   57   27   38   49   41   60   62   14   25   39   44   0   58   28   36   24   17   29
27   13   15   31   46   31   43   18   6   44   33   51   32   58   0   32   22   34   59   29
15   33   47   31   54   21   57   50   38   22   21   55   60   28   32   0   14   34   33   7
9   25   33   17   40   13   43   36   26   22   11   41   46   36   22   14   0   20   37   7
29   37   33   3   20   33   23   36   38   12   13   21   26   24   34   34   20   0   25   27
44   62   58   28   21   50   24   61   63   15   26   22   27   17   59   33   37   25   0   30
14   32   40   24   47   20   50   43   33   15   14   48   53   29   29   7   7   27   30   0
