17

0   9   2   19   20   18   3   11   0   10   17   10   6   12   16   25   17
9   0   3   25   0   13   0   23   15   4   12   8   5   13   15   22   21
2   3   0   25   2   0   11   1   0   15   15   24   14   0   25   14   6
19   25   25   0   21   1   0   12   8   2   20   6   22   21   9   17   1
20   0   2   21   0   12   20   14   25   3   6   5   13   16   13   4   1
18   13   0   1   12   0   11   0   6   13   11   11   3   1   24   6   5
3   0   11   0   20   11   0   8   13   22   0   6   13   2   18   20   9
11   23   1   12   14   0   8   0   7   8   18   9   0   0   22   4   13
0   15   0   8   25   6   13   7   0   7   16   17   8   14   1   9   0
10   4   15   2   3   13   22   8   7   0   23   3   0   10   19   17   17
17   12   15   20   6   11   0   18   16   23   0   9   17   25   25   20   7
10   8   24   6   5   11   6   9   17   3   9   0   1   2   3   0   0
6   5   14   22   13   3   13   0   8   0   17   1   0   14   3   9   5
12   13   0   21   16   1   2   0   14   10   25   2   14   0   15   20   9
16   15   25   9   13   24   18   22   1   19   25   3   3   15   0   22   23
25   22   14   17   4   6   20   4   9   17   20   0   9   20   22   0   25
17   21   6   1   1   5   9   13   0   17   7   0   5   9   23   25   0

0   40   21   23   22   22   30   14   44   19   4   43   24   28   34   35   35
40   0   23   27   62   62   62   30   48   29   38   47   28   12   74   53   31
21   23   0   42   43   43   43   11   25   38   19   26   5   15   55   34   54
23   27   42   0   45   43   53   37   67   4   27   66   47   27   47   58   12
22   62   43   45   0   2   8   32   22   41   24   21   44   50   32   13   57
22   62   43   43   2   0   10   32   24   39   24   23   44   50   30   15   55
30   62   43   53   8   10   0   32   22   49   26   17   44   50   40   9   65
14   30   11   37   32   32   32   0   30   33   10   29   12   18   44   23   49
44   48   25   67   22   24   22   30   0   63   40   5   22   40   54   13   79
19   29   38   4   41   39   49   33   63   0   23   62   43   23   45   54   16
4   38   19   27   24   24   26   10   40   23   0   39   20   26   36   31   39
43   47   26   66   21   23   17   29   5   62   39   0   27   39   53   8   78
24   28   5   47   44   44   44   12   22   43   20   27   0   20   56   35   59
28   12   15   27   50   50   50   18   40   23   26   39   20   0   62   41   39
34   74   55   47   32   30   40   44   54   45   36   53   56   62   0   45   47
35   53   34   58   13   15   9   23   13   54   31   8   35   41   45   0   70
35   31   54   12   57   55   65   49   79   16   39   78   59   39   47   70   0
