18

0   23   11   2   5   18   8   3   18   20   7   9   16   12   23   19   24   11
23   0   0   13   1   14   24   24   20   4   14   23   13   10   11   10   13   23
11   0   0   22   5   14   24   11   9   0   12   24   17   21   13   21   5   19
2   13   22   0   16   17   5   17   10   9   3   0   3   12   22   25   21   7
5   1   5   16   0   6   1   19   24   15   8   14   13   18   16   9   7   8
18   14   14   17   6   0   7   2   17   11   9   21   15   19   13   6   24   10
8   24   24   5   1   7   0   16   16   17   24   18   11   2   19   21   11   17
3   24   11   17   19   2   16   0   9   16   3   24   8   3   24   16   16   0
18   20   9   10   24   17   16   9   0   25   22   13   21   18   20   18   6   11
20   4   0   9   15   11   17   16   25   0   23   13   5   10   18   7   0   3
7   14   12   3   8   9   24   3   22   23   0   13   25   10   10   20   12   10
9   23   24   0   14   21   18   24   13   13   13   0   3   0   14   23   5   1
16   13   17   3   13   15   11   8   21   5   25   3   0   10   7   7   20   22
12   10   21   12   18   19   2   3   18   10   10   0   10   0   15   15   3   5
23   11   13   22   16   13   19   24   20   18   10   14   7   15   0   13   18   10
19   10   21   25   9   6   21   16   18   7   20   23   7   15   13   0   2   20
24   13   5   21   7   24   11   16   6   0   12   5   20   3   18   2   0   8
11   23   19   7   8   10   17   0   11   3   10   1   22   5   10   20   8   0

0   5   44   48   63   27   52   49   41   10   22   15   11   54   11   14   4   43
5   0   49   53   68   32   57   54   46   15   23   20   12   59   12   17   9   44
44   49   0   24   19   25   14   11   7   34   32   29   47   10   37   32   40   39
48   53   24   0   31   21   10   35   17   38   42   33   51   16   41   36   44   63
63   68   19   31   0   36   21   14   22   53   51   48   66   15   56   51   59   32
27   32   25   21   36   0   25   36   18   17   43   12   32   27   32   35   25   64
52   57   14   10   21   25   0   25   11   42   40   37   55   6   45   40   48   53
49   54   11   35   14   36   25   0   18   39   37   34   52   19   42   37   45   28
41   46   7   17   22   18   11   18   0   31   29   26   44   13   34   29   37   46
10   15   34   38   53   17   42   39   31   0   32   5   21   44   21   24   14   53
22   23   32   42   51   43   40   37   29   32   0   35   15   42   11   8   18   25
15   20   29   33   48   12   37   34   26   5   35   0   24   39   24   27   17   56
11   12   47   51   66   32   55   52   44   21   15   24   0   57   10   15   7   40
54   59   10   16   15   27   6   19   13   44   42   39   57   0   47   42   50   47
11   12   37   41   56   32   45   42   34   21   11   24   10   47   0   5   7   32
14   17   32   36   51   35   40   37   29   24   8   27   15   42   5   0   10   29
4   9   40   44   59   25   48   45   37   14   18   17   7   50   7   10   0   39
43   44   39   63   32   64   53   28   46   53   25   56   40   47   32   29   39   0
