16

0   17   20   25   8   4   6   3   0   23   13   19   2   12   20   8
17   0   14   10   8   2   25   0   10   14   17   22   6   20   19   10
20   14   0   17   25   23   9   21   11   4   19   7   5   21   0   12
25   10   17   0   20   13   20   10   14   14   17   3   12   22   21   6
8   8   25   20   0   6   23   8   23   25   12   15   6   9   1   8
4   2   23   13   6   0   23   18   18   12   11   19   11   21   24   20
6   25   9   20   23   23   0   14   10   8   8   11   12   17   8   18
3   0   21   10   8   18   14   0   25   25   18   22   2   5   9   22
0   10   11   14   23   18   10   25   0   15   24   14   9   10   6   24
23   14   4   14   25   12   8   25   15   0   9   22   21   0   8   17
13   17   19   17   12   11   8   18   24   9   0   24   13   6   8   11
19   22   7   3   15   19   11   22   14   22   24   0   3   7   2   7
2   6   5   12   6   11   12   2   9   21   13   3   0   8   10   20
12   20   21   22   9   21   17   5   10   0   6   7   8   0   20   0
20   19   0   21   1   24   8   9   6   8   8   2   10   20   0   6
8   10   12   6   8   20   18   22   24   17   11   7   20   0   6   0

0   33   17   30   16   18   25   54   34   11   33   26   46   46   20   42
33   0   50   33   27   29   8   57   57   30   36   29   49   49   21   15
17   50   0   29   23   21   42   53   33   20   42   25   45   45   29   59
30   33   29   0   14   12   29   24   36   19   13   4   26   16   50   30
16   27   23   14   0   2   19   38   30   5   19   10   30   30   36   36
18   29   21   12   2   0   21   36   28   7   21   8   28   28   38   38
25   8   42   29   19   21   0   53   49   22   32   25   45   45   21   17
54   57   53   24   38   36   53   0   36   43   21   28   26   8   74   42
34   57   33   36   30   28   49   36   0   27   49   32   12   34   54   66
11   30   20   19   5   7   22   43   27   0   22   15   35   35   31   39
33   36   42   13   19   21   32   21   49   22   0   17   39   15   53   21
26   29   25   4   10   8   25   28   32   15   17   0   22   20   46   34
46   49   45   26   30   28   45   26   12   35   39   22   0   24   66   56
46   49   45   16   30   28   45   8   34   35   15   20   24   0   66   34
20   21   29   50   36   38   21   74   54   31   53   46   66   66   0   32
42   15   59   30   36   38   17   42   66   39   21   34   56   34   32   0
