19

0   17   19   11   14   23   12   6   7   14   16   13   25   7   4   12   11   24   10
17   0   1   2   20   14   2   5   22   24   9   15   20   17   16   23   12   19   6
19   1   0   3   11   4   12   19   3   8   21   25   10   11   5   16   1   0   7
11   2   3   0   6   24   2   1   13   22   24   16   4   14   11   16   8   21   11
14   20   11   6   0   4   6   20   14   8   15   15   21   7   19   3   13   15   11
23   14   4   24   4   0   18   1   21   19   21   6   0   24   16   11   11   4   6
12   2   12   2   6   18   0   3   6   8   10   2   15   11   4   15   9   21   2
6   5   19   1   20   1   3   0   4   19   13   14   1   13   21   25   13   2   14
7   22   3   13   14   21   6   4   0   6   15   12   2   16   15   11   11   24   7
14   24   8   22   8   19   8   19   6   0   20   24   2   2   1   17   20   14   13
16   9   21   24   15   21   10   13   15   20   0   11   9   24   0   4   25   6   19
13   15   25   16   15   6   2   14   12   24   11   0   0   16   20   8   6   13   25
25   20   10   4   21   0   15   1   2   2   9   0   0   18   4   25   1   5   0
7   17   11   14   7   24   11   13   16   2   24   16   18   0   21   12   18   12   3
4   16   5   11   19   16   4   21   15   1   0   20   4   21   0   0   24   21   3
12   23   16   16   3   11   15   25   11   17   4   8   25   12   0   0   16   13   18
11   12   1   8   13   11   9   13   11   20   25   6   1   18   24   16   0   22   21
24   19   0   21   15   4   21   2   24   14   6   13   5   12   21   13   22   0   7
10   6   7   11   11   6   2   14   7   13   19   25   0   3   3   18   21   7   0

0   10   41   38   18   69   69   52   43   22   53   49   30   15   37   23   67   30   36
10   0   45   42   24   73   73   56   47   26   57   53   34   11   47   13   71   34   26
41   45   0   21   35   28   28   41   18   37   18   16   13   56   58   42   26   19   23
38   42   21   0   20   31   31   20   5   16   15   37   8   53   37   39   29   8   36
18   24   35   20   0   51   51   34   25   4   35   51   22   33   23   37   49   16   50
69   73   28   31   51   0   6   25   26   47   16   32   39   84   42   70   2   39   51
69   73   28   31   51   6   0   31   26   47   16   26   39   84   48   70   4   39   51
52   56   41   20   34   25   31   0   23   30   23   57   28   67   25   53   27   22   56
43   47   18   5   25   26   26   23   0   21   10   34   13   58   40   44   24   13   33
22   26   37   16   4   47   47   30   21   0   31   53   24   37   21   39   45   18   52
53   57   18   15   35   16   16   23   10   31   0   34   23   68   40   54   14   23   35
49   53   16   37   51   32   26   57   34   53   34   0   29   64   74   50   30   35   31
30   34   13   8   22   39   39   28   13   24   23   29   0   45   45   31   37   6   28
15   11   56   53   33   84   84   67   58   37   68   64   45   0   42   20   82   45   33
37   47   58   37   23   42   48   25   40   21   40   74   45   42   0   60   44   39   73
23   13   42   39   37   70   70   53   44   39   54   50   31   20   60   0   68   31   19
67   71   26   29   49   2   4   27   24   45   14   30   37   82   44   68   0   37   49
30   34   19   8   16   39   39   22   13   18   23   35   6   45   39   31   37   0   34
36   26   23   36   50   51   51   56   33   52   35   31   28   33   73   19   49   34   0
